,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precinct,,,,,,County Jurisdiction,"JULIÁN CASTRO
(DEM) ",,"MICHAEL A. ELLINGER
(DEM) ",,,"ELIZABETH WARREN
(DEM) ",,"MARIANNE WILLIAMSON
(DEM) ",,,"ANDREW YANG
(DEM) ",,"ROQUE ""ROCKY"" DE LA FUENTE III
(DEM) ",,"JOHN K. DELANEY
(DEM) ",,"AMY KLOBUCHAR
(DEM) ",,"BERNIE SANDERS
(DEM) ",,"JOE SESTAK
(DEM) ",,"TOM STEYER
(DEM) ",,"DEVAL PATRICK
(DEM) ",,"MICHAEL BENNET
(DEM) ",,"MICHAEL R. BLOOMBERG
(DEM) ",,"MOSIE BOYD
(DEM) ",,"CORY BOOKER
(DEM) ",,"PETE BUTTIGIEG
(DEM) ",,"JOSEPH R. BIDEN
(DEM) ",,"TULSI GABBARD
(DEM) ",,"MARK STEWART GREENSTEIN
(DEM) ",,"Write-in
 ",,Total Votes
C08S21A33E1B1VUHUNI2049,8,45,,0,0,C08S21A33E1B1VUHUNI2049,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,50.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,8
C08S21A33E1B1VUHUNI2050,31,287,,3,0,C08S21A33E1B1VUHUNI2050,0,0.00%,0,,0.00%,1,3.57%,0,,0.00%,1,3.57%,0,0.00%,0,0.00%,2,7.14%,3,10.71%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,14.29%,0,0.00%,0,0.00%,0,0.00%,17,60.71%,0,0.00%,0,0.00%,0,0.00%,28
C08S21A33E1B1HPUHE42051,65,386,,2,0,C08S21A33E1B1HPUHE42051,2,3.17%,0,,0.00%,5,7.94%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,3.17%,28,44.44%,0,0.00%,2,3.17%,0,0.00%,0,0.00%,8,12.70%,0,0.00%,0,0.00%,0,0.00%,16,25.40%,0,0.00%,0,0.00%,0,0.00%,63
C08S21A33E1B1HPUHE52052,11,85,,0,0,C08S21A33E1B1HPUHE52052,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,45.45%,0,0.00%,3,27.27%,0,0.00%,0,0.00%,1,9.09%,0,0.00%,0,0.00%,0,0.00%,2,18.18%,0,0.00%,0,0.00%,0,0.00%,11
C08S21A33E1B1HPUHE52053,86,708,,2,0,C08S21A33E1B1HPUHE52053,0,0.00%,0,,0.00%,5,5.95%,0,,0.00%,0,0.00%,0,0.00%,1,1.19%,1,1.19%,33,39.29%,0,0.00%,4,4.76%,0,0.00%,0,0.00%,3,3.57%,0,0.00%,0,0.00%,3,3.57%,31,36.90%,3,3.57%,0,0.00%,0,0.00%,84
C08S21A33E1B1HPUHE52054,29,195,,3,0,C08S21A33E1B1HPUHE52054,0,0.00%,0,,0.00%,1,3.85%,0,,0.00%,1,3.85%,0,0.00%,0,0.00%,1,3.85%,6,23.08%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,26.92%,0,0.00%,0,0.00%,1,3.85%,9,34.62%,0,0.00%,0,0.00%,0,0.00%,26
C08S21A33E1B1HPUHE52055,2,31,,****,****,C08S21A33E1B1HPUHE52055,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S21A33E1B1HPUHE52056,24,207,,1,0,C08S21A33E1B1HPUHE52056,0,0.00%,0,,0.00%,2,8.70%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11,47.83%,0,0.00%,2,8.70%,0,0.00%,0,0.00%,2,8.70%,0,0.00%,0,0.00%,0,0.00%,6,26.09%,0,0.00%,0,0.00%,0,0.00%,23
C08S21A33E1B1HPUHE52057,35,442,,1,0,C08S21A33E1B1HPUHE52057,0,0.00%,0,,0.00%,2,5.88%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,2.94%,11,32.35%,0,0.00%,2,5.88%,0,0.00%,0,0.00%,4,11.76%,0,0.00%,0,0.00%,1,2.94%,13,38.24%,0,0.00%,0,0.00%,0,0.00%,34
C08S21A33E1B1HPUHE52058,12,128,,0,0,C08S21A33E1B1HPUHE52058,0,0.00%,0,,0.00%,1,8.33%,0,,0.00%,1,8.33%,0,0.00%,0,0.00%,0,0.00%,5,41.67%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,41.67%,0,0.00%,0,0.00%,0,0.00%,12
C08S21A33E1B1HPUHE52059,0,0,,0,0,C08S21A33E1B1HPUHE52059,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE42060,0,0,,0,0,C08S21A33E1B1HPUHE42060,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE42061,10,57,,2,0,C08S21A33E1B1HPUHE42061,0,0.00%,0,,0.00%,1,12.50%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,12.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,25.00%,0,0.00%,0,0.00%,1,12.50%,3,37.50%,0,0.00%,0,0.00%,0,0.00%,8
C08S21A33E1B1HPUHE52062,21,185,,2,0,C08S21A33E1B1HPUHE52062,0,0.00%,0,,0.00%,2,10.53%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,31.58%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,10.53%,0,0.00%,0,0.00%,2,10.53%,7,36.84%,0,0.00%,0,0.00%,0,0.00%,19
C08S21A33E1B1HPUHE52063,6,34,,0,0,C08S21A33E1B1HPUHE52063,0,0.00%,0,,0.00%,1,16.67%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,16.67%,0,0.00%,0,0.00%,1,16.67%,3,50.00%,0,0.00%,0,0.00%,0,0.00%,6
C08S21A33E1B1HPUHE52064,0,0,,0,0,C08S21A33E1B1HPUHE52064,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S21A33E1B1HPUHE32065,20,194,,0,0,C08S21A33E1B1HPUHE32065,0,0.00%,0,,0.00%,4,20.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,15.00%,0,0.00%,1,5.00%,0,0.00%,0,0.00%,1,5.00%,0,0.00%,0,0.00%,0,0.00%,10,50.00%,1,5.00%,0,0.00%,0,0.00%,20
C08S16A33E1B1AVUUNI2066,0,1,,0,0,C08S16A33E1B1AVUUNI2066,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1AVUUNI2067,0,0,,0,0,C08S16A33E1B1AVUUNI2067,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1AVUUNI2068,0,0,,0,0,C08S23A33E1B1AVUUNI2068,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1AVUUNI2069,0,0,,0,0,C08S23A33E1B1AVUUNI2069,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A33E1B1AVUUNI2070,0,0,,0,0,C08S23A33E1B1AVUUNI2070,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1BRUUNI2071,7,26,,0,0,C08S16A33E1B1BRUUNI2071,0,0.00%,0,,0.00%,1,14.29%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,4,57.14%,0,0.00%,0,0.00%,0,0.00%,7
C08S16A33E1B1BRUUNI2072,0,3,,0,0,C08S16A33E1B1BRUUNI2072,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA42073,0,0,,0,0,C08S16A33E1B3BRUBA42073,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA42074,5,122,,****,****,C08S16A33E1B3BRUBA42074,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUUNI2075,52,308,,4,0,C08S16A33E1B3BRUUNI2075,0,0.00%,0,,0.00%,4,8.33%,1,,2.08%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,15,31.25%,0,0.00%,1,2.08%,0,0.00%,0,0.00%,7,14.58%,0,0.00%,0,0.00%,4,8.33%,16,33.33%,0,0.00%,0,0.00%,0,0.00%,48
C08S16A33E1B3BRUBA42076,2,36,,****,****,C08S16A33E1B3BRUBA42076,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA12077,22,146,,4,0,C08S16A33E1B3BRUBA12077,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,22.22%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,22.22%,0,0.00%,0,0.00%,5,27.78%,4,22.22%,0,0.00%,1,5.56%,0,0.00%,18
C08S16A33E1B3BRUBA12078,15,200,,0,0,C08S16A33E1B3BRUBA12078,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,33.33%,0,0.00%,1,6.67%,0,0.00%,0,0.00%,6,40.00%,0,0.00%,0,0.00%,0,0.00%,3,20.00%,0,0.00%,0,0.00%,0,0.00%,15
C08S16A33E1B3BRUBA22079,0,0,,0,0,C08S16A33E1B3BRUBA22079,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA12080,3,7,,****,****,C08S16A33E1B3BRUBA12080,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA22081,36,374,,2,1,C08S16A33E1B3BRUBA22081,1,3.03%,0,,0.00%,3,9.09%,1,,3.03%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,16,48.48%,0,0.00%,1,3.03%,0,0.00%,0,0.00%,3,9.09%,0,0.00%,0,0.00%,2,6.06%,6,18.18%,0,0.00%,0,0.00%,0,0.00%,33
C08S16A33E1B3BRUBA32082,33,323,,5,0,C08S16A33E1B3BRUBA32082,0,0.00%,0,,0.00%,1,3.57%,0,,0.00%,1,3.57%,0,0.00%,0,0.00%,1,3.57%,6,21.43%,0,0.00%,1,3.57%,0,0.00%,0,0.00%,4,14.29%,0,0.00%,0,0.00%,0,0.00%,13,46.43%,1,3.57%,0,0.00%,0,0.00%,28
C08S16A33E1B3BRUBA32083,32,253,,1,0,C08S16A33E1B3BRUBA32083,0,0.00%,0,,0.00%,3,9.68%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,3.23%,15,48.39%,0,0.00%,1,3.23%,0,0.00%,0,0.00%,4,12.90%,0,0.00%,0,0.00%,0,0.00%,6,19.35%,1,3.23%,0,0.00%,0,0.00%,31
C08S16A33E1B3BRUBA22084,0,0,,0,0,C08S16A33E1B3BRUBA22084,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA22085,2,2,,****,****,C08S16A33E1B3BRUBA22085,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1BRUUNI2086,0,0,,0,0,C08S16A33E1B1BRUUNI2086,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA22087,1,0,,****,****,C08S16A33E1B3BRUBA22087,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B1BRUUNI2088,0,0,,0,0,C08S16A33E1B1BRUUNI2088,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1BRUUNI2089,0,7,,0,0,C08S16A33E1B1BRUUNI2089,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B1BRUUNI2090,4,42,,****,****,C08S16A33E1B1BRUUNI2090,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA42091,4,73,,****,****,C08S16A33E1B3BRUBA42091,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A33E1B3BRUBA42092,29,133,,3,0,C08S16A33E1B3BRUBA42092,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,12,46.15%,0,0.00%,1,3.85%,0,0.00%,0,0.00%,7,26.92%,0,0.00%,0,0.00%,0,0.00%,6,23.08%,0,0.00%,0,0.00%,0,0.00%,26
C08S16A33E1B3BRUBA42093,0,0,,0,0,C08S16A33E1B3BRUBA42093,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3BRUBA42094,0,0,,0,0,C08S16A33E1B3BRUBA42094,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A42E4B3YCUYU12095,35,200,,0,0,C08S23A42E4B3YCUYU12095,0,0.00%,1,,2.86%,3,8.57%,0,,0.00%,1,2.86%,0,0.00%,0,0.00%,0,0.00%,13,37.14%,0,0.00%,1,2.86%,0,0.00%,0,0.00%,6,17.14%,0,0.00%,0,0.00%,0,0.00%,10,28.57%,0,0.00%,0,0.00%,0,0.00%,35
C08S23A42E4B3YCUYU22096,24,86,,0,0,C08S23A42E4B3YCUYU22096,0,0.00%,0,,0.00%,4,16.67%,1,,4.17%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,29.17%,0,0.00%,3,12.50%,0,0.00%,0,0.00%,2,8.33%,0,0.00%,0,0.00%,0,0.00%,7,29.17%,0,0.00%,0,0.00%,0,0.00%,24
C08S23A42E4B3YCUYU22097,95,445,,8,0,C08S23A42E4B3YCUYU22097,0,0.00%,0,,0.00%,12,13.79%,0,,0.00%,0,0.00%,1,1.15%,0,0.00%,2,2.30%,22,25.29%,0,0.00%,4,4.60%,0,0.00%,0,0.00%,15,17.24%,0,0.00%,0,0.00%,3,3.45%,27,31.03%,1,1.15%,0,0.00%,0,0.00%,87
C08S23A42E4B3YCUYU52098,1,3,,****,****,C08S23A42E4B3YCUYU52098,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S23A42E4B3YCUYU32099,17,122,,1,0,C08S23A42E4B3YCUYU32099,0,0.00%,0,,0.00%,1,6.25%,0,,0.00%,1,6.25%,0,0.00%,0,0.00%,1,6.25%,3,18.75%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,6.25%,0,0.00%,0,0.00%,1,6.25%,8,50.00%,0,0.00%,0,0.00%,0,0.00%,16
C08S23A42E4B3YCUYU32100,128,781,,6,0,C08S23A42E4B3YCUYU32100,0,0.00%,0,,0.00%,13,10.66%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,38,31.15%,0,0.00%,5,4.10%,0,0.00%,0,0.00%,24,19.67%,0,0.00%,2,1.64%,6,4.92%,30,24.59%,4,3.28%,0,0.00%,0,0.00%,122
C08S23A42E4B3YCUYU32101,102,686,,4,0,C08S23A42E4B3YCUYU32101,1,1.02%,0,,0.00%,5,5.10%,0,,0.00%,0,0.00%,1,1.02%,0,0.00%,0,0.00%,50,51.02%,0,0.00%,2,2.04%,0,0.00%,0,0.00%,11,11.22%,0,0.00%,0,0.00%,7,7.14%,21,21.43%,0,0.00%,0,0.00%,0,0.00%,98
C08S23A42E4B3YCUYU32102,84,584,,2,0,C08S23A42E4B3YCUYU32102,1,1.22%,0,,0.00%,7,8.54%,0,,0.00%,0,0.00%,1,1.22%,0,0.00%,1,1.22%,34,41.46%,0,0.00%,1,1.22%,1,1.22%,0,0.00%,11,13.41%,1,1.22%,0,0.00%,4,4.88%,20,24.39%,0,0.00%,0,0.00%,0,0.00%,82
C08S23A42E4B3YCUYU42103,78,433,,5,0,C08S23A42E4B3YCUYU42103,0,0.00%,0,,0.00%,5,6.85%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,32,43.84%,0,0.00%,1,1.37%,0,0.00%,0,0.00%,4,5.48%,0,0.00%,0,0.00%,1,1.37%,29,39.73%,1,1.37%,0,0.00%,0,0.00%,73
C08S23A42E4B3YCUYU12104,0,0,,0,0,C08S23A42E4B3YCUYU12104,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S23A42E4B3YCUYU42105,60,340,,0,0,C08S23A42E4B3YCUYU42105,0,0.00%,0,,0.00%,8,13.33%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,1.67%,18,30.00%,0,0.00%,1,1.67%,0,0.00%,1,1.67%,3,5.00%,0,0.00%,0,0.00%,6,10.00%,21,35.00%,1,1.67%,0,0.00%,0,0.00%,60
C08S16A33E1B1MRUUNI2106,0,0,,0,0,C08S16A33E1B1MRUUNI2106,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI2107,0,0,,0,0,C08S16A33E1B3MRUUNI2107,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E1B3MRUUNI2108,82,284,,1,0,C08S16A42E1B3MRUUNI2108,0,0.00%,0,,0.00%,19,23.46%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,1.23%,27,33.33%,0,0.00%,4,4.94%,0,0.00%,0,0.00%,6,7.41%,0,0.00%,0,0.00%,1,1.23%,21,25.93%,2,2.47%,0,0.00%,0,0.00%,81
C08S16A42E4B3MRUTP52109,0,4,,0,0,C08S16A42E4B3MRUTP52109,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUTP52110,0,5,,0,0,C08S16A42E4B3MRUTP52110,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUTP42111,2,22,,****,****,C08S16A42E4B3MRUTP42111,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A42E4B3MRUTP42112,10,61,,0,0,C08S16A42E4B3MRUTP42112,0,0.00%,0,,0.00%,2,20.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,40.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,10.00%,0,0.00%,0,0.00%,0,0.00%,3,30.00%,0,0.00%,0,0.00%,0,0.00%,10
C08S16A42E4B3MRUTP22113,42,258,,1,0,C08S16A42E4B3MRUTP22113,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,2.44%,0,0.00%,0,0.00%,0,0.00%,25,60.98%,0,0.00%,1,2.44%,0,0.00%,0,0.00%,4,9.76%,0,0.00%,1,2.44%,0,0.00%,8,19.51%,1,2.44%,0,0.00%,0,0.00%,41
C08S16A42E4B3MRUTP32114,23,194,,2,0,C08S16A42E4B3MRUTP32114,0,0.00%,0,,0.00%,2,9.52%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,33.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,9.52%,0,0.00%,0,0.00%,1,4.76%,8,38.10%,1,4.76%,0,0.00%,0,0.00%,21
C08S16A42E4B3MRUTP22115,3,16,,****,****,C08S16A42E4B3MRUTP22115,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A42E4B3MRUUNI2116,0,0,,0,0,C08S16A42E4B3MRUUNI2116,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUUNI2117,0,0,,0,0,C08S16A42E4B3MRUUNI2117,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUUNI2118,52,127,,2,0,C08S16A42E4B3MRUUNI2118,0,0.00%,0,,0.00%,10,20.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,2.00%,21,42.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,10.00%,0,0.00%,0,0.00%,4,8.00%,9,18.00%,0,0.00%,0,0.00%,0,0.00%,50
C08S16A42E4B3MRUUNI2119,4,6,,****,****,C08S16A42E4B3MRUUNI2119,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
C08S16A42E4B3MRUUNI2120,7,22,,0,0,C08S16A42E4B3MRUUNI2120,0,0.00%,0,,0.00%,2,28.57%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,42.86%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,1,14.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7
C08S16A42E1B3MRUUNI2121,0,0,,0,0,C08S16A42E1B3MRUUNI2121,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E1B3MRUUNI2122,0,0,,0,0,C08S16A42E1B3MRUUNI2122,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A33E1B3MRUUNI2123,0,0,,0,0,C08S16A33E1B3MRUUNI2123,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUUNI2124,0,0,,0,0,C08S16A42E4B3MRUUNI2124,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUYV12125,0,0,,0,0,C08S16A42E4B3MRUYV12125,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUYV22126,21,88,,0,0,C08S16A42E4B3MRUYV22126,0,0.00%,0,,0.00%,2,9.52%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,1,4.76%,4,19.05%,0,0.00%,3,14.29%,0,0.00%,0,0.00%,7,33.33%,0,0.00%,0,0.00%,1,4.76%,3,14.29%,0,0.00%,0,0.00%,0,0.00%,21
C08S16A42E4B3MRUYV42127,11,54,,0,0,C08S16A42E4B3MRUYV42127,0,0.00%,0,,0.00%,1,9.09%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,27.27%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,9.09%,5,45.45%,1,9.09%,0,0.00%,0,0.00%,11
C08S16A42E4B3MRUYV52128,19,152,,1,0,C08S16A42E4B3MRUYV52128,0,0.00%,0,,0.00%,1,5.56%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,33.33%,0,0.00%,1,5.56%,0,0.00%,0,0.00%,2,11.11%,0,0.00%,0,0.00%,0,0.00%,8,44.44%,0,0.00%,0,0.00%,0,0.00%,18
C08S16A42E4B3MRUYV42129,21,62,,1,0,C08S16A42E4B3MRUYV42129,0,0.00%,0,,0.00%,3,15.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,2,10.00%,11,55.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,20.00%,0,0.00%,0,0.00%,0,0.00%,20
C08S16A42E4B3MRUYV22130,79,599,,1,0,C08S16A42E4B3MRUYV22130,1,1.28%,0,,0.00%,5,6.41%,0,,0.00%,2,2.56%,0,0.00%,0,0.00%,2,2.56%,33,42.31%,0,0.00%,2,2.56%,0,0.00%,0,0.00%,9,11.54%,0,0.00%,0,0.00%,5,6.41%,17,21.79%,2,2.56%,0,0.00%,0,0.00%,78
C08S16A42E4B3MRUYV22131,0,1,,0,0,C08S16A42E4B3MRUYV22131,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
C08S16A42E4B3MRUUNI2132,8,30,,0,0,C08S16A42E4B3MRUUNI2132,0,0.00%,0,,0.00%,2,25.00%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,4,50.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,25.00%,0,0.00%,0,0.00%,0,0.00%,8
C08S16A42E4B3MRUUNI2133,11,108,,0,0,C08S16A42E4B3MRUUNI2133,0,0.00%,0,,0.00%,2,18.18%,0,,0.00%,0,0.00%,0,0.00%,0,0.00%,3,27.27%,5,45.45%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,9.09%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11
