COUNTY OF LOS ANGELES,PRESIDENTIAL PRIMARY ELECTION,03/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREF. - DEM,Democratic, , , ,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JULIAN CASTRO,MICHAEL A ELLINGER,ELIZABETH WARREN,M WILLIAMSON,ANDREW YANG,R DE LA FUENTE III,JOHN K DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,M R BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R BIDEN,TULSI GABBARD,MARK S GREENSTEIN,
LOS ANGELES,9005934A,2683,385,N,709,TOTAL,529,0,1,93,1,0,0,0,6,244,0,3,0,0,34,0,0,12,127,3,0, 
LOS ANGELES,9005936A,2684,384,N, ,POLLING PLACE,516,0,1,132,3,2,0,0,2,172,0,0,0,1,39,0,0,3,157,3,0, 
LOS ANGELES,9005936A,2684,384,N, ,VBM PORTION,324,0,0,83,1,1,0,2,13,125,0,2,0,0,24,0,0,15,54,0,0, 
LOS ANGELES,9005936A,2684,384,N,1064,TOTAL,840,0,1,215,4,3,0,2,15,297,0,2,0,1,63,0,0,18,211,3,0, 
LOS ANGELES,9006098C,2685,249,N, ,POLLING PLACE,445,0,0,76,0,1,0,0,3,270,1,2,0,2,17,0,0,5,63,0,0, 
LOS ANGELES,9006098C,2685,249,N, ,VBM PORTION,400,1,0,91,0,2,0,0,1,234,0,6,0,0,8,0,0,8,44,0,0, 
LOS ANGELES,9006098C,2685,249,N,1260,TOTAL,845,1,0,167,0,3,0,0,4,504,1,8,0,2,25,0,0,13,107,0,0, 
LOS ANGELES,9006209A,2686,46,N, ,POLLING PLACE,184,9,1,8,0,1,0,0,0,82,0,2,0,0,19,0,0,0,55,2,3, 
LOS ANGELES,9006209A,2686,46,N, ,VBM PORTION,158,6,1,9,0,0,0,0,2,64,0,6,0,0,15,0,0,1,40,3,1, 
LOS ANGELES,9006209A,2686,46,N,881,TOTAL,342,15,2,17,0,1,0,0,2,146,0,8,0,0,34,0,0,1,95,5,4, 
LOS ANGELES,9006214A,2687,46,N, ,POLLING PLACE,196,14,2,12,0,0,3,0,0,92,0,4,0,0,11,0,0,1,43,3,1, 
LOS ANGELES,9006214A,2687,46,N, ,VBM PORTION,163,4,1,7,0,0,1,0,3,65,0,9,0,0,15,0,0,2,39,2,1, 
LOS ANGELES,9006214A,2687,46,N,990,TOTAL,359,18,3,19,0,0,4,0,3,157,0,13,0,0,26,0,0,3,82,5,2, 
LOS ANGELES,9006216A,2688,46,N, ,POLLING PLACE,258,16,4,9,0,2,0,0,0,140,0,2,0,0,17,0,0,0,62,3,1, 
LOS ANGELES,9006216A,2688,46,N, ,VBM PORTION,156,0,1,13,0,1,1,0,2,75,0,3,0,0,14,0,0,1,28,2,1, 
LOS ANGELES,9006216A,2688,46,N,949,TOTAL,414,16,5,22,0,3,1,0,2,215,0,5,0,0,31,0,0,1,90,5,2, 
LOS ANGELES,9006232A,2689,21,N, ,POLLING PLACE,375,5,0,43,2,2,0,0,4,128,0,1,0,0,30,0,0,4,151,1,0, 
LOS ANGELES,9006232A,2689,21,N, ,VBM PORTION,274,0,0,43,1,4,0,0,8,68,0,4,0,0,39,0,0,24,69,6,0, 
LOS ANGELES,9006232A,2689,21,N,916,TOTAL,649,5,0,86,3,6,0,0,12,196,0,5,0,0,69,0,0,28,220,7,0, 
LOS ANGELES,9006239A,2690,21,N, ,POLLING PLACE,267,0,0,26,0,2,0,0,1,66,0,1,0,0,24,0,0,5,128,5,0, 
LOS ANGELES,9006239A,2690,21,N, ,VBM PORTION,265,0,0,33,0,1,0,0,10,70,0,4,0,1,43,0,0,15,75,6,2, 
LOS ANGELES,9006239A,2690,21,N,905,TOTAL,532,0,0,59,0,3,0,0,11,136,0,5,0,1,67,0,0,20,203,11,2, 
LOS ANGELES,9006241C,2691,21,N, ,POLLING PLACE,270,0,0,32,0,1,0,0,2,105,0,1,0,0,12,0,0,3,104,0,2, 
LOS ANGELES,9006241C,2691,21,N, ,VBM PORTION,266,0,0,27,0,7,0,1,11,66,0,2,0,0,31,0,0,14,89,6,0, 
LOS ANGELES,9006241C,2691,21,N,862,TOTAL,536,0,0,59,0,8,0,1,13,171,0,3,0,0,43,0,0,17,193,6,2, 
LOS ANGELES,9006246A,2692,29,N, ,POLLING PLACE,306,0,0,31,0,1,0,0,8,79,0,0,0,0,30,0,0,6,147,1,1, 
LOS ANGELES,9006246A,2692,29,N, ,VBM PORTION,364,0,0,41,0,5,1,0,11,81,0,7,0,0,71,0,0,28,107,1,0, 
LOS ANGELES,9006246A,2692,29,N,927,TOTAL,670,0,0,72,0,6,1,0,19,160,0,7,0,0,101,0,0,34,254,2,1, 
LOS ANGELES,9006247A,2693,29,N, ,POLLING PLACE,176,1,0,14,0,2,0,0,2,58,0,1,0,0,16,0,0,3,68,3,0, 
LOS ANGELES,9006247A,2693,29,N, ,VBM PORTION,250,0,0,20,0,2,0,0,6,76,0,4,0,0,41,0,0,19,72,1,0, 
LOS ANGELES,9006247A,2693,29,N,628,TOTAL,426,1,0,34,0,4,0,0,8,134,0,5,0,0,57,0,0,22,140,4,0, 
LOS ANGELES,9006251A,2694,29,N, ,POLLING PLACE,285,3,0,28,0,3,0,0,2,101,0,0,0,0,19,0,1,2,119,1,1, 
LOS ANGELES,9006251A,2694,29,N, ,VBM PORTION,258,0,0,30,0,7,1,1,17,59,0,2,0,0,32,0,0,10,89,2,0, 
LOS ANGELES,9006251A,2694,29,N,820,TOTAL,543,3,0,58,0,10,1,1,19,160,0,2,0,0,51,0,1,12,208,3,1, 
LOS ANGELES,9006253A,2695,21,N, ,POLLING PLACE,247,2,2,30,0,0,0,0,0,94,0,1,0,0,26,0,0,6,82,1,0, 
LOS ANGELES,9006253A,2695,21,N, ,VBM PORTION,245,2,0,37,0,2,0,0,9,77,0,9,0,0,30,0,0,6,64,2,0, 
LOS ANGELES,9006253A,2695,21,N,882,TOTAL,492,4,2,67,0,2,0,0,9,171,0,10,0,0,56,0,0,12,146,3,0, 
LOS ANGELES,9006258A,2696,21,N, ,POLLING PLACE,293,0,0,28,0,0,0,0,0,130,0,2,0,0,19,0,1,4,98,1,1, 
LOS ANGELES,9006258A,2696,21,N, ,VBM PORTION,227,0,0,20,2,4,0,0,1,96,0,3,0,0,30,0,0,6,57,1,0, 
LOS ANGELES,9006258A,2696,21,N,896,TOTAL,520,0,0,48,2,4,0,0,1,226,0,5,0,0,49,0,1,10,155,2,1, 
LOS ANGELES,9006260A,2697,136,N, ,POLLING PLACE,247,0,0,31,0,4,4,2,1,86,0,3,0,0,21,0,0,2,86,2,0, 
LOS ANGELES,9006260A,2697,136,N, ,VBM PORTION,306,0,0,31,3,2,1,0,9,104,0,2,0,0,33,0,0,12,99,1,0, 
LOS ANGELES,9006260A,2697,136,N,1012,TOTAL,553,0,0,62,3,6,5,2,10,190,0,5,0,0,54,0,0,14,185,3,0, 
LOS ANGELES,9006274A,2698,134,N, ,POLLING PLACE,276,0,0,39,0,5,0,1,8,100,0,2,0,0,29,0,0,2,84,1,0, 
LOS ANGELES,9006274A,2698,134,N, ,VBM PORTION,245,0,0,37,0,3,0,0,6,61,0,11,0,0,37,0,0,10,71,5,0, 
LOS ANGELES,9006274A,2698,134,N,780,TOTAL,521,0,0,76,0,8,0,1,14,161,0,13,0,0,66,0,0,12,155,6,0, 
LOS ANGELES,9006276B,2699,136,N, ,POLLING PLACE,223,0,0,12,0,5,0,1,1,179,0,1,0,0,1,0,0,0,23,0,0, 
LOS ANGELES,9006276B,2699,136,N, ,VBM PORTION,50,0,0,10,0,0,0,0,0,18,0,1,0,0,4,0,0,2,13,0,0, 
LOS ANGELES,9006276B,2699,136,N,648,TOTAL,273,0,0,22,0,5,0,1,1,197,0,2,0,0,5,0,0,2,36,0,0, 
LOS ANGELES,9006277A,2700,136,N, ,POLLING PLACE,335,0,0,35,0,5,1,2,4,98,0,2,0,0,37,0,0,6,127,4,0, 
LOS ANGELES,9006277A,2700,136,N, ,VBM PORTION,317,1,0,45,0,5,0,1,20,59,0,5,0,0,50,0,0,23,89,6,0, 
LOS ANGELES,9006277A,2700,136,N,877,TOTAL,652,1,0,80,0,10,1,3,24,157,0,7,0,0,87,0,0,29,216,10,0, 
LOS ANGELES,9006279A,2701,139,N, ,POLLING PLACE,201,0,0,26,0,4,0,0,2,76,0,0,0,0,13,0,0,2,71,2,1, 
LOS ANGELES,9006279A,2701,139,N, ,VBM PORTION,283,0,0,30,0,3,0,0,15,92,0,6,0,0,32,0,1,24,71,2,0, 
LOS ANGELES,9006279A,2701,139,N,830,TOTAL,484,0,0,56,0,7,0,0,17,168,0,6,0,0,45,0,1,26,142,4,1, 
LOS ANGELES,9006293A,2702,136,N, ,POLLING PLACE,188,0,0,22,0,7,2,1,4,68,0,1,0,0,19,0,1,1,59,0,0, 
LOS ANGELES,9006293A,2702,136,N, ,VBM PORTION,211,0,0,29,0,0,0,0,4,91,0,5,0,0,17,0,0,15,43,2,0, 
LOS ANGELES,9006293A,2702,136,N,877,TOTAL,399,0,0,51,0,7,2,1,8,159,0,6,0,0,36,0,1,16,102,2,0, 
LOS ANGELES,9006293G,6259,135,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
LOS ANGELES,9006293G,6259,135,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
LOS ANGELES,9006293G,6259,135,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
LOS ANGELES,9006297A,2703,145,N, ,POLLING PLACE,248,0,0,27,0,6,3,2,6,101,0,1,0,0,11,0,0,4,81,1,0, 
LOS ANGELES,9006297A,2703,145,N, ,VBM PORTION,244,1,1,21,0,2,0,0,6,85,0,1,0,0,28,0,0,17,77,0,0, 
LOS ANGELES,9006297A,2703,145,N,935,TOTAL,492,1,1,48,0,8,3,2,12,186,0,2,0,0,39,0,0,21,158,1,0, 
LOS ANGELES,9006302A,2704,249,N, ,POLLING PLACE,593,0,0,159,0,0,0,0,3,297,0,0,0,0,28,0,0,4,96,0,0, 
LOS ANGELES,9006302A,2704,249,N, ,VBM PORTION,462,0,0,126,0,0,0,0,5,222,0,3,0,0,20,0,0,12,67,1,0, 
LOS ANGELES,9006302A,2704,249,N,1247,TOTAL,1055,0,0,285,0,0,0,0,8,519,0,3,0,0,48,0,0,16,163,1,0, 
LOS ANGELES,9006313C,2705,255,N, ,POLLING PLACE,523,0,0,129,0,0,0,0,6,209,0,1,3,0,30,0,0,7,131,3,0, 
LOS ANGELES,9006313C,2705,255,N, ,VBM PORTION,569,0,0,150,1,4,0,0,11,188,0,6,1,0,57,0,0,29,115,0,0, 
LOS ANGELES,9006313C,2705,255,N,1320,TOTAL,1092,0,0,279,1,4,0,0,17,397,0,7,4,0,87,0,0,36,246,3,0, 
LOS ANGELES,9006317A,2706,255,N, ,POLLING PLACE,489,0,0,119,0,1,0,0,0,200,0,7,1,2,22,0,0,2,127,3,0, 
LOS ANGELES,9006317A,2706,255,N, ,VBM PORTION,498,0,0,100,0,3,0,0,12,215,0,8,0,0,48,0,0,29,77,2,0, 
LOS ANGELES,9006317A,2706,255,N,1312,TOTAL,987,0,0,219,0,4,0,0,12,415,0,15,1,2,70,0,0,31,204,5,0, 
LOS ANGELES,9006319A,2707,255,N, ,POLLING PLACE,407,1,0,75,0,1,0,0,0,248,0,4,0,2,10,1,0,5,57,0,0, 
LOS ANGELES,9006319A,2707,255,N, ,VBM PORTION,392,0,0,73,0,1,0,0,5,204,0,11,0,1,22,0,0,15,52,2,0, 
LOS ANGELES,9006319A,2707,255,N,1190,TOTAL,799,1,0,148,0,2,0,0,5,452,0,15,0,3,32,1,0,20,109,2,0, 
LOS ANGELES,9006320C,2708,251,N, ,POLLING PLACE,468,0,0,108,2,0,0,0,3,204,0,3,0,3,21,0,1,3,114,1,0, 
LOS ANGELES,9006320C,2708,251,N, ,VBM PORTION,353,1,0,78,0,3,0,0,4,146,0,4,0,2,22,0,0,18,71,1,0, 
LOS ANGELES,9006320C,2708,251,N,1150,TOTAL,821,1,0,186,2,3,0,0,7,350,0,7,0,5,43,0,1,21,185,2,0, 
LOS ANGELES,9006321A,2709,251,N, ,POLLING PLACE,540,1,0,76,0,3,1,0,2,313,0,7,0,4,17,0,1,3,110,0,0, 
LOS ANGELES,9006321A,2709,251,N, ,VBM PORTION,307,0,0,64,1,0,0,0,3,162,0,3,0,0,13,0,0,4,49,3,0, 
LOS ANGELES,9006321A,2709,251,N,1158,TOTAL,847,1,0,140,1,3,1,0,5,475,0,10,0,4,30,0,1,7,159,3,0, 
LOS ANGELES,9006324A,2710,251,N, ,POLLING PLACE,384,0,0,76,0,0,0,0,1,163,0,3,1,0,28,0,0,3,102,2,0, 
LOS ANGELES,9006324A,2710,251,N, ,VBM PORTION,341,0,0,74,0,1,0,0,10,139,0,9,0,0,23,0,0,13,67,0,0, 
LOS ANGELES,9006324A,2710,251,N,1130,TOTAL,725,0,0,150,0,1,0,0,11,302,0,12,1,0,51,0,0,16,169,2,0, 
LOS ANGELES,9006335A,2711,251,N, ,POLLING PLACE,482,0,0,120,1,2,0,0,2,163,0,8,1,1,30,0,0,9,137,2,0, 
LOS ANGELES,9006335A,2711,251,N, ,VBM PORTION,358,1,0,69,0,4,0,0,10,115,0,14,1,0,36,0,0,16,82,4,0, 
LOS ANGELES,9006335A,2711,251,N,1004,TOTAL,840,1,0,189,1,6,0,0,12,278,0,22,2,1,66,0,0,25,219,6,0, 
LOS ANGELES,9006344A,2712,394,N, ,POLLING PLACE,382,0,0,64,2,4,0,0,3,107,0,0,0,0,33,0,0,15,151,1,0, 
LOS ANGELES,9006344A,2712,394,N, ,VBM PORTION,471,1,0,97,0,4,0,0,15,134,0,4,0,0,61,0,1,24,122,0,0, 
LOS ANGELES,9006344A,2712,394,N,1124,TOTAL,853,1,0,161,2,8,0,0,18,241,0,4,0,0,94,0,1,39,273,1,0, 
LOS ANGELES,9006348A,2713,513,N, ,POLLING PLACE,250,0,0,30,0,1,0,0,3,84,2,3,0,1,22,0,0,8,93,0,0, 
LOS ANGELES,9006348A,2713,513,N, ,VBM PORTION,338,0,0,50,1,2,0,0,25,81,0,8,0,0,36,0,2,25,97,0,0, 
LOS ANGELES,9006348A,2713,513,N,967,TOTAL,588,0,0,80,1,3,0,0,28,165,2,11,0,1,58,0,2,33,190,0,0, 
LOS ANGELES,9006354A,2714,513,N, ,POLLING PLACE,261,0,0,24,0,2,0,0,2,88,0,9,0,0,22,0,0,5,97,2,0, 
LOS ANGELES,9006354A,2714,513,N, ,VBM PORTION,306,0,0,32,0,6,1,0,15,68,0,5,0,0,44,1,1,20,93,1,0, 
LOS ANGELES,9006354A,2714,513,N,990,TOTAL,567,0,0,56,0,8,1,0,17,156,0,14,0,0,66,1,1,25,190,3,0, 
LOS ANGELES,9006359A,2715,520,N, ,POLLING PLACE,362,0,0,17,0,1,0,0,6,107,2,7,0,1,39,0,0,12,163,0,0, 
LOS ANGELES,9006359A,2715,520,N, ,VBM PORTION,326,0,0,21,0,1,0,1,18,91,1,12,0,0,47,0,2,21,97,0,0, 
LOS ANGELES,9006359A,2715,520,N,1000,TOTAL,688,0,0,38,0,2,0,1,24,198,3,19,0,1,86,0,2,33,260,0,0, 
LOS ANGELES,9006361B,2716,513,N, ,POLLING PLACE,278,0,0,19,0,0,0,0,3,101,2,8,3,1,18,0,0,6,105,0,0, 
LOS ANGELES,9006361B,2716,513,N, ,VBM PORTION,237,1,0,18,0,2,0,0,7,82,0,14,0,0,24,0,0,8,70,3,0, 
LOS ANGELES,9006361B,2716,513,N,1008,TOTAL,515,1,0,37,0,2,0,0,10,183,2,22,3,1,42,0,0,14,175,3,0, 
LOS ANGELES,9006368A,2717,488,N, ,POLLING PLACE,208,0,0,20,0,0,1,2,1,80,0,4,0,0,21,0,0,1,72,2,0, 
LOS ANGELES,9006368A,2717,488,N, ,VBM PORTION,263,0,0,20,0,5,0,0,12,77,0,13,0,1,47,0,0,10,64,2,0, 
LOS ANGELES,9006368A,2717,488,N,927,TOTAL,471,0,0,40,0,5,1,2,13,157,0,17,0,1,68,0,0,11,136,4,0, 
LOS ANGELES,9006376A,2718,484,N, ,POLLING PLACE,216,1,0,14,0,1,4,2,4,98,2,1,0,0,16,0,0,1,56,4,0, 
LOS ANGELES,9006376A,2718,484,N, ,VBM PORTION,186,1,0,10,0,2,1,0,5,83,0,3,0,0,23,0,0,8,46,0,0, 
LOS ANGELES,9006376A,2718,484,N,1232,TOTAL,402,2,0,24,0,3,5,2,9,181,2,4,0,0,39,0,0,9,102,4,0, 
LOS ANGELES,9006387A,2719,520,N, ,POLLING PLACE,300,1,0,41,0,0,0,0,5,105,1,3,1,4,14,0,0,2,111,2,0, 
LOS ANGELES,9006387A,2719,520,N, ,VBM PORTION,299,0,0,37,0,3,0,0,8,109,0,9,0,0,35,0,0,15,67,3,0, 
LOS ANGELES,9006387A,2719,520,N,1043,TOTAL,599,1,0,78,0,3,0,0,13,214,1,12,1,4,49,0,0,17,178,5,0, 
LOS ANGELES,9006388A,2720,520,N, ,POLLING PLACE,258,1,0,26,0,1,0,0,2,111,1,3,2,2,20,0,0,6,70,2,1, 
LOS ANGELES,9006388A,2720,520,N, ,VBM PORTION,316,0,0,37,0,1,0,0,6,111,0,12,0,0,34,0,0,18,81,1,0, 
LOS ANGELES,9006388A,2720,520,N,1027,TOTAL,574,1,0,63,0,2,0,0,8,222,1,15,2,2,54,0,0,24,151,3,1, 
LOS ANGELES,9006392A,2721,520,N, ,POLLING PLACE,285,1,1,37,0,0,0,0,5,93,2,5,0,2,20,0,0,6,104,4,0, 
LOS ANGELES,9006392A,2721,520,N, ,VBM PORTION,261,0,0,35,2,4,0,0,8,59,0,10,0,0,43,0,0,12,74,3,0, 
LOS ANGELES,9006392A,2721,520,N,929,TOTAL,546,1,1,72,2,4,0,0,13,152,2,15,0,2,63,0,0,18,178,7,0, 
LOS ANGELES,9006398A,2722,520,N, ,POLLING PLACE,356,0,0,20,0,1,0,0,6,79,0,8,3,0,40,1,0,15,167,4,0, 
LOS ANGELES,9006398A,2722,520,N, ,VBM PORTION,363,0,1,47,0,3,1,1,11,70,0,9,0,0,59,0,0,23,116,4,0, 
LOS ANGELES,9006398A,2722,520,N,954,TOTAL,719,0,1,67,0,4,1,1,17,149,0,17,3,0,99,1,0,38,283,8,0, 
LOS ANGELES,9006406A,2723,145,N, ,POLLING PLACE,175,1,0,10,1,4,4,4,1,101,0,3,0,0,2,0,0,2,35,1,1, 
LOS ANGELES,9006406A,2723,145,N, ,VBM PORTION,211,0,0,21,0,4,1,0,1,92,0,5,0,2,24,0,0,4,46,0,1, 
LOS ANGELES,9006406A,2723,145,N,1057,TOTAL,386,1,0,31,1,8,5,4,2,193,0,8,0,2,26,0,0,6,81,1,2, 
LOS ANGELES,9006410A,2724,141,N, ,POLLING PLACE,138,0,0,8,0,4,1,1,4,59,0,1,0,0,8,0,0,1,48,0,0, 
LOS ANGELES,9006410A,2724,141,N, ,VBM PORTION,161,0,0,9,0,0,0,0,3,70,0,4,0,0,26,0,0,9,31,0,0, 
LOS ANGELES,9006410A,2724,141,N,670,TOTAL,299,0,0,17,0,4,1,1,7,129,0,5,0,0,34,0,0,10,79,0,0, 
LOS ANGELES,9006411A,2725,149,N, ,POLLING PLACE,209,0,0,22,0,4,3,3,4,98,0,1,0,1,8,0,0,0,55,1,0, 
LOS ANGELES,9006411A,2725,149,N, ,VBM PORTION,243,1,0,18,0,1,0,3,4,117,0,9,0,0,27,0,0,9,48,3,0, 
LOS ANGELES,9006411A,2725,149,N,1077,TOTAL,452,1,0,40,0,5,3,6,8,215,0,10,0,1,35,0,0,9,103,4,0, 
LOS ANGELES,9006421A,2726,139,N, ,POLLING PLACE,253,0,0,36,0,2,1,3,3,73,0,1,0,0,16,0,0,7,98,5,0, 
LOS ANGELES,9006421A,2726,139,N, ,VBM PORTION,286,0,0,36,0,4,0,0,17,69,0,4,0,0,49,0,0,16,80,2,1, 
LOS ANGELES,9006421A,2726,139,N,863,TOTAL,539,0,0,72,0,6,1,3,20,142,0,5,0,0,65,0,0,23,178,7,1, 
LOS ANGELES,9006426A,2727,149,N, ,POLLING PLACE,221,0,0,13,0,6,2,1,1,100,0,2,0,1,19,0,0,5,66,0,0, 
LOS ANGELES,9006426A,2727,149,N, ,VBM PORTION,269,0,0,29,0,5,0,0,6,111,0,4,0,0,24,0,1,10,64,1,0, 
LOS ANGELES,9006426A,2727,149,N,1129,TOTAL,490,0,0,42,0,11,2,1,7,211,0,6,0,1,43,0,1,15,130,1,0, 
LOS ANGELES,9006428A,2728,149,N, ,POLLING PLACE,223,0,0,18,0,5,2,2,5,79,0,3,0,0,17,0,0,4,81,0,0, 
LOS ANGELES,9006428A,2728,149,N, ,VBM PORTION,324,0,0,39,1,4,1,0,2,125,2,13,0,1,38,0,0,19,70,0,0, 
LOS ANGELES,9006428A,2728,149,N,1207,TOTAL,547,0,0,57,1,9,3,2,7,204,2,16,0,1,55,0,0,23,151,0,0, 
LOS ANGELES,9006429D,2729,149,N, ,POLLING PLACE,226,0,0,17,1,10,3,2,1,89,0,3,0,0,16,0,1,1,70,3,0, 
LOS ANGELES,9006429D,2729,149,N, ,VBM PORTION,235,0,0,21,0,4,0,0,10,96,0,5,0,0,34,0,0,8,42,0,0, 
LOS ANGELES,9006429D,2729,149,N,1030,TOTAL,461,0,0,38,1,14,3,2,11,185,0,8,0,0,50,0,1,9,112,3,0, 
LOS ANGELES,9006434A,2730,149,N, ,POLLING PLACE,232,1,0,19,0,3,2,2,2,117,0,0,0,0,11,0,0,2,67,2,0, 
LOS ANGELES,9006434A,2730,149,N, ,VBM PORTION,236,0,0,23,1,2,0,0,3,91,0,2,0,1,32,0,0,15,54,1,0, 
LOS ANGELES,9006434A,2730,149,N,1037,TOTAL,468,1,0,42,1,5,2,2,5,208,0,2,0,1,43,0,0,17,121,3,0, 
LOS ANGELES,9006436A,2731,149,N, ,POLLING PLACE,235,0,0,17,0,4,1,2,3,105,0,0,0,0,19,0,1,3,71,2,0, 
LOS ANGELES,9006436A,2731,149,N, ,VBM PORTION,262,0,0,27,0,1,0,0,6,111,0,3,1,0,32,0,0,14,60,3,0, 
LOS ANGELES,9006436A,2731,149,N,1074,TOTAL,497,0,0,44,0,5,1,2,9,216,0,3,1,0,51,0,1,17,131,5,0, 
LOS ANGELES,9006438A,2732,149,N, ,POLLING PLACE,243,0,0,17,0,3,8,3,3,145,0,7,0,1,7,0,0,1,42,1,0, 
LOS ANGELES,9006438A,2732,149,N, ,VBM PORTION,237,0,0,22,0,4,0,0,3,114,0,2,0,0,33,0,0,15,36,0,0, 
LOS ANGELES,9006438A,2732,149,N,1275,TOTAL,480,0,0,39,0,7,8,3,6,259,0,9,0,1,40,0,0,16,78,1,0, 
LOS ANGELES,9006440A,2733,149,N, ,POLLING PLACE,207,0,0,24,0,8,4,3,4,92,0,1,0,0,10,0,0,3,53,0,0, 
LOS ANGELES,9006440A,2733,149,N, ,VBM PORTION,244,1,0,28,1,1,0,0,2,124,0,5,0,0,22,0,0,10,42,0,0, 
LOS ANGELES,9006440A,2733,149,N,1049,TOTAL,451,1,0,52,1,9,4,3,6,216,0,6,0,0,32,0,0,13,95,0,0, 
LOS ANGELES,9006441B,2734,149,N, ,POLLING PLACE,269,0,0,31,0,5,7,2,3,117,0,3,0,1,21,0,0,1,73,1,0, 
LOS ANGELES,9006441B,2734,149,N, ,VBM PORTION,265,0,0,26,0,4,0,0,5,119,1,2,0,0,38,0,0,12,51,0,0, 
LOS ANGELES,9006441B,2734,149,N,1143,TOTAL,534,0,0,57,0,9,7,2,8,236,1,5,0,1,59,0,0,13,124,1,0, 
LOS ANGELES,9006445B,2735,146,N, ,POLLING PLACE,240,0,0,28,1,5,5,2,2,103,0,1,0,0,17,0,0,4,66,2,0, 
LOS ANGELES,9006445B,2735,146,N, ,VBM PORTION,238,1,0,29,1,2,1,0,3,98,0,5,0,0,34,0,0,11,42,2,0, 
LOS ANGELES,9006445B,2735,146,N,1149,TOTAL,478,1,0,57,2,7,6,2,5,201,0,6,0,0,51,0,0,15,108,4,0, 
LOS ANGELES,9006453A,2736,145,N, ,POLLING PLACE,284,0,0,22,1,2,0,0,6,69,0,3,0,0,24,0,0,4,143,4,0, 
LOS ANGELES,9006453A,2736,145,N, ,VBM PORTION,328,1,0,36,0,5,0,0,14,59,0,5,1,0,52,0,0,25,121,2,0, 
LOS ANGELES,9006453A,2736,145,N,932,TOTAL,612,1,0,58,1,7,0,0,20,128,0,8,1,0,76,0,0,29,264,6,0, 
LOS ANGELES,9006468A,2737,145,N, ,POLLING PLACE,335,0,0,38,1,4,1,2,7,106,1,1,0,0,26,0,1,4,134,2,0, 
LOS ANGELES,9006468A,2737,145,N, ,VBM PORTION,327,0,0,42,0,0,1,0,19,101,0,5,0,0,52,0,0,19,79,1,0, 
LOS ANGELES,9006468A,2737,145,N,1008,TOTAL,662,0,0,80,1,4,2,2,26,207,1,6,0,0,78,0,1,23,213,3,0, 
LOS ANGELES,9006471A,2738,145,N, ,POLLING PLACE,256,0,0,35,0,4,1,1,5,91,0,1,0,0,20,0,0,5,86,1,0, 
LOS ANGELES,9006471A,2738,145,N, ,VBM PORTION,315,0,0,40,0,6,0,0,9,90,0,6,0,0,62,0,0,19,75,1,0, 
LOS ANGELES,9006471A,2738,145,N,967,TOTAL,571,0,0,75,0,10,1,1,14,181,0,7,0,0,82,0,0,24,161,2,0, 
LOS ANGELES,9006477A,2739,149,N, ,POLLING PLACE,240,0,0,26,0,6,2,1,3,99,0,4,0,0,21,0,0,4,70,0,0, 
LOS ANGELES,9006477A,2739,149,N, ,VBM PORTION,283,0,0,29,0,4,0,1,15,91,0,7,0,0,43,0,1,13,70,2,0, 
LOS ANGELES,9006477A,2739,149,N,1073,TOTAL,523,0,0,55,0,10,2,2,18,190,0,11,0,0,64,0,1,17,140,2,0, 
LOS ANGELES,9006483A,2740,145,N, ,POLLING PLACE,250,0,0,38,0,7,1,1,6,72,0,4,0,0,25,0,1,4,83,0,0, 
LOS ANGELES,9006483A,2740,145,N, ,VBM PORTION,207,0,0,25,0,0,0,0,6,67,1,2,0,0,26,1,0,14,54,1,0, 
LOS ANGELES,9006483A,2740,145,N,739,TOTAL,457,0,0,63,0,7,1,1,12,139,1,6,0,0,51,1,1,18,137,1,0, 
LOS ANGELES,9006487B,2741,145,N, ,POLLING PLACE,250,0,0,23,0,6,1,1,1,80,0,3,1,0,19,0,0,7,96,4,0, 
LOS ANGELES,9006487B,2741,145,N, ,VBM PORTION,279,0,0,27,0,2,0,0,12,90,0,2,0,0,30,0,0,13,83,6,1, 
LOS ANGELES,9006487B,2741,145,N,793,TOTAL,529,0,0,50,0,8,1,1,13,170,0,5,1,0,49,0,0,20,179,10,1, 
LOS ANGELES,9006490A,2742,149,N, ,POLLING PLACE,282,0,0,36,0,6,0,2,7,90,0,1,0,0,21,0,0,3,114,1,0, 
LOS ANGELES,9006490A,2742,149,N, ,VBM PORTION,287,0,0,43,1,5,0,0,8,69,0,10,0,0,38,0,0,16,87,4,0, 
LOS ANGELES,9006490A,2742,149,N,835,TOTAL,569,0,0,79,1,11,0,2,15,159,0,11,0,0,59,0,0,19,201,5,0, 
