COUNTY OF LOS ANGELES,PRESIDENTIAL PRIMARY ELECTION,03/03/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREF. - DEM,Democratic, , , ,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JULIAN CASTRO,MICHAEL A ELLINGER,ELIZABETH WARREN,M WILLIAMSON,ANDREW YANG,R DE LA FUENTE III,JOHN K DELANEY,AMY KLOBUCHAR,BERNIE SANDERS,JOE SESTAK,TOM STEYER,DEVAL PATRICK,MICHAEL BENNET,M R BLOOMBERG,MOSIE BOYD,CORY BOOKER,PETE BUTTIGIEG,JOSEPH R BIDEN,TULSI GABBARD,MARK S GREENSTEIN,
GARDENA,2500019B,507,480,N, ,POLLING PLACE,245,1,0,17,1,1,4,3,1,103,1,3,0,6,14,0,0,2,82,1,0, 
GARDENA,2500019B,507,480,N, ,VBM PORTION,241,2,0,22,0,4,0,1,3,97,1,1,0,0,31,0,1,4,58,1,0, 
GARDENA,2500019B,507,480,N,1391,TOTAL,486,3,0,39,1,5,4,4,4,200,2,4,0,6,45,0,1,6,140,2,0, 
GARDENA,2500020B,508,480,N, ,POLLING PLACE,257,0,0,12,1,0,3,6,3,106,0,4,0,2,20,0,1,0,90,2,0, 
GARDENA,2500020B,508,480,N, ,VBM PORTION,289,0,0,21,0,2,0,0,9,99,0,8,0,1,36,0,0,6,84,1,0, 
GARDENA,2500020B,508,480,N,1457,TOTAL,546,0,0,33,1,2,3,6,12,205,0,12,0,3,56,0,1,6,174,3,0, 
GARDENA,2500023A,509,480,N, ,POLLING PLACE,246,0,0,16,0,0,4,2,2,99,0,3,1,0,18,0,0,0,98,2,0, 
GARDENA,2500023A,509,480,N, ,VBM PORTION,258,1,0,15,0,4,1,0,7,87,1,6,0,1,36,0,0,7,76,1,0, 
GARDENA,2500023A,509,480,N,1383,TOTAL,504,1,0,31,0,4,5,2,9,186,1,9,1,1,54,0,0,7,174,3,0, 
GARDENA,2500024A,510,404,N, ,POLLING PLACE,303,1,7,33,4,10,0,2,1,96,0,1,0,0,17,0,1,2,119,3,0, 
GARDENA,2500024A,510,404,N, ,VBM PORTION,192,1,0,22,0,4,0,1,2,61,0,5,0,0,24,0,0,6,46,1,0, 
GARDENA,2500024A,510,404,N,1244,TOTAL,495,2,7,55,4,14,0,3,3,157,0,6,0,0,41,0,1,8,165,4,0, 
GARDENA,2500026A,511,480,N, ,POLLING PLACE,284,0,0,19,0,3,7,2,1,112,0,2,0,0,27,1,1,1,98,2,0, 
GARDENA,2500026A,511,480,N, ,VBM PORTION,299,0,0,30,0,2,2,1,8,117,0,8,1,1,34,0,0,2,76,2,0, 
GARDENA,2500026A,511,480,N,1296,TOTAL,583,0,0,49,0,5,9,3,9,229,0,10,1,1,61,1,1,3,174,4,0, 
GARDENA,2500030A,512,480,N, ,POLLING PLACE,290,0,0,21,0,2,1,1,6,101,0,1,1,1,28,0,0,1,116,0,0, 
GARDENA,2500030A,512,480,N, ,VBM PORTION,337,0,0,42,0,5,2,0,2,92,0,15,0,1,49,1,0,14,95,5,0, 
GARDENA,2500030A,512,480,N,1248,TOTAL,627,0,0,63,0,7,3,1,8,193,0,16,1,2,77,1,0,15,211,5,0, 
GARDENA,2500035A,513,480,N, ,POLLING PLACE,242,0,0,24,0,3,2,4,3,105,0,7,0,2,18,0,0,2,62,0,0, 
GARDENA,2500035A,513,480,N, ,VBM PORTION,255,0,0,24,0,8,0,0,8,72,0,10,0,1,40,0,0,9,73,0,0, 
GARDENA,2500035A,513,480,N,978,TOTAL,497,0,0,48,0,11,2,4,11,177,0,17,0,3,58,0,0,11,135,0,0, 
GARDENA,2500036B,514,480,N, ,POLLING PLACE,231,0,0,25,0,1,2,3,2,99,0,4,0,0,23,0,0,4,63,0,0, 
GARDENA,2500036B,514,480,N, ,VBM PORTION,298,1,0,28,0,5,0,4,3,104,0,14,1,0,45,1,1,12,60,1,0, 
GARDENA,2500036B,514,480,N,1254,TOTAL,529,1,0,53,0,6,2,7,5,203,0,18,1,0,68,1,1,16,123,1,0, 
GARDENA,2500041A,515,403,N, ,POLLING PLACE,248,0,4,23,1,6,0,0,4,103,0,4,0,0,22,0,0,1,70,2,0, 
GARDENA,2500041A,515,403,N, ,VBM PORTION,134,0,0,6,1,2,0,0,1,58,0,6,0,0,13,0,0,4,36,0,0, 
GARDENA,2500041A,515,403,N,987,TOTAL,382,0,4,29,2,8,0,0,5,161,0,10,0,0,35,0,0,5,106,2,0, 
GARDENA,2500046A,516,403,N, ,POLLING PLACE,366,0,8,30,5,5,0,1,0,85,0,9,0,1,20,0,1,0,182,1,0, 
GARDENA,2500046A,516,403,N, ,VBM PORTION,204,1,0,15,1,2,0,0,2,50,0,6,1,0,27,0,0,5,88,0,0, 
GARDENA,2500046A,516,403,N,1112,TOTAL,570,1,8,45,6,7,0,1,2,135,0,15,1,1,47,0,1,5,270,1,0, 
GARDENA,2500063A,517,480,N, ,POLLING PLACE,280,0,0,19,0,1,4,0,2,117,0,4,0,0,28,1,1,1,95,0,0, 
GARDENA,2500063A,517,480,N, ,VBM PORTION,308,1,0,32,0,2,0,0,8,100,1,17,0,0,39,0,0,16,78,0,0, 
GARDENA,2500063A,517,480,N,1176,TOTAL,588,1,0,51,0,3,4,0,10,217,1,21,0,0,67,1,1,17,173,0,0, 
GLENDALE,2550002B,518,110,N, ,POLLING PLACE,242,0,0,39,0,3,0,0,2,78,0,2,0,0,26,0,0,7,80,2,0, 
GLENDALE,2550002B,518,110,N, ,VBM PORTION,230,2,0,35,0,1,0,0,4,63,0,4,0,0,29,0,0,15,63,3,0, 
GLENDALE,2550002B,518,110,N,615,TOTAL,472,2,0,74,0,4,0,0,6,141,0,6,0,0,55,0,0,22,143,5,0, 
GLENDALE,2550003B,6068,117,Y, ,POLLING PLACE,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0, 
GLENDALE,2550003B,6068,117,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
GLENDALE,2550003B,6068,117,Y,0,TOTAL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0, 
GLENDALE,2550004A,519,116,N, ,POLLING PLACE,300,0,0,71,1,2,0,0,4,82,0,1,0,0,23,0,0,9,95,2,0, 
GLENDALE,2550004A,519,116,N, ,VBM PORTION,265,0,0,43,0,7,0,0,6,85,0,1,0,0,31,0,0,16,71,0,0, 
GLENDALE,2550004A,519,116,N,784,TOTAL,565,0,0,114,1,9,0,0,10,167,0,2,0,0,54,0,0,25,166,2,0, 
GLENDALE,2550006A,520,110,N, ,POLLING PLACE,354,0,0,55,1,5,0,0,4,113,0,1,0,1,27,0,0,9,125,5,0, 
GLENDALE,2550006A,520,110,N, ,VBM PORTION,288,0,0,50,1,3,0,0,11,78,0,7,0,0,38,0,1,16,67,2,0, 
GLENDALE,2550006A,520,110,N,789,TOTAL,642,0,0,105,2,8,0,0,15,191,0,8,0,1,65,0,1,25,192,7,0, 
GLENDALE,2550007A,521,110,N, ,POLLING PLACE,289,0,0,59,0,2,0,1,4,81,0,6,0,1,21,0,2,4,101,1,0, 
GLENDALE,2550007A,521,110,N, ,VBM PORTION,256,0,0,43,0,5,0,0,11,93,0,7,0,0,24,0,0,14,54,2,0, 
GLENDALE,2550007A,521,110,N,702,TOTAL,545,0,0,102,0,7,0,1,15,174,0,13,0,1,45,0,2,18,155,3,0, 
GLENDALE,2550010A,522,114,N, ,POLLING PLACE,222,0,0,50,0,2,1,0,8,65,0,0,0,0,17,0,0,8,63,2,0, 
GLENDALE,2550010A,522,114,N, ,VBM PORTION,219,0,0,47,2,7,0,0,6,53,0,3,0,0,17,0,0,24,51,1,0, 
GLENDALE,2550010A,522,114,N,563,TOTAL,441,0,0,97,2,9,1,0,14,118,0,3,0,0,34,0,0,32,114,3,0, 
GLENDALE,2550011A,523,110,N, ,POLLING PLACE,222,0,0,37,0,1,0,0,4,76,1,6,0,0,11,0,0,9,66,2,0, 
GLENDALE,2550011A,523,110,N, ,VBM PORTION,194,0,0,35,1,4,0,0,7,70,0,6,0,0,16,0,0,9,40,3,0, 
GLENDALE,2550011A,523,110,N,645,TOTAL,416,0,0,72,1,5,0,0,11,146,1,12,0,0,27,0,0,18,106,5,0, 
GLENDALE,2550017A,524,110,N, ,POLLING PLACE,260,0,0,37,0,5,0,0,4,120,0,1,1,0,27,1,0,4,51,0,0, 
GLENDALE,2550017A,524,110,N, ,VBM PORTION,296,1,0,48,0,2,0,0,13,117,0,2,0,0,36,0,0,20,38,2,0, 
GLENDALE,2550017A,524,110,N,878,TOTAL,556,1,0,85,0,7,0,0,17,237,0,3,1,0,63,1,0,24,89,2,0, 
GLENDALE,2550018A,525,110,N, ,POLLING PLACE,247,0,0,43,1,3,1,0,3,86,0,2,0,0,18,0,0,5,77,2,0, 
GLENDALE,2550018A,525,110,N, ,VBM PORTION,249,0,0,51,1,3,0,0,6,80,1,2,0,0,22,0,0,12,62,3,0, 
GLENDALE,2550018A,525,110,N,705,TOTAL,496,0,0,94,2,6,1,0,9,166,1,4,0,0,40,0,0,17,139,5,0, 
GLENDALE,2550021A,526,114,N, ,POLLING PLACE,295,0,0,56,0,2,1,0,5,92,0,2,0,0,16,0,1,5,101,2,0, 
GLENDALE,2550021A,526,114,N, ,VBM PORTION,298,0,0,57,0,2,0,0,15,73,0,7,0,0,40,0,0,13,70,3,0, 
GLENDALE,2550021A,526,114,N,803,TOTAL,593,0,0,113,0,4,1,0,20,165,0,9,0,0,56,0,1,18,171,5,0, 
GLENDALE,2550025A,527,111,N, ,POLLING PLACE,327,0,0,74,0,2,1,0,6,101,0,1,0,0,23,0,0,13,94,4,0, 
GLENDALE,2550025A,527,111,N, ,VBM PORTION,394,1,0,85,0,5,0,0,17,115,1,3,0,1,48,0,0,18,90,2,0, 
GLENDALE,2550025A,527,111,N,964,TOTAL,721,1,0,159,0,7,1,0,23,216,1,4,0,1,71,0,0,31,184,6,0, 
GLENDALE,2550029A,528,116,N, ,POLLING PLACE,292,0,0,60,0,2,1,1,2,75,0,2,0,0,31,0,0,7,102,4,0, 
GLENDALE,2550029A,528,116,N, ,VBM PORTION,241,0,0,41,0,0,0,0,10,52,0,9,0,0,26,0,0,18,76,0,0, 
GLENDALE,2550029A,528,116,N,766,TOTAL,533,0,0,101,0,2,1,1,12,127,0,11,0,0,57,0,0,25,178,4,0, 
GLENDALE,2550032A,529,116,N, ,POLLING PLACE,302,0,0,67,0,1,0,0,2,128,1,2,0,0,14,0,0,6,70,3,1, 
GLENDALE,2550032A,529,116,N, ,VBM PORTION,290,0,0,47,1,2,0,1,5,103,0,7,0,0,34,0,0,19,52,3,0, 
GLENDALE,2550032A,529,116,N,893,TOTAL,592,0,0,114,1,3,0,1,7,231,1,9,0,0,48,0,0,25,122,6,1, 
GLENDALE,2550034A,530,116,N, ,POLLING PLACE,242,0,0,47,2,4,0,0,0,118,0,1,0,0,12,0,0,0,51,1,0, 
GLENDALE,2550034A,530,116,N, ,VBM PORTION,228,0,0,46,0,1,0,0,0,94,0,1,0,0,21,0,0,17,33,2,0, 
GLENDALE,2550034A,530,116,N,821,TOTAL,470,0,0,93,2,5,0,0,0,212,0,2,0,0,33,0,0,17,84,3,0, 
GLENDALE,2550036A,531,116,N, ,POLLING PLACE,229,1,1,32,0,1,0,0,4,71,0,1,0,0,14,0,0,12,84,1,0, 
GLENDALE,2550036A,531,116,N, ,VBM PORTION,246,0,0,38,0,2,0,0,11,73,0,7,0,0,27,0,0,14,56,5,0, 
GLENDALE,2550036A,531,116,N,592,TOTAL,475,1,1,70,0,3,0,0,15,144,0,8,0,0,41,0,0,26,140,6,0, 
GLENDALE,2550037A,532,116,N, ,POLLING PLACE,196,0,0,33,0,1,1,0,2,84,0,1,0,0,10,0,0,4,55,0,0, 
GLENDALE,2550037A,532,116,N, ,VBM PORTION,219,0,0,36,0,4,0,0,3,80,0,3,0,0,16,0,0,12,51,3,0, 
GLENDALE,2550037A,532,116,N,742,TOTAL,415,0,0,69,0,5,1,0,5,164,0,4,0,0,26,0,0,16,106,3,0, 
GLENDALE,2550038A,533,116,N, ,POLLING PLACE,171,1,0,27,0,2,1,0,0,90,0,3,0,0,12,0,0,0,23,1,0, 
GLENDALE,2550038A,533,116,N, ,VBM PORTION,232,0,0,27,0,4,0,0,1,99,1,3,0,0,16,0,0,7,24,0,0, 
GLENDALE,2550038A,533,116,N,946,TOTAL,403,1,0,54,0,6,1,0,1,189,1,6,0,0,28,0,0,7,47,1,0, 
GLENDALE,2550039A,534,116,N, ,POLLING PLACE,212,0,0,32,0,0,0,0,6,63,0,3,0,0,16,0,0,4,78,1,0, 
GLENDALE,2550039A,534,116,N, ,VBM PORTION,230,0,0,36,0,1,0,0,4,62,0,5,0,0,41,0,0,20,46,3,0, 
GLENDALE,2550039A,534,116,N,685,TOTAL,442,0,0,68,0,1,0,0,10,125,0,8,0,0,57,0,0,24,124,4,0, 
GLENDALE,2550041A,535,116,N, ,POLLING PLACE,222,0,0,33,2,2,0,0,2,96,0,1,0,0,16,0,0,9,51,1,0, 
GLENDALE,2550041A,535,116,N, ,VBM PORTION,310,0,0,58,0,2,0,0,6,106,0,1,0,0,32,0,0,19,61,2,0, 
GLENDALE,2550041A,535,116,N,882,TOTAL,532,0,0,91,2,4,0,0,8,202,0,2,0,0,48,0,0,28,112,3,0, 
GLENDALE,2550042A,536,116,N, ,POLLING PLACE,423,0,0,88,0,1,0,0,4,116,0,1,0,0,35,0,0,15,158,1,0, 
GLENDALE,2550042A,536,116,N, ,VBM PORTION,486,1,1,86,0,0,0,0,16,110,0,8,0,0,65,0,0,33,153,2,0, 
GLENDALE,2550042A,536,116,N,1196,TOTAL,909,1,1,174,0,1,0,0,20,226,0,9,0,0,100,0,0,48,311,3,0, 
GLENDALE,2550048B,537,116,N, ,POLLING PLACE,161,0,0,29,1,3,0,0,0,82,0,2,0,0,5,0,0,0,27,2,1, 
GLENDALE,2550048B,537,116,N, ,VBM PORTION,240,1,0,39,0,4,0,1,4,93,0,5,0,0,7,0,0,10,37,4,0, 
GLENDALE,2550048B,537,116,N,869,TOTAL,401,1,0,68,1,7,0,1,4,175,0,7,0,0,12,0,0,10,64,6,1, 
GLENDALE,2550049A,538,116,N, ,POLLING PLACE,278,0,0,56,0,1,0,0,4,113,0,2,0,0,14,0,0,6,74,1,0, 
GLENDALE,2550049A,538,116,N, ,VBM PORTION,326,0,0,57,0,2,0,0,8,117,0,4,0,0,38,0,0,17,65,3,0, 
GLENDALE,2550049A,538,116,N,971,TOTAL,604,0,0,113,0,3,0,0,12,230,0,6,0,0,52,0,0,23,139,4,0, 
GLENDALE,2550050A,539,116,N, ,POLLING PLACE,299,0,0,51,1,1,0,0,8,86,0,2,0,0,29,0,0,8,104,0,0, 
GLENDALE,2550050A,539,116,N, ,VBM PORTION,313,1,0,61,1,0,0,0,8,74,0,4,0,0,45,0,0,32,77,5,0, 
GLENDALE,2550050A,539,116,N,823,TOTAL,612,1,0,112,2,1,0,0,16,160,0,6,0,0,74,0,0,40,181,5,0, 
GLENDALE,2550053A,540,116,N, ,POLLING PLACE,305,1,0,63,1,1,2,0,10,82,0,2,1,0,20,0,0,6,109,0,0, 
GLENDALE,2550053A,540,116,N, ,VBM PORTION,333,0,0,72,0,2,0,0,16,88,0,7,0,0,48,0,0,14,64,3,0, 
GLENDALE,2550053A,540,116,N,906,TOTAL,638,1,0,135,1,3,2,0,26,170,0,9,1,0,68,0,0,20,173,3,0, 
GLENDALE,2550060A,541,116,N, ,POLLING PLACE,224,0,0,46,1,1,0,0,0,80,0,0,0,0,16,0,0,7,60,4,0, 
GLENDALE,2550060A,541,116,N, ,VBM PORTION,283,0,0,53,0,0,0,0,9,85,3,4,0,0,32,0,0,18,59,5,0, 
GLENDALE,2550060A,541,116,N,817,TOTAL,507,0,0,99,1,1,0,0,9,165,3,4,0,0,48,0,0,25,119,9,0, 
GLENDALE,2550061A,542,115,N, ,POLLING PLACE,221,1,0,23,0,1,2,0,0,123,0,0,0,0,6,0,0,4,44,2,0, 
GLENDALE,2550061A,542,115,N, ,VBM PORTION,237,2,1,31,1,1,0,0,6,107,0,5,0,0,8,0,0,6,27,1,0, 
GLENDALE,2550061A,542,115,N,882,TOTAL,458,3,1,54,1,2,2,0,6,230,0,5,0,0,14,0,0,10,71,3,0, 
GLENDALE,2550062A,543,116,N, ,POLLING PLACE,205,0,0,25,0,0,1,0,2,114,0,1,0,0,6,0,0,5,37,2,0, 
GLENDALE,2550062A,543,116,N, ,VBM PORTION,253,0,1,42,0,4,0,0,3,107,0,1,0,0,18,0,1,10,46,0,0, 
GLENDALE,2550062A,543,116,N,879,TOTAL,458,0,1,67,0,4,1,0,5,221,0,2,0,0,24,0,1,15,83,2,0, 
GLENDALE,2550067A,544,116,N, ,POLLING PLACE,211,0,0,44,1,0,0,0,1,94,0,1,0,0,15,0,1,0,45,1,0, 
GLENDALE,2550067A,544,116,N, ,VBM PORTION,211,0,0,48,0,0,0,0,6,57,0,4,2,1,25,0,0,18,43,0,0, 
GLENDALE,2550067A,544,116,N,634,TOTAL,422,0,0,92,1,0,0,0,7,151,0,5,2,1,40,0,1,18,88,1,0, 
GLENDALE,2550069A,545,116,N, ,POLLING PLACE,270,0,0,56,1,3,0,0,0,122,0,4,0,0,13,0,0,3,62,0,0, 
GLENDALE,2550069A,545,116,N, ,VBM PORTION,301,0,0,56,0,4,0,0,3,120,0,10,0,0,34,0,0,18,43,2,0, 
GLENDALE,2550069A,545,116,N,956,TOTAL,571,0,0,112,1,7,0,0,3,242,0,14,0,0,47,0,0,21,105,2,0, 
GLENDALE,2550073A,546,116,N, ,POLLING PLACE,219,0,0,44,1,3,0,0,3,72,0,1,0,0,17,0,0,2,61,4,0, 
GLENDALE,2550073A,546,116,N, ,VBM PORTION,257,1,0,31,1,4,0,0,12,102,0,3,0,0,24,0,3,23,36,2,0, 
GLENDALE,2550073A,546,116,N,751,TOTAL,476,1,0,75,2,7,0,0,15,174,0,4,0,0,41,0,3,25,97,6,0, 
GLENDALE,2550074A,547,116,N, ,POLLING PLACE,215,0,0,31,0,1,1,0,1,104,0,0,0,0,11,0,0,2,49,1,0, 
GLENDALE,2550074A,547,116,N, ,VBM PORTION,275,0,0,41,1,3,0,0,4,108,0,2,0,0,14,0,0,9,47,4,0, 
GLENDALE,2550074A,547,116,N,966,TOTAL,490,0,0,72,1,4,1,0,5,212,0,2,0,0,25,0,0,11,96,5,0, 
GLENDALE,2550075A,548,115,N, ,POLLING PLACE,265,1,0,28,3,2,1,0,0,157,0,1,1,0,14,0,0,3,42,2,0, 
GLENDALE,2550075A,548,115,N, ,VBM PORTION,236,2,0,37,1,3,0,1,1,110,0,6,0,0,19,0,0,6,26,0,0, 
GLENDALE,2550075A,548,115,N,995,TOTAL,501,3,0,65,4,5,1,1,1,267,0,7,1,0,33,0,0,9,68,2,0, 
GLENDALE,2550078A,549,115,N, ,POLLING PLACE,272,0,0,25,1,1,3,0,0,161,1,2,0,0,14,0,0,1,48,1,0, 
GLENDALE,2550078A,549,115,N, ,VBM PORTION,277,3,0,35,0,1,0,0,1,117,0,3,0,0,26,0,0,11,36,1,0, 
GLENDALE,2550078A,549,115,N,1086,TOTAL,549,3,0,60,1,2,3,0,1,278,1,5,0,0,40,0,0,12,84,2,0, 
GLENDALE,2550080B,550,115,N, ,POLLING PLACE,483,0,0,83,1,2,2,0,3,221,0,2,0,0,23,0,1,14,114,3,0, 
GLENDALE,2550080B,550,115,N, ,VBM PORTION,395,2,0,62,1,2,0,0,5,165,0,7,0,0,29,2,0,21,74,2,0, 
GLENDALE,2550080B,550,115,N,1334,TOTAL,878,2,0,145,2,4,2,0,8,386,0,9,0,0,52,2,1,35,188,5,0, 
GLENDALE,2550081A,551,115,N, ,POLLING PLACE,279,0,0,42,1,2,2,0,1,163,0,0,0,0,10,0,0,1,48,1,0, 
GLENDALE,2550081A,551,115,N, ,VBM PORTION,270,0,0,49,0,2,0,0,2,124,0,7,0,0,21,0,0,5,35,1,0, 
GLENDALE,2550081A,551,115,N,998,TOTAL,549,0,0,91,1,4,2,0,3,287,0,7,0,0,31,0,0,6,83,2,0, 
GLENDALE,2550084A,552,112,N, ,POLLING PLACE,271,0,0,54,4,2,0,0,0,117,0,2,0,1,10,0,0,2,62,0,0, 
GLENDALE,2550084A,552,112,N, ,VBM PORTION,291,0,0,42,0,2,0,0,3,128,0,4,0,0,11,0,0,16,41,2,0, 
GLENDALE,2550084A,552,112,N,934,TOTAL,562,0,0,96,4,4,0,0,3,245,0,6,0,1,21,0,0,18,103,2,0, 
GLENDALE,2550086A,553,115,N, ,POLLING PLACE,235,1,0,38,0,1,0,0,0,96,0,2,0,1,18,0,0,2,59,2,0, 
GLENDALE,2550086A,553,115,N, ,VBM PORTION,289,0,0,51,0,5,0,0,5,100,0,3,1,1,37,0,0,14,54,3,0, 
GLENDALE,2550086A,553,115,N,893,TOTAL,524,1,0,89,0,6,0,0,5,196,0,5,1,2,55,0,0,16,113,5,0, 
GLENDALE,2550090A,554,112,N, ,POLLING PLACE,282,0,0,35,2,5,0,0,1,141,1,2,0,0,17,0,0,3,56,2,0, 
GLENDALE,2550090A,554,112,N, ,VBM PORTION,243,0,0,28,2,1,0,0,3,100,0,4,0,0,18,0,0,17,38,3,0, 
GLENDALE,2550090A,554,112,N,966,TOTAL,525,0,0,63,4,6,0,0,4,241,1,6,0,0,35,0,0,20,94,5,0, 
GLENDALE,2550091A,555,112,N, ,POLLING PLACE,211,0,0,39,1,2,0,1,0,108,0,0,0,1,9,0,0,1,39,0,0, 
GLENDALE,2550091A,555,112,N, ,VBM PORTION,233,0,0,32,1,5,0,0,2,99,0,6,0,0,21,0,0,9,44,2,0, 
GLENDALE,2550091A,555,112,N,881,TOTAL,444,0,0,71,2,7,0,1,2,207,0,6,0,1,30,0,0,10,83,2,0, 
GLENDALE,2550095A,556,116,N, ,POLLING PLACE,198,0,0,24,2,1,2,1,0,107,1,1,0,0,7,0,0,2,34,2,0, 
GLENDALE,2550095A,556,116,N, ,VBM PORTION,273,0,0,49,2,4,1,0,3,115,0,4,0,0,20,0,0,10,29,2,0, 
GLENDALE,2550095A,556,116,N,1014,TOTAL,471,0,0,73,4,5,3,1,3,222,1,5,0,0,27,0,0,12,63,4,0, 
GLENDALE,2550097A,557,112,N, ,POLLING PLACE,246,0,1,41,0,2,2,0,1,118,0,2,0,0,20,0,0,5,44,1,0, 
GLENDALE,2550097A,557,112,N, ,VBM PORTION,225,0,1,36,0,1,0,0,1,83,0,4,0,0,21,0,0,6,45,0,0, 
GLENDALE,2550097A,557,112,N,815,TOTAL,471,0,2,77,0,3,2,0,2,201,0,6,0,0,41,0,0,11,89,1,0, 
GLENDALE,2550098A,558,116,N, ,POLLING PLACE,275,0,0,65,2,0,0,0,2,96,0,0,0,0,19,0,0,6,78,2,0, 
GLENDALE,2550098A,558,116,N, ,VBM PORTION,323,1,0,53,0,1,0,1,5,115,0,10,1,0,33,0,0,21,66,1,0, 
GLENDALE,2550098A,558,116,N,938,TOTAL,598,1,0,118,2,1,0,1,7,211,0,10,1,0,52,0,0,27,144,3,0, 
GLENDALE,2550115A,559,116,N, ,POLLING PLACE,339,0,0,64,1,3,3,0,2,173,0,1,0,0,12,0,0,4,69,0,0, 
GLENDALE,2550115A,559,116,N, ,VBM PORTION,312,0,0,70,1,0,0,0,10,102,0,7,0,0,25,0,0,18,52,5,0, 
GLENDALE,2550115A,559,116,N,1060,TOTAL,651,0,0,134,2,3,3,0,12,275,0,8,0,0,37,0,0,22,121,5,0, 
GLENDALE,2550116A,560,116,N, ,POLLING PLACE,383,0,0,112,0,4,1,0,1,152,0,2,0,0,30,0,0,3,69,0,0, 
GLENDALE,2550116A,560,116,N, ,VBM PORTION,312,0,0,80,0,5,0,0,7,113,0,4,0,0,29,0,0,15,45,1,0, 
GLENDALE,2550116A,560,116,N,1011,TOTAL,695,0,0,192,0,9,1,0,8,265,0,6,0,0,59,0,0,18,114,1,0, 
GLENDALE,2550118A,561,116,N, ,POLLING PLACE,213,0,0,31,0,2,0,0,3,109,0,2,0,0,11,0,0,4,42,1,0, 
GLENDALE,2550118A,561,116,N, ,VBM PORTION,203,0,0,32,1,1,0,0,2,90,0,2,0,0,14,0,0,7,21,7,0, 
GLENDALE,2550118A,561,116,N,850,TOTAL,416,0,0,63,1,3,0,0,5,199,0,4,0,0,25,0,0,11,63,8,0, 
GLENDALE,2550121A,562,113,N, ,POLLING PLACE,252,0,1,37,3,3,3,0,2,123,0,1,0,0,11,0,0,3,37,2,1, 
GLENDALE,2550121A,562,113,N, ,VBM PORTION,277,0,0,57,0,3,0,0,3,98,0,7,0,1,14,0,0,7,37,3,0, 
GLENDALE,2550121A,562,113,N,992,TOTAL,529,0,1,94,3,6,3,0,5,221,0,8,0,1,25,0,0,10,74,5,1, 
GLENDALE,2550122A,563,113,N, ,POLLING PLACE,207,0,0,22,2,4,2,0,2,118,0,0,0,0,8,0,0,0,40,2,0, 
GLENDALE,2550122A,563,113,N, ,VBM PORTION,203,1,0,29,0,1,0,0,0,89,0,1,0,0,15,0,0,3,34,1,0, 
GLENDALE,2550122A,563,113,N,765,TOTAL,410,1,0,51,2,5,2,0,2,207,0,1,0,0,23,0,0,3,74,3,0, 
GLENDALE,2550123A,564,113,N, ,POLLING PLACE,283,0,0,51,3,3,3,0,5,132,0,1,0,0,6,0,0,6,59,3,0, 
GLENDALE,2550123A,564,113,N, ,VBM PORTION,278,0,0,47,0,5,0,0,5,111,0,3,0,1,21,0,1,11,49,0,0, 
GLENDALE,2550123A,564,113,N,996,TOTAL,561,0,0,98,3,8,3,0,10,243,0,4,0,1,27,0,1,17,108,3,0, 
GLENDALE,2550129A,565,113,N, ,POLLING PLACE,249,0,0,39,0,3,1,0,1,129,0,0,0,0,10,0,0,2,55,0,0, 
GLENDALE,2550129A,565,113,N, ,VBM PORTION,236,1,0,50,0,1,0,0,2,101,0,4,0,0,15,0,0,13,28,1,0, 
GLENDALE,2550129A,565,113,N,965,TOTAL,485,1,0,89,0,4,1,0,3,230,0,4,0,0,25,0,0,15,83,1,0, 
GLENDALE,2550132A,566,113,N, ,POLLING PLACE,291,0,0,73,0,4,0,0,0,131,0,0,0,0,12,0,0,6,56,2,0, 
GLENDALE,2550132A,566,113,N, ,VBM PORTION,317,0,0,58,2,5,0,0,4,115,0,4,0,0,26,0,0,15,62,1,0, 
GLENDALE,2550132A,566,113,N,1021,TOTAL,608,0,0,131,2,9,0,0,4,246,0,4,0,0,38,0,0,21,118,3,0, 
GLENDALE,2550135A,567,113,N, ,POLLING PLACE,313,0,1,44,0,1,4,0,0,149,1,2,0,0,8,0,1,8,75,3,0, 
GLENDALE,2550135A,567,113,N, ,VBM PORTION,360,0,0,56,0,3,0,0,4,102,0,5,0,0,46,0,0,13,39,4,2, 
GLENDALE,2550135A,567,113,N,1101,TOTAL,673,0,1,100,0,4,4,0,4,251,1,7,0,0,54,0,1,21,114,7,2, 
GLENDALE,2550143B,6069,118,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
GLENDALE,2550143B,6069,118,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
GLENDALE,2550143B,6069,118,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
