Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"1 Member, County Central Committee Democratic Party (5th District) DEM",,,,,,,,,,,,,,,,
,,,,,,,1,1,,1,1,1,1,1,1,1,1,
,,Registered Voters,Voters Cast,Turnout (%),,,DEM - COCO RANER-WALTER,DEM - GWEN CHIARAMONTE,,DEM - JONATHAN ERDMAN,DEM - TIM WILLOUGHBY,DEM - RICHELLE NOROYAN,DEM - MICHAEL DEELY,DEM - LINDA KERNER,DEM - SALLY GWIN-SATTERLEE,DEM - GLENN GLAZER,Write In,
50011,Vote by Mail,6,3,50.00 %,,,,1,,,,2,1,,1,,,
50011,Polling Place,6,0,0.00 %,,,,,,,,,,,,,,
50011,Total,6,3,50.00 %,,,,1,,,,2,1,,1,,,
50021,Vote by Mail,788,346,43.91 %,,,132,119,,53,83,112,61,113,99,97,,
50021,Polling Place,788,252,31.98 %,,,103,68,,28,63,82,29,80,50,66,3,
50021,Total,788,598,75.89 %,,,235,187,,81,146,194,90,193,149,163,3,
50040,Vote by Mail,683,318,46.56 %,,,144,113,,46,87,124,33,117,105,91,,
50040,Polling Place,683,219,32.06 %,,,69,61,,31,53,54,30,56,60,63,,
50040,Total,683,537,78.62 %,,,213,174,,77,140,178,63,173,165,154,,
50061,Vote by Mail,327,160,48.93 %,,,50,48,,20,34,37,20,35,39,44,1,
50061,Polling Place,327,93,28.44 %,,,28,40,,14,25,23,14,30,32,22,,
50061,Total,327,253,77.37 %,,,78,88,,34,59,60,34,65,71,66,1,
50090,Vote by Mail,0,0,,,,,,,,,,,,,,,
50090,Polling Place,0,0,,,,,,,,,,,,,,,
50090,Total,0,0,,,,,,,,,,,,,,,
50091,Vote by Mail,613,346,56.44 %,,,141,107,,52,115,126,47,125,98,123,,
50091,Polling Place,613,149,24.31 %,,,52,57,,21,32,48,27,43,49,30,,
50091,Total,613,495,80.75 %,,,193,164,,73,147,174,74,168,147,153,,
50092,Vote by Mail,521,263,50.48 %,,,88,86,,54,70,86,42,89,95,90,1,
50092,Polling Place,521,146,28.02 %,,,66,46,,14,40,49,22,50,38,44,,
50092,Total,521,409,78.50 %,,,154,132,,68,110,135,64,139,133,134,1,
50093,Vote by Mail,0,0,,,,,,,,,,,,,,,
50093,Polling Place,0,0,,,,,,,,,,,,,,,
50093,Total,0,0,,,,,,,,,,,,,,,
50102,Vote by Mail,818,412,50.37 %,,,161,134,,74,129,146,80,141,115,141,5,
50102,Polling Place,818,219,26.77 %,,,80,67,,21,44,64,27,59,58,52,1,
50102,Total,818,631,77.14 %,,,241,201,,95,173,210,107,200,173,193,6,
50111,Vote by Mail,373,183,49.06 %,,,78,72,,33,52,62,38,71,67,51,1,
50111,Polling Place,373,118,31.64 %,,,50,42,,20,30,43,22,40,36,30,,
50111,Total,373,301,80.70 %,,,128,114,,53,82,105,60,111,103,81,1,
50113,Vote by Mail,283,128,45.23 %,,,53,45,,26,38,44,29,48,47,45,,
50113,Polling Place,283,81,28.62 %,,,36,25,,8,23,27,13,26,18,30,,
50113,Total,283,209,73.85 %,,,89,70,,34,61,71,42,74,65,75,,
50114,Vote by Mail,15,12,80.00 %,,,7,4,,3,3,4,1,6,3,3,,
50114,Polling Place,15,0,0.00 %,,,,,,,,,,,,,,
50114,Total,15,12,80.00 %,,,7,4,,3,3,4,1,6,3,3,,
50115,Vote by Mail,0,0,,,,,,,,,,,,,,,
50115,Polling Place,0,0,,,,,,,,,,,,,,,
50115,Total,0,0,,,,,,,,,,,,,,,
50121,Vote by Mail,629,285,45.31 %,,,123,72,,34,89,102,39,103,65,92,1,
50121,Polling Place,629,214,34.02 %,,,84,64,,27,60,70,20,74,55,59,1,
50121,Total,629,499,79.33 %,,,207,136,,61,149,172,59,177,120,151,2,
50141,Vote by Mail,128,99,77.34 %,,,38,28,,14,25,29,17,29,24,26,1,
50141,Polling Place,128,3,2.34 %,,,1,1,,,,1,1,1,1,,,
50141,Total,128,102,79.69 %,,,39,29,,14,25,30,18,30,25,26,1,
50143,Vote by Mail,594,311,52.36 %,,,135,117,,48,91,111,53,111,98,101,2,
50143,Polling Place,594,141,23.74 %,,,53,48,,25,30,39,23,41,44,29,1,
50143,Total,594,452,76.09 %,,,188,165,,73,121,150,76,152,142,130,3,
50147,Vote by Mail,272,161,59.19 %,,,58,52,,26,36,49,27,45,44,51,,
50147,Polling Place,272,63,23.16 %,,,24,18,,5,15,16,11,16,15,18,,
50147,Total,272,224,82.35 %,,,82,70,,31,51,65,38,61,59,69,,
50154,Vote by Mail,1,1,100.00 %,,,1,1,,,,1,,1,,1,,
50154,Polling Place,1,0,0.00 %,,,,,,,,,,,,,,
50154,Total,1,1,100.00 %,,,1,1,,,,1,,1,,1,,
50157,Vote by Mail,461,237,51.41 %,,,104,70,,32,74,81,40,87,63,74,1,
50157,Polling Place,461,103,22.34 %,,,28,39,,22,19,18,15,23,29,15,,
50157,Total,461,340,73.75 %,,,132,109,,54,93,99,55,110,92,89,1,
50161,Vote by Mail,834,413,49.52 %,,,168,151,,76,114,133,84,143,131,133,2,
50161,Polling Place,834,231,27.70 %,,,93,87,,46,56,76,52,68,67,74,,
50161,Total,834,644,77.22 %,,,261,238,,122,170,209,136,211,198,207,2,
50172,Vote by Mail,0,0,,,,,,,,,,,,,,,
50172,Polling Place,0,0,,,,,,,,,,,,,,,
50172,Total,0,0,,,,,,,,,,,,,,,
50181,Vote by Mail,58,38,65.52 %,,,15,12,,6,9,12,8,13,11,13,1,
50181,Polling Place,58,9,15.52 %,,,1,2,,1,,,1,,1,1,,
50181,Total,58,47,81.03 %,,,16,14,,7,9,12,9,13,12,14,1,
50183,Vote by Mail,450,259,57.56 %,,,124,82,,53,82,100,33,101,77,88,1,
50183,Polling Place,450,95,21.11 %,,,37,34,,12,25,28,8,29,29,26,,
50183,Total,450,354,78.67 %,,,161,116,,65,107,128,41,130,106,114,1,
50191,Vote by Mail,683,333,48.76 %,,,147,126,,61,107,117,59,119,103,117,1,
50191,Polling Place,683,196,28.70 %,,,68,75,,36,38,52,26,53,65,49,,
50191,Total,683,529,77.45 %,,,215,201,,97,145,169,85,172,168,166,1,
50192,Vote by Mail,19,14,73.68 %,,,4,3,,1,2,3,3,4,3,3,,
50192,Polling Place,19,1,5.26 %,,,1,1,,1,,1,,,1,,,
50192,Total,19,15,78.95 %,,,5,4,,2,2,4,3,4,4,3,,
50201,Vote by Mail,609,283,46.47 %,,,133,112,,50,86,110,53,120,105,110,4,
50201,Polling Place,609,167,27.42 %,,,60,69,,19,43,55,25,61,59,33,1,
50201,Total,609,450,73.89 %,,,193,181,,69,129,165,78,181,164,143,5,
50204,Vote by Mail,7,6,85.71 %,,,5,1,,,3,4,,3,2,4,1,
50204,Polling Place,7,0,0.00 %,,,,,,,,,,,,,,
50204,Total,7,6,85.71 %,,,5,1,,,3,4,,3,2,4,1,
50211,Vote by Mail,579,292,50.43 %,,,126,116,,63,79,112,64,97,103,100,,
50211,Polling Place,579,162,27.98 %,,,65,47,,19,42,51,22,51,46,45,,
50211,Total,579,454,78.41 %,,,191,163,,82,121,163,86,148,149,145,,
50221,Vote by Mail,369,205,55.56 %,,,82,66,,27,61,84,23,82,50,58,2,
50221,Polling Place,369,89,24.12 %,,,44,31,,7,24,31,9,33,25,23,,
50221,Total,369,294,79.67 %,,,126,97,,34,85,115,32,115,75,81,2,
50232,Vote by Mail,362,215,59.39 %,,,89,49,,25,55,79,22,71,48,52,,
50232,Polling Place,362,57,15.75 %,,,27,16,,11,12,17,7,16,14,15,,
50232,Total,362,272,75.14 %,,,116,65,,36,67,96,29,87,62,67,,
50235,Vote by Mail,409,259,63.33 %,,,91,60,,39,65,75,37,76,65,70,2,
50235,Polling Place,409,48,11.74 %,,,17,17,,10,10,12,7,12,12,12,,
50235,Total,409,307,75.06 %,,,108,77,,49,75,87,44,88,77,82,2,
50284,Vote by Mail,6,4,66.67 %,,,2,2,,,,2,,2,3,,,
50284,Polling Place,6,0,0.00 %,,,,,,,,,,,,,,
50284,Total,6,4,66.67 %,,,2,2,,,,2,,2,3,,,
50287,Vote by Mail,4,4,100.00 %,,,,,,,,,,,,,,
50287,Polling Place,4,0,0.00 %,,,,,,,,,,,,,,
50287,Total,4,4,100.00 %,,,,,,,,,,,,,,
50297,Vote by Mail,1,1,100.00 %,,,1,1,,,,,1,1,1,,,
50297,Polling Place,1,0,0.00 %,,,,,,,,,,,,,,
50297,Total,1,1,100.00 %,,,1,1,,,,,1,1,1,,,
50301,Vote by Mail,180,115,63.89 %,,,52,40,,20,36,42,17,45,34,39,1,
50301,Polling Place,180,13,7.22 %,,,1,2,,1,1,1,2,1,3,2,,
50301,Total,180,128,71.11 %,,,53,42,,21,37,43,19,46,37,41,1,
50341,Vote by Mail,273,145,53.11 %,,,55,31,,25,41,55,18,53,36,44,,
50341,Polling Place,273,68,24.91 %,,,25,23,,7,22,25,8,22,17,19,,
