Santa Cruz,,,,,,,,,Precinct Canvass,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,
,,,,,,,,,,,
,,,,,,,,,,,
,,1 R - Cabrillo Community College Bond - 55%,,,,,,,,,
,,,,,,,1,1,,,
,,Registered Voters,Voters Cast,Turnout (%),,,Bonds Yes,Bonds No,,,
10020,Vote by Mail,1301,582,44.73 %,,,280,272,,,
10020,Polling Place,1301,280,21.52 %,,,145,118,,,
10020,Total,1301,862,66.26 %,,,425,390,,,
10060,Vote by Mail,1261,581,46.07 %,,,286,264,,,
10060,Polling Place,1261,260,20.62 %,,,146,99,,,
10060,Total,1261,841,66.69 %,,,432,363,,,
10080,Vote by Mail,1196,519,43.39 %,,,258,240,,,
10080,Polling Place,1196,224,18.73 %,,,115,92,,,
10080,Total,1196,743,62.12 %,,,373,332,,,
10090,Vote by Mail,1240,507,40.89 %,,,259,225,,,
10090,Polling Place,1240,256,20.65 %,,,153,82,,,
10090,Total,1240,763,61.53 %,,,412,307,,,
10110,Vote by Mail,1264,494,39.08 %,,,266,208,,,
10110,Polling Place,1264,263,20.81 %,,,148,106,,,
10110,Total,1264,757,59.89 %,,,414,314,,,
10120,Vote by Mail,1298,545,41.99 %,,,273,248,,,
10120,Polling Place,1298,308,23.73 %,,,160,117,,,
10120,Total,1298,853,65.72 %,,,433,365,,,
10130,Vote by Mail,1481,676,45.64 %,,,323,318,,,
10130,Polling Place,1481,265,17.89 %,,,154,97,,,
10130,Total,1481,941,63.54 %,,,477,415,,,
10141,Vote by Mail,405,245,60.49 %,,,153,74,,,
10141,Polling Place,405,71,17.53 %,,,44,22,,,
10141,Total,405,316,78.02 %,,,197,96,,,
10143,Vote by Mail,104,76,73.08 %,,,32,44,,,
10143,Polling Place,104,7,6.73 %,,,6,1,,,
10143,Total,104,83,79.81 %,,,38,45,,,
10144,Vote by Mail,1166,564,48.37 %,,,294,249,,,
10144,Polling Place,1166,261,22.38 %,,,149,95,,,
10144,Total,1166,825,70.75 %,,,443,344,,,
10151,Vote by Mail,39,28,71.79 %,,,11,13,,,
10151,Polling Place,39,1,2.56 %,,,,1,,,
10151,Total,39,29,74.36 %,,,11,14,,,
10161,Vote by Mail,712,357,50.14 %,,,160,179,,,
10161,Polling Place,712,117,16.43 %,,,56,54,,,
10161,Total,712,474,66.57 %,,,216,233,,,
10164,Vote by Mail,221,135,61.09 %,,,64,59,,,
10164,Polling Place,221,2,0.90 %,,,1,1,,,
