Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,"1 Member, County Central Committee Republican Party (1st District) REP",,,,,,,,,,,,,,
,,,,,,,1,1,,1,1,1,1,1,,
,,Registered Voters,Voters Cast,Turnout (%),,,"REP - COLIN ""CORKY"" R. ROBERSON",REP - KRISTEN COLLISHAW,,REP - ERIC ERICKSON,REP - MICHAEL D. LELIEUR,REP - ROGER L. SNYDER,REP - EUGENE BUSTICHI,Write In,,
10020,Vote by Mail,181,87,48.07 %,,,22,30,,26,33,26,21,,,
10020,Polling Place,181,21,11.60 %,,,10,7,,7,12,8,8,,,
10020,Total,181,108,59.67 %,,,32,37,,33,45,34,29,,,
10060,Vote by Mail,134,68,50.75 %,,,25,24,,25,33,23,21,,,
10060,Polling Place,134,17,12.69 %,,,2,2,,3,9,4,4,1,,
10060,Total,134,85,63.43 %,,,27,26,,28,42,27,25,1,,
10080,Vote by Mail,142,65,45.77 %,,,23,28,,25,25,22,23,1,,
10080,Polling Place,142,18,12.68 %,,,8,8,,8,5,8,7,,,
10080,Total,142,83,58.45 %,,,31,36,,33,30,30,30,1,,
10090,Vote by Mail,137,61,44.53 %,,,21,23,,15,28,15,14,1,,
10090,Polling Place,137,22,16.06 %,,,6,6,,7,12,4,4,,,
10090,Total,137,83,60.58 %,,,27,29,,22,40,19,18,1,,
10110,Vote by Mail,153,49,32.03 %,,,14,12,,13,17,15,15,1,,
10110,Polling Place,153,30,19.61 %,,,14,12,,11,13,14,11,,,
10110,Total,153,79,51.63 %,,,28,24,,24,30,29,26,1,,
10120,Vote by Mail,136,56,41.18 %,,,20,22,,23,27,21,21,,,
10120,Polling Place,136,26,19.12 %,,,8,10,,11,10,9,8,,,
10120,Total,136,82,60.29 %,,,28,32,,34,37,30,29,,,
10130,Vote by Mail,221,111,50.23 %,,,49,50,,58,47,57,48,1,,
10130,Polling Place,221,25,11.31 %,,,11,11,,9,11,12,12,1,,
10130,Total,221,136,61.54 %,,,60,61,,67,58,69,60,2,,
10141,Vote by Mail,92,50,54.35 %,,,14,20,,21,18,17,18,,,
10141,Polling Place,92,16,17.39 %,,,5,5,,5,3,5,7,,,
10141,Total,92,66,71.74 %,,,19,25,,26,21,22,25,,,
10143,Vote by Mail,26,21,80.77 %,,,4,4,,7,3,4,7,,,
10143,Polling Place,26,0,0.00 %,,,,,,,,,,,,
10143,Total,26,21,80.77 %,,,4,4,,7,3,4,7,,,
10144,Vote by Mail,149,85,57.05 %,,,28,36,,28,25,32,31,1,,
10144,Polling Place,149,16,10.74 %,,,4,3,,4,7,4,3,,,
10144,Total,149,101,67.79 %,,,32,39,,32,32,36,34,1,,
10151,Vote by Mail,6,6,100.00 %,,,1,5,,4,4,4,5,,,
10151,Polling Place,6,0,0.00 %,,,,,,,,,,,,
10151,Total,6,6,100.00 %,,,1,5,,4,4,4,5,,,
10161,Vote by Mail,148,86,58.11 %,,,23,33,,23,20,23,26,2,,
10161,Polling Place,148,17,11.49 %,,,3,2,,2,4,2,4,,,
10161,Total,148,103,69.59 %,,,26,35,,25,24,25,30,2,,
10164,Vote by Mail,39,27,69.23 %,,,11,13,,8,5,8,10,,,
10164,Polling Place,39,1,2.56 %,,,,,,,,,,,,
10164,Total,39,28,71.79 %,,,11,13,,8,5,8,10,,,
10170,Vote by Mail,101,55,54.46 %,,,17,22,,17,26,14,19,,,
10170,Polling Place,101,10,9.90 %,,,3,1,,1,6,1,1,,,
10170,Total,101,65,64.36 %,,,20,23,,18,32,15,20,,,
10190,Vote by Mail,149,78,52.35 %,,,28,25,,25,27,27,26,,,
10190,Polling Place,149,21,14.09 %,,,5,5,,6,10,6,3,,,
10190,Total,149,99,66.44 %,,,33,30,,31,37,33,29,,,
10201,Vote by Mail,113,46,40.71 %,,,19,17,,13,13,15,13,,,
10201,Polling Place,113,18,15.93 %,,,6,11,,6,8,8,6,,,
10201,Total,113,64,56.64 %,,,25,28,,19,21,23,19,,,
10204,Vote by Mail,10,9,90.00 %,,,3,5,,4,5,3,3,,,
10204,Polling Place,10,0,0.00 %,,,,,,,,,,,,
10204,Total,10,9,90.00 %,,,3,5,,4,5,3,3,,,
10220,Vote by Mail,137,59,43.07 %,,,19,20,,21,23,17,14,3,,
10220,Polling Place,137,23,16.79 %,,,4,5,,7,8,4,3,,,
10220,Total,137,82,59.85 %,,,23,25,,28,31,21,17,3,,
10231,Vote by Mail,34,22,64.71 %,,,13,14,,12,5,14,10,,,
10231,Polling Place,34,0,0.00 %,,,,,,,,,,,,
10231,Total,34,22,64.71 %,,,13,14,,12,5,14,10,,,
10232,Vote by Mail,27,20,74.07 %,,,3,5,,1,6,4,6,,,
10232,Polling Place,27,0,0.00 %,,,,,,,,,,,,
10232,Total,27,20,74.07 %,,,3,5,,1,6,4,6,,,
10240,Vote by Mail,106,62,58.49 %,,,17,19,,17,22,15,20,,,
10240,Polling Place,106,13,12.26 %,,,6,6,,6,6,5,4,,,
10240,Total,106,75,70.75 %,,,23,25,,23,28,20,24,,,
10260,Vote by Mail,143,66,46.15 %,,,24,25,,24,28,21,21,,,
10260,Polling Place,143,24,16.78 %,,,6,4,,5,12,4,7,,,
10260,Total,143,90,62.94 %,,,30,29,,29,40,25,28,,,
10270,Vote by Mail,185,82,44.32 %,,,28,29,,27,33,24,18,2,,
10270,Polling Place,185,17,9.19 %,,,6,7,,4,6,6,7,,,
10270,Total,185,99,53.51 %,,,34,36,,31,39,30,25,2,,
10280,Vote by Mail,53,38,71.70 %,,,11,13,,14,10,14,12,,,
10280,Polling Place,53,0,0.00 %,,,,,,,,,,,,
10280,Total,53,38,71.70 %,,,11,13,,14,10,14,12,,,
10281,Vote by Mail,125,64,51.20 %,,,19,17,,19,15,16,19,1,,
10281,Polling Place,125,19,15.20 %,,,3,4,,3,5,3,4,,,
10281,Total,125,83,66.40 %,,,22,21,,22,20,19,23,1,,
10287,Vote by Mail,4,4,100.00 %,,,1,1,,1,1,,1,,,
10287,Polling Place,4,0,0.00 %,,,,,,,,,,,,
10287,Total,4,4,100.00 %,,,1,1,,1,1,,1,,,
10291,Vote by Mail,292,156,53.42 %,,,53,63,,58,51,56,56,1,,
10291,Polling Place,292,55,18.84 %,,,19,18,,18,21,16,21,1,,
10291,Total,292,211,72.26 %,,,72,81,,76,72,72,77,2,,
10310,Vote by Mail,148,73,49.32 %,,,26,28,,28,25,26,21,2,,
10310,Polling Place,148,18,12.16 %,,,7,8,,6,7,7,4,,,
10310,Total,148,91,61.49 %,,,33,36,,34,32,33,25,2,,
10351,Vote by Mail,175,93,53.14 %,,,33,32,,30,23,29,34,1,,
10351,Polling Place,175,37,21.14 %,,,13,12,,14,9,15,16,,,
10351,Total,175,130,74.29 %,,,46,44,,44,32,44,50,1,,
10381,Vote by Mail,298,117,39.26 %,,,40,44,,52,49,41,41,1,,
10381,Polling Place,298,59,19.80 %,,,23,23,,20,28,20,14,,,
10381,Total,298,176,59.06 %,,,63,67,,72,77,61,55,1,,
10410,Vote by Mail,90,38,42.22 %,,,12,11,,12,12,11,9,1,,
10410,Polling Place,90,18,20.00 %,,,5,9,,7,8,6,6,1,,
10410,Total,90,56,62.22 %,,,17,20,,19,20,17,15,2,,
10442,Vote by Mail,5,0,0.00 %,,,,,,,,,,,,
10442,Polling Place,5,0,0.00 %,,,,,,,,,,,,
