Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,1 Recall Glover     2 Santa Cruz City Recall Drew Glover     3 Recall Krohn,,,,,,,,,,,,,,,,
,,,,,,,1,1,,,2,2,2,,3,3,,
,,Registered Voters,Voters Cast,Turnout (%),,,Yes,No,,,TIM FITZMAURICE,RENEE GOLDER,Write In,,Yes,No,,
11010,Vote by Mail,1559,776,49.78 %,,,554,180,,,158,500,7,,527,194,,
11010,Polling Place,1559,402,25.79 %,,,281,98,,,73,269,4,,265,108,,
11010,Total,1559,1178,75.56 %,,,835,278,,,231,769,11,,792,302,,
11120,Vote by Mail,944,518,54.87 %,,,378,105,,,105,346,3,,365,110,,
11120,Polling Place,944,164,17.37 %,,,90,60,,,42,81,2,,86,63,,
11120,Total,944,682,72.25 %,,,468,165,,,147,427,5,,451,173,,
31010,Vote by Mail,1307,571,43.69 %,,,311,211,,,147,303,10,,292,224,,
31010,Polling Place,1307,318,24.33 %,,,139,146,,,93,145,6,,132,153,,
31010,Total,1307,889,68.02 %,,,450,357,,,240,448,16,,424,377,,
31011,Vote by Mail,1459,684,46.88 %,,,350,289,,,238,339,14,,330,306,,
31011,Polling Place,1459,354,24.26 %,,,157,170,,,122,163,7,,144,176,,
31011,Total,1459,1038,71.14 %,,,507,459,,,360,502,21,,474,482,,
31012,Vote by Mail,0,0,,,,,,,,,,,,,,,
31012,Polling Place,0,0,,,,,,,,,,,,,,,
31012,Total,0,0,,,,,,,,,,,,,,,
31020,Vote by Mail,1457,679,46.60 %,,,403,233,,,176,399,6,,380,251,,
31020,Polling Place,1457,343,23.54 %,,,183,131,,,99,191,6,,180,133,,
31020,Total,1457,1022,70.14 %,,,586,364,,,275,590,12,,560,384,,
31030,Vote by Mail,1536,638,41.54 %,,,312,274,,,228,299,9,,302,285,,
31030,Polling Place,1536,466,30.34 %,,,178,244,,,172,193,11,,172,248,,
31030,Total,1536,1104,71.88 %,,,490,518,,,400,492,20,,474,533,,
31050,Vote by Mail,1224,595,48.61 %,,,401,160,,,124,394,6,,388,169,,
31050,Polling Place,1224,335,27.37 %,,,193,117,,,90,198,8,,182,125,,
31050,Total,1224,930,75.98 %,,,594,277,,,214,592,14,,570,294,,
31070,Vote by Mail,1356,632,46.61 %,,,330,258,,,228,311,9,,320,265,,
31070,Polling Place,1356,379,27.95 %,,,176,162,,,127,179,10,,166,166,,
31070,Total,1356,1011,74.56 %,,,506,420,,,355,490,19,,486,431,,
31131,Vote by Mail,876,417,47.60 %,,,239,141,,,116,221,2,,232,144,,
31131,Polling Place,876,175,19.98 %,,,96,66,,,49,95,3,,100,61,,
31131,Total,876,592,67.58 %,,,335,207,,,165,316,5,,332,205,,
31140,Vote by Mail,1701,699,41.09 %,,,361,297,,,238,375,5,,341,308,,
31140,Polling Place,1701,506,29.75 %,,,223,254,,,176,235,10,,209,259,,
31140,Total,1701,1205,70.84 %,,,584,551,,,414,610,15,,550,567,,
