40010,Total,0,0,,,,,,,,,,,,,,,
40071,Vote by Mail,161,74,45.96 %,,,3,3,,2,,,,57,4,,,
40071,Polling Place,161,33,20.50 %,,,,3,,1,,,,28,1,,,
40071,Total,161,107,66.46 %,,,3,6,,3,,,,85,5,,,
40161,Vote by Mail,179,79,44.13 %,,,,3,,1,1,1,,65,3,,,
40161,Polling Place,179,26,14.53 %,,,,,,1,,,,22,2,,,
40161,Total,179,105,58.66 %,,,,3,,2,1,1,,87,5,,,
40162,Vote by Mail,166,64,38.55 %,,,,,,,,,,58,,,,
40162,Polling Place,166,27,16.27 %,,,,,,,,,,24,,,,
40162,Total,166,91,54.82 %,,,,,,,,,,82,,,,
40170,Vote by Mail,16,9,56.25 %,,,,,,,,,,7,,,,
40170,Polling Place,16,0,0.00 %,,,,,,,,,,,,,,
40170,Total,16,9,56.25 %,,,,,,,,,,7,,,,
40230,Vote by Mail,14,5,35.71 %,,,,,,,,,,2,,,,
40230,Polling Place,14,0,0.00 %,,,,,,,,,,,,,,
40230,Total,14,5,35.71 %,,,,,,,,,,2,,,,
40270,Vote by Mail,201,92,45.77 %,,,1,1,,2,,,,82,1,,,
40270,Polling Place,201,32,15.92 %,,,,2,,1,1,,,27,,,,
40270,Total,201,124,61.69 %,,,1,3,,3,1,,,109,1,,,
40310,Vote by Mail,0,0,,,,,,,,,,,,,,,
40310,Polling Place,0,0,,,,,,,,,,,,,,,
40310,Total,0,0,,,,,,,,,,,,,,,
43100,Vote by Mail,149,59,39.60 %,,,,5,,,1,1,,44,2,,,
43100,Polling Place,149,20,13.42 %,,,,2,,1,,,,15,1,,,
43100,Total,149,79,53.02 %,,,,7,,1,1,1,,59,3,,,
43200,Vote by Mail,149,55,36.91 %,,,,3,,1,,,1,43,3,,,
43200,Polling Place,149,20,13.42 %,,,,,,,1,,,18,,,,
43200,Total,149,75,50.34 %,,,,3,,1,1,,1,61,3,,,
43410,Vote by Mail,205,66,32.20 %,,,,3,,5,2,,,54,1,,,
43410,Polling Place,205,23,11.22 %,,,,1,,1,1,,,20,,,,
43410,Total,205,89,43.41 %,,,,4,,6,3,,,74,1,,,
43441,Vote by Mail,126,52,41.27 %,,,,,,,2,,2,46,,,,
43441,Polling Place,126,16,12.70 %,,,,,,,,,,16,,,,
43441,Total,126,68,53.97 %,,,,,,,2,,2,62,,,,
43501,Vote by Mail,117,52,44.44 %,,,,3,,3,3,3,,35,3,,,
43501,Polling Place,117,13,11.11 %,,,,1,,1,1,,,8,1,,,
43501,Total,117,65,55.56 %,,,,4,,4,4,3,,43,4,,,
43540,Vote by Mail,102,37,36.27 %,,,,2,,,2,1,,28,3,,,
43540,Polling Place,102,14,13.73 %,,,,,,1,,,,10,2,,,
43540,Total,102,51,50.00 %,,,,2,,1,2,1,,38,5,,,
43610,Vote by Mail,198,75,37.88 %,,,2,4,,1,3,,,61,1,,,
43610,Polling Place,198,25,12.63 %,,,,1,,2,,1,,19,,,,
43610,Total,198,100,50.51 %,,,2,5,,3,3,1,,80,1,,,
43621,Vote by Mail,152,75,49.34 %,,,,10,,,1,,1,52,4,,,
43621,Polling Place,152,23,15.13 %,,,,1,,1,1,,,18,,,,
43621,Total,152,98,64.47 %,,,,11,,1,2,,1,70,4,,,
43710,Vote by Mail,169,81,47.93 %,,,,3,,1,1,1,,68,2,,,
43710,Polling Place,169,16,9.47 %,,,,,,,,1,,15,,,,
43710,Total,169,97,57.40 %,,,,3,,1,1,2,,83,2,,,
43731,Vote by Mail,157,79,50.32 %,,,1,1,,1,1,,1,70,2,,,
43731,Polling Place,157,29,18.47 %,,,,3,,1,,,,20,2,,,
43731,Total,157,108,68.79 %,,,1,4,,2,1,,1,90,4,,,
43741,Vote by Mail,199,132,66.33 %,,,1,5,,2,2,1,,111,4,,,
43741,Polling Place,199,24,12.06 %,,,,1,,,1,,,20,1,,,
43741,Total,199,156,78.39 %,,,1,6,,2,3,1,,131,5,,,
50011,Vote by Mail,0,0,,,,,,,,,,,,,,,
50011,Polling Place,0,0,,,,,,,,,,,,,,,
50011,Total,0,0,,,,,,,,,,,,,,,
50021,Vote by Mail,184,76,41.30 %,,,,6,,3,2,,2,53,1,,,
50021,Polling Place,184,45,24.46 %,,,,6,,1,1,,,36,1,,,
50021,Total,184,121,65.76 %,,,,12,,4,3,,2,89,2,,,
50040,Vote by Mail,151,57,37.75 %,,,1,3,,3,,,,42,3,,,
50040,Polling Place,151,43,28.48 %,,,,3,,1,,,1,35,2,,,
50040,Total,151,100,66.23 %,,,1,6,,4,,,1,77,5,,,
50061,Vote by Mail,264,112,42.42 %,,,2,7,,2,2,,,92,2,,,
50061,Polling Place,264,50,18.94 %,,,,2,,2,,,,38,1,,,
50061,Total,264,162,61.36 %,,,2,9,,4,2,,,130,3,,,
50090,Vote by Mail,0,0,,,,,,,,,,,,,,,
50090,Polling Place,0,0,,,,,,,,,,,,,,,
50090,Total,0,0,,,,,,,,,,,,,,,
50091,Vote by Mail,217,113,52.07 %,,,,2,,4,1,,,86,8,,,
50091,Polling Place,217,33,15.21 %,,,1,1,,1,,,,26,1,,,
50091,Total,217,146,67.28 %,,,1,3,,5,1,,,112,9,,,
50092,Vote by Mail,142,45,31.69 %,,,,2,,2,1,,1,35,,,,
50092,Polling Place,142,43,30.28 %,,,1,2,,,,,,37,1,,,
50092,Total,142,88,61.97 %,,,1,4,,2,1,,1,72,1,,,
50093,Vote by Mail,0,0,,,,,,,,,,,,,,,
50093,Polling Place,0,0,,,,,,,,,,,,,,,
50093,Total,0,0,,,,,,,,,,,,,,,
50102,Vote by Mail,229,98,42.79 %,,,1,6,,1,,,,87,,,,
50102,Polling Place,229,33,14.41 %,,,2,,,3,,2,,25,,,,
50102,Total,229,131,57.21 %,,,3,6,,4,,2,,112,,,,
50111,Vote by Mail,80,33,41.25 %,,,1,2,,2,,,,26,2,,,
50111,Polling Place,80,18,22.50 %,,,,2,,,1,,,15,,,,
50111,Total,80,51,63.75 %,,,1,4,,2,1,,,41,2,,,
50113,Vote by Mail,95,41,43.16 %,,,,3,,2,,,,32,2,,,
50113,Polling Place,95,15,15.79 %,,,,2,,1,,,,9,1,,,
50113,Total,95,56,58.95 %,,,,5,,3,,,,41,3,,,
50114,Vote by Mail,7,3,42.86 %,,,,1,,1,,,,1,,,,
50114,Polling Place,7,0,0.00 %,,,,,,,,,,,,,,
50114,Total,7,3,42.86 %,,,,1,,1,,,,1,,,,
50115,Vote by Mail,0,0,,,,,,,,,,,,,,,
50115,Polling Place,0,0,,,,,,,,,,,,,,,
50115,Total,0,0,,,,,,,,,,,,,,,
50121,Vote by Mail,208,73,35.10 %,,,1,1,,1,,,,65,4,,,
50121,Polling Place,208,45,21.63 %,,,,1,,1,,,1,36,4,,,
50121,Total,208,118,56.73 %,,,1,2,,2,,,1,101,8,,,
50141,Vote by Mail,36,26,72.22 %,,,,2,,1,,,,21,2,,,
50141,Polling Place,36,0,0.00 %,,,,,,,,,,,,,,
50141,Total,36,26,72.22 %,,,,2,,1,,,,21,2,,,
50143,Vote by Mail,125,48,38.40 %,,,1,1,,,1,,,43,,,,
50143,Polling Place,125,29,23.20 %,,,,1,,1,,,,24,1,,,
50143,Total,125,77,61.60 %,,,1,2,,1,1,,,67,1,,,
50147,Vote by Mail,83,45,54.22 %,,,1,,,,1,3,,39,,,,
50147,Polling Place,83,12,14.46 %,,,,1,,,,,,11,,,,
50147,Total,83,57,68.67 %,,,1,1,,,1,3,,50,,,,
50154,Vote by Mail,0,0,,,,,,,,,,,,,,,
50154,Polling Place,0,0,,,,,,,,,,,,,,,
50154,Total,0,0,,,,,,,,,,,,,,,
50157,Vote by Mail,200,91,45.50 %,,,1,3,,6,,1,,65,4,,,
50157,Polling Place,200,31,15.50 %,,,1,2,,,,,,26,1,,,
50157,Total,200,122,61.00 %,,,2,5,,6,,1,,91,5,,,
50161,Vote by Mail,188,73,38.83 %,,,3,1,,5,,,,57,4,,,
50161,Polling Place,188,38,20.21 %,,,,1,,,,,,35,2,,,
50161,Total,188,111,59.04 %,,,3,2,,5,,,,92,6,,,
50172,Vote by Mail,0,0,,,,,,,,,,,,,,,
50172,Polling Place,0,0,,,,,,,,,,,,,,,
50172,Total,0,0,,,,,,,,,,,,,,,
50181,Vote by Mail,20,10,50.00 %,,,,1,,2,,,,6,,,,
50181,Polling Place,20,0,0.00 %,,,,,,,,,,,,,,
50181,Total,20,10,50.00 %,,,,1,,2,,,,6,,,,
50183,Vote by Mail,150,67,44.67 %,,,1,5,,2,1,,,52,3,,,
50183,Polling Place,150,26,17.33 %,,,,,,1,,,,23,2,,,
50183,Total,150,93,62.00 %,,,1,5,,3,1,,,75,5,,,
50191,Vote by Mail,236,97,41.10 %,,,1,1,,9,1,,3,75,2,,,
50191,Polling Place,236,60,25.42 %,,,,2,,1,1,,1,54,1,,,
50191,Total,236,157,66.53 %,,,1,3,,10,2,,4,129,3,,,
50192,Vote by Mail,3,2,66.67 %,,,,,,,,,,2,,,,
50192,Polling Place,3,0,0.00 %,,,,,,,,,,,,,,
50192,Total,3,2,66.67 %,,,,,,,,,,2,,,,
50201,Vote by Mail,150,72,48.00 %,,,,1,,,1,1,1,63,1,,,
50201,Polling Place,150,21,14.00 %,,,,,,,,,,20,,,,
50201,Total,150,93,62.00 %,,,,1,,,1,1,1,83,1,,,
50204,Vote by Mail,0,0,,,,,,,,,,,,,,,
50204,Polling Place,0,0,,,,,,,,,,,,,,,
50204,Total,0,0,,,,,,,,,,,,,,,
50211,Vote by Mail,127,57,44.88 %,,,,2,,4,1,,2,42,5,,,
50211,Polling Place,127,22,17.32 %,,,,,,1,,,,21,,,,
50211,Total,127,79,62.20 %,,,,2,,5,1,,2,63,5,,,
50221,Vote by Mail,102,38,37.25 %,,,,2,,2,1,,1,25,3,,,
50221,Polling Place,102,14,13.73 %,,,,,,,,,,12,2,,,
50221,Total,102,52,50.98 %,,,,2,,2,1,,1,37,5,,,
50232,Vote by Mail,150,66,44.00 %,,,,,,4,,2,,52,2,,,
50232,Polling Place,150,26,17.33 %,,,,1,,,,,,22,,,,
50232,Total,150,92,61.33 %,,,,1,,4,,2,,74,2,,,
50235,Vote by Mail,154,76,49.35 %,,,2,1,,7,1,,1,57,4,,,
50235,Polling Place,154,13,8.44 %,,,,,,,,,,13,,,,
50235,Total,154,89,57.79 %,,,2,1,,7,1,,1,70,4,,,
50284,Vote by Mail,3,3,100.00 %,,,,,,,,,1,2,,,,
50284,Polling Place,3,0,0.00 %,,,,,,,,,,,,,,
50284,Total,3,3,100.00 %,,,,,,,,,1,2,,,,
50287,Vote by Mail,1,1,100.00 %,,,1,,,,,,,,,,,
50287,Polling Place,1,0,0.00 %,,,,,,,,,,,,,,
50287,Total,1,1,100.00 %,,,1,,,,,,,,,,,
50297,Vote by Mail,0,0,,,,,,,,,,,,,,,
50297,Polling Place,0,0,,,,,,,,,,,,,,,
50297,Total,0,0,,,,,,,,,,,,,,,
50301,Vote by Mail,50,26,52.00 %,,,,,,3,,,,22,1,,,
50301,Polling Place,50,0,0.00 %,,,,,,,,,,,,,,
50301,Total,50,26,52.00 %,,,,,,3,,,,22,1,,,
50341,Vote by Mail,174,78,44.83 %,,,2,1,,4,,1,1,60,2,,,
50341,Polling Place,174,35,20.11 %,,,,2,,,,1,,23,3,,,
50341,Total,174,113,64.94 %,,,2,3,,4,,2,1,83,5,,,
50381,Vote by Mail,184,99,53.80 %,,,1,4,,5,4,2,,71,3,,,
50381,Polling Place,184,12,6.52 %,,,,,,,,,,11,,,,
50381,Total,184,111,60.33 %,,,1,4,,5,4,2,,82,3,,,
50434,Vote by Mail,19,15,78.95 %,,,,,,1,,,,14,,,,
50434,Polling Place,19,1,5.26 %,,,,,,,,,,1,,,,
50434,Total,19,16,84.21 %,,,,,,1,,,,15,,,,
50480,Vote by Mail,256,148,57.81 %,,,2,,,7,,3,2,121,6,,,
50480,Polling Place,256,26,10.16 %,,,1,,,,1,,1,16,2,,,
50480,Total,256,174,67.97 %,,,3,,,7,1,3,3,137,8,,,
50492,Vote by Mail,13,6,46.15 %,,,,1,,,,,,5,,,,
50492,Polling Place,13,0,0.00 %,,,,,,,,,,,,,,
50492,Total,13,6,46.15 %,,,,1,,,,,,5,,,,
50494,Vote by Mail,0,0,,,,,,,,,,,,,,,
50494,Polling Place,0,0,,,,,,,,,,,,,,,
50494,Total,0,0,,,,,,,,,,,,,,,
50502,Vote by Mail,13,11,84.62 %,,,,,,,,,,9,,,,
50502,Polling Place,13,0,0.00 %,,,,,,,,,,,,,,
50502,Total,13,11,84.62 %,,,,,,,,,,9,,,,
50521,Vote by Mail,154,87,56.49 %,,,,3,,3,1,,1,65,1,,,
50521,Polling Place,154,13,8.44 %,,,,1,,,,,,12,,,,
50521,Total,154,100,64.94 %,,,,4,,3,1,,1,77,1,,,
51010,Vote by Mail,119,35,29.41 %,,,2,1,,,1,1,,25,1,,,
51010,Polling Place,119,15,12.61 %,,,,1,,1,,,,12,1,,,
51010,Total,119,50,42.02 %,,,2,2,,1,1,1,,37,2,,,
51080,Vote by Mail,127,48,37.80 %,,,,4,,3,1,,,38,2,,,
51080,Polling Place,127,17,13.39 %,,,,2,,1,1,,,11,1,,,
51080,Total,127,65,51.18 %,,,,6,,4,2,,,49,3,,,
51090,Vote by Mail,137,58,42.34 %,,,4,3,,2,2,,1,38,1,,,
51090,Polling Place,137,22,16.06 %,,,,,,1,,,1,16,1,,,
51090,Total,137,80,58.39 %,,,4,3,,3,2,,2,54,2,,,
51620,Vote by Mail,4,3,75.00 %,,,,,,,,,,3,,,,
51620,Polling Place,4,0,0.00 %,,,,,,,,,,,,,,
51620,Total,4,3,75.00 %,,,,,,,,,,3,,,,
54010,Vote by Mail,245,118,48.16 %,,,,3,,13,1,,1,92,3,,,
54010,Polling Place,245,57,23.27 %,,,,2,,6,1,1,,43,2,,,
54010,Total,245,175,71.43 %,,,,5,,19,2,1,1,135,5,,,
54020,Vote by Mail,164,102,62.20 %,,,2,3,,2,1,1,,74,6,,,
54020,Polling Place,164,22,13.41 %,,,,,,,,,,19,1,,,
54020,Total,164,124,75.61 %,,,2,3,,2,1,1,,93,7,,,
54031,Vote by Mail,274,120,43.80 %,,,2,5,,4,1,3,,88,,,,
54031,Polling Place,274,47,17.15 %,,,1,2,,2,1,,,38,1,,,
54031,Total,274,167,60.95 %,,,3,7,,6,2,3,,126,1,,,
54051,Vote by Mail,324,149,45.99 %,,,4,9,,13,1,1,1,106,3,,,
54051,Polling Place,324,44,13.58 %,,,,2,,2,1,,,33,3,,,
54051,Total,324,193,59.57 %,,,4,11,,15,2,1,1,139,6,,,
54061,Vote by Mail,257,107,41.63 %,,,1,5,,4,,,4,81,3,,,
54061,Polling Place,257,57,22.18 %,,,,,,1,,,,47,2,,,
54061,Total,257,164,63.81 %,,,1,5,,5,,,4,128,5,,,
54070,Vote by Mail,237,94,39.66 %,,,,6,,5,,,1,68,3,,,
54070,Polling Place,237,58,24.47 %,,,2,5,,4,1,1,,41,2,,,
54070,Total,237,152,64.14 %,,,2,11,,9,1,1,1,109,5,,,
,,,,,,,,,,,,,,,,,,
Total - Vote by Mail,,22743,10765,47.33 %,,,115,399,,461,123,72,85,8381,359,1,,
Total - Polling Place,,22743,3624,15.93 %,,,36,160,,113,48,18,17,2895,103,,,
Contest Total,,22743,14389,63.27 %,,,151,559,,574,171,90,102,11276,462,1,,
