district,BALLOTS CAST,JOSEPH R. BIDEN,ELIZABETH WARREN,BERNIE SANDERS
15,64128,27572,9291,27265
16,52281,25765,10801,15715
11,5272,2365,561,2346
14,46674,15314,9417,21943
