district,BALLOTS CAST,JOSEPH R. BIDEN,ELIZABETH WARREN,BERNIE SANDERS
6,90135,24933,13973,30841
7,68344,20084,7896,20523
10,73483,22566,7099,25149
9,7360,2117,558,2004
