district,BALLOTS CAST,JOSEPH R. BIDEN,ELIZABETH WARREN,BERNIE SANDERS
60,366340,104330,20680,164240
58,413590,109030,31700,188220
63,496990,159610,41400,182930
71,264240,84490,25460,89530
47,561500,171290,51350,127790
36,229380,66450,14930,82820
