COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9000344A,1183,9,N,2816,TOTAL,965,346,591, 
LOS ANGELES,9000345A,7584,379,N, ,POLLING PLACE,132,37,93, 
LOS ANGELES,9000345A,7584,379,N, ,VBM PORTION,543,223,305, 
LOS ANGELES,9000345A,7584,379,N,1517,TOTAL,675,260,398, 
LOS ANGELES,9000346A,1184,931,N, ,POLLING PLACE,225,78,139, 
LOS ANGELES,9000346A,1184,931,N, ,VBM PORTION,798,315,440, 
LOS ANGELES,9000346A,1184,931,N,3111,TOTAL,1023,393,579, 
LOS ANGELES,9000347A,1185,780,N, ,POLLING PLACE,325,178,138, 
LOS ANGELES,9000347A,1185,780,N, ,VBM PORTION,1605,1059,513, 
LOS ANGELES,9000347A,1185,780,N,3375,TOTAL,1930,1237,651, 
LOS ANGELES,9000350A,1186,379,N, ,POLLING PLACE,337,65,267, 
LOS ANGELES,9000350A,1186,379,N, ,VBM PORTION,1729,602,1082, 
LOS ANGELES,9000350A,1186,379,N,3856,TOTAL,2066,667,1349, 
LOS ANGELES,9000352A,1187,379,N, ,POLLING PLACE,172,50,116, 
LOS ANGELES,9000352A,1187,379,N, ,VBM PORTION,626,321,282, 
LOS ANGELES,9000352A,1187,379,N,1713,TOTAL,798,371,398, 
LOS ANGELES,9000358B,7585,772,N, ,POLLING PLACE,123,47,72, 
LOS ANGELES,9000358B,7585,772,N, ,VBM PORTION,525,240,275, 
LOS ANGELES,9000358B,7585,772,N,1402,TOTAL,648,287,347, 
LOS ANGELES,9000365A,1188,771,N, ,POLLING PLACE,271,92,174, 
LOS ANGELES,9000365A,1188,771,N, ,VBM PORTION,1078,473,585, 
LOS ANGELES,9000365A,1188,771,N,2742,TOTAL,1349,565,759, 
LOS ANGELES,9000366A,1189,486,N, ,POLLING PLACE,171,127,40, 
LOS ANGELES,9000366A,1189,486,N, ,VBM PORTION,758,582,161, 
LOS ANGELES,9000366A,1189,486,N,2357,TOTAL,929,709,201, 
LOS ANGELES,9000368C,1190,291,N, ,POLLING PLACE,259,193,59, 
LOS ANGELES,9000368C,1190,291,N, ,VBM PORTION,1045,798,226, 
LOS ANGELES,9000368C,1190,291,N,2620,TOTAL,1304,991,285, 
LOS ANGELES,9000369A,1191,277,N, ,POLLING PLACE,247,127,110, 
LOS ANGELES,9000369A,1191,277,N, ,VBM PORTION,1156,768,358, 
LOS ANGELES,9000369A,1191,277,N,2553,TOTAL,1403,895,468, 
LOS ANGELES,9000376A,1192,9,N, ,POLLING PLACE,168,58,106, 
LOS ANGELES,9000376A,1192,9,N, ,VBM PORTION,567,227,328, 
LOS ANGELES,9000376A,1192,9,N,2157,TOTAL,735,285,434, 
LOS ANGELES,9000378A,1193,9,N, ,POLLING PLACE,249,65,181, 
LOS ANGELES,9000378A,1193,9,N, ,VBM PORTION,995,410,549, 
LOS ANGELES,9000378A,1193,9,N,3229,TOTAL,1244,475,730, 
LOS ANGELES,9000379A,1194,9,N, ,POLLING PLACE,278,104,161, 
LOS ANGELES,9000379A,1194,9,N, ,VBM PORTION,980,463,491, 
LOS ANGELES,9000379A,1194,9,N,3504,TOTAL,1258,567,652, 
LOS ANGELES,9000383D,1195,9,N, ,POLLING PLACE,160,39,115, 
LOS ANGELES,9000383D,1195,9,N, ,VBM PORTION,679,305,360, 
LOS ANGELES,9000383D,1195,9,N,2645,TOTAL,839,344,475, 
LOS ANGELES,9000384A,1196,9,N, ,POLLING PLACE,173,62,107, 
LOS ANGELES,9000384A,1196,9,N, ,VBM PORTION,694,296,382, 
LOS ANGELES,9000384A,1196,9,N,2783,TOTAL,867,358,489, 
LOS ANGELES,9000391A,1197,9,N, ,POLLING PLACE,133,55,70, 
LOS ANGELES,9000391A,1197,9,N, ,VBM PORTION,501,236,253, 
LOS ANGELES,9000391A,1197,9,N,2771,TOTAL,634,291,323, 
LOS ANGELES,9000393B,1198,30,N, ,POLLING PLACE,217,70,140, 
LOS ANGELES,9000393B,1198,30,N, ,VBM PORTION,803,373,401, 
LOS ANGELES,9000393B,1198,30,N,3112,TOTAL,1020,443,541, 
LOS ANGELES,9000395B,1199,269,N, ,POLLING PLACE,136,76,57, 
LOS ANGELES,9000395B,1199,269,N, ,VBM PORTION,414,237,173, 
LOS ANGELES,9000395B,1199,269,N,1694,TOTAL,550,313,230, 
LOS ANGELES,9000399A,1200,9,N, ,POLLING PLACE,225,82,138, 
LOS ANGELES,9000399A,1200,9,N, ,VBM PORTION,1069,509,535, 
LOS ANGELES,9000399A,1200,9,N,3856,TOTAL,1294,591,673, 
LOS ANGELES,9000401A,1201,777,N, ,POLLING PLACE,373,80,286, 
LOS ANGELES,9000401A,1201,777,N, ,VBM PORTION,1598,689,866, 
LOS ANGELES,9000401A,1201,777,N,3457,TOTAL,1971,769,1152, 
LOS ANGELES,9000402A,1202,773,N, ,POLLING PLACE,277,104,170, 
LOS ANGELES,9000402A,1202,773,N, ,VBM PORTION,1691,1035,614, 
LOS ANGELES,9000402A,1202,773,N,3687,TOTAL,1968,1139,784, 
LOS ANGELES,9000408A,1203,9,N, ,POLLING PLACE,179,76,98, 
LOS ANGELES,9000408A,1203,9,N, ,VBM PORTION,637,308,308, 
LOS ANGELES,9000408A,1203,9,N,3164,TOTAL,816,384,406, 
LOS ANGELES,9000410B,1204,773,N, ,POLLING PLACE,308,122,183, 
LOS ANGELES,9000410B,1204,773,N, ,VBM PORTION,1836,979,819, 
LOS ANGELES,9000410B,1204,773,N,3061,TOTAL,2144,1101,1002, 
LOS ANGELES,9000415A,1205,9,N, ,POLLING PLACE,173,94,75, 
LOS ANGELES,9000415A,1205,9,N, ,VBM PORTION,586,246,326, 
LOS ANGELES,9000415A,1205,9,N,2748,TOTAL,759,340,401, 
LOS ANGELES,9000416A,7586,28,N, ,POLLING PLACE,109,10,97, 
LOS ANGELES,9000416A,7586,28,N, ,VBM PORTION,406,152,233, 
LOS ANGELES,9000416A,7586,28,N,1246,TOTAL,515,162,330, 
LOS ANGELES,9000419A,1206,12,N, ,POLLING PLACE,202,65,123, 
LOS ANGELES,9000419A,1206,12,N, ,VBM PORTION,920,486,415, 
LOS ANGELES,9000419A,1206,12,N,3022,TOTAL,1122,551,538, 
LOS ANGELES,9000422A,1207,621,N, ,POLLING PLACE,310,159,147, 
LOS ANGELES,9000422A,1207,621,N, ,VBM PORTION,1608,1024,564, 
LOS ANGELES,9000422A,1207,621,N,2863,TOTAL,1918,1183,711, 
LOS ANGELES,9000424A,1208,12,N, ,POLLING PLACE,176,54,121, 
LOS ANGELES,9000424A,1208,12,N, ,VBM PORTION,916,502,388, 
LOS ANGELES,9000424A,1208,12,N,2236,TOTAL,1092,556,509, 
LOS ANGELES,9000426A,1209,269,N, ,POLLING PLACE,284,162,119, 
LOS ANGELES,9000426A,1209,269,N, ,VBM PORTION,938,617,300, 
LOS ANGELES,9000426A,1209,269,N,2826,TOTAL,1222,779,419, 
LOS ANGELES,9000428A,1210,622,N, ,POLLING PLACE,323,135,181, 
LOS ANGELES,9000428A,1210,622,N, ,VBM PORTION,1750,973,756, 
LOS ANGELES,9000428A,1210,622,N,3091,TOTAL,2073,1108,937, 
LOS ANGELES,9000447A,7587,884,N, ,POLLING PLACE,10,7,3, 
LOS ANGELES,9000447A,7587,884,N, ,VBM PORTION,25,16,9, 
LOS ANGELES,9000447A,7587,884,N,125,TOTAL,35,23,12, 
LOS ANGELES,9000452A,1211,463,N, ,POLLING PLACE,385,107,267, 
LOS ANGELES,9000452A,1211,463,N, ,VBM PORTION,1608,760,808, 
LOS ANGELES,9000452A,1211,463,N,3101,TOTAL,1993,867,1075, 
LOS ANGELES,9000454A,1212,484,N, ,POLLING PLACE,195,115,72, 
LOS ANGELES,9000454A,1212,484,N, ,VBM PORTION,470,266,195, 
LOS ANGELES,9000454A,1212,484,N,2119,TOTAL,665,381,267, 
LOS ANGELES,9000456C,7588,290,N, ,POLLING PLACE,20,18,2, 
LOS ANGELES,9000456C,7588,290,N, ,VBM PORTION,80,61,17, 
LOS ANGELES,9000456C,7588,290,N,167,TOTAL,100,79,19, 
LOS ANGELES,9000463A,1213,9,N, ,POLLING PLACE,184,76,106, 
LOS ANGELES,9000463A,1213,9,N, ,VBM PORTION,822,404,392, 
LOS ANGELES,9000463A,1213,9,N,3224,TOTAL,1006,480,498, 
LOS ANGELES,9000467E,1214,9,N, ,POLLING PLACE,169,79,88, 
LOS ANGELES,9000467E,1214,9,N, ,VBM PORTION,546,228,298, 
LOS ANGELES,9000467E,1214,9,N,2816,TOTAL,715,307,386, 
LOS ANGELES,9000472A,1215,9,N, ,POLLING PLACE,136,51,77, 
LOS ANGELES,9000472A,1215,9,N, ,VBM PORTION,748,315,413, 
LOS ANGELES,9000472A,1215,9,N,2725,TOTAL,884,366,490, 
LOS ANGELES,9000474A,1216,9,N, ,POLLING PLACE,106,40,63, 
LOS ANGELES,9000474A,1216,9,N, ,VBM PORTION,405,156,236, 
LOS ANGELES,9000474A,1216,9,N,1614,TOTAL,511,196,299, 
LOS ANGELES,9000483A,1217,622,N, ,POLLING PLACE,179,88,84, 
LOS ANGELES,9000483A,1217,622,N, ,VBM PORTION,546,336,192, 
LOS ANGELES,9000483A,1217,622,N,2091,TOTAL,725,424,276, 
LOS ANGELES,9000490A,1218,13,N, ,POLLING PLACE,180,68,101, 
LOS ANGELES,9000490A,1218,13,N, ,VBM PORTION,766,399,341, 
LOS ANGELES,9000490A,1218,13,N,2686,TOTAL,946,467,442, 
LOS ANGELES,9000494A,1219,9,N, ,POLLING PLACE,212,61,143, 
LOS ANGELES,9000494A,1219,9,N, ,VBM PORTION,818,355,443, 
LOS ANGELES,9000494A,1219,9,N,3206,TOTAL,1030,416,586, 
LOS ANGELES,9000495A,1220,273,N, ,POLLING PLACE,217,132,81, 
LOS ANGELES,9000495A,1220,273,N, ,VBM PORTION,759,452,293, 
LOS ANGELES,9000495A,1220,273,N,2311,TOTAL,976,584,374, 
LOS ANGELES,9000497A,1221,617,N, ,POLLING PLACE,124,31,90, 
LOS ANGELES,9000497A,1221,617,N, ,VBM PORTION,528,179,334, 
LOS ANGELES,9000497A,1221,617,N,2034,TOTAL,652,210,424, 
LOS ANGELES,9000499A,1222,9,N, ,POLLING PLACE,203,72,118, 
LOS ANGELES,9000499A,1222,9,N, ,VBM PORTION,717,342,357, 
LOS ANGELES,9000499A,1222,9,N,2860,TOTAL,920,414,475, 
LOS ANGELES,9000500A,1223,617,N, ,POLLING PLACE,162,43,117, 
LOS ANGELES,9000500A,1223,617,N, ,VBM PORTION,787,329,442, 
LOS ANGELES,9000500A,1223,617,N,2440,TOTAL,949,372,559, 
LOS ANGELES,9000507A,7590,276,N, ,POLLING PLACE,99,72,24, 
LOS ANGELES,9000507A,7590,276,N, ,VBM PORTION,522,408,104, 
LOS ANGELES,9000507A,7590,276,N,1196,TOTAL,621,480,128, 
LOS ANGELES,9000510A,1224,9,N, ,POLLING PLACE,178,73,98, 
LOS ANGELES,9000510A,1224,9,N, ,VBM PORTION,657,283,358, 
LOS ANGELES,9000510A,1224,9,N,2790,TOTAL,835,356,456, 
LOS ANGELES,9000516A,1225,9,N, ,POLLING PLACE,130,51,75, 
LOS ANGELES,9000516A,1225,9,N, ,VBM PORTION,648,328,300, 
LOS ANGELES,9000516A,1225,9,N,2806,TOTAL,778,379,375, 
LOS ANGELES,9000519A,1226,9,N, ,POLLING PLACE,160,86,72, 
LOS ANGELES,9000519A,1226,9,N, ,VBM PORTION,537,312,211, 
LOS ANGELES,9000519A,1226,9,N,2689,TOTAL,697,398,283, 
LOS ANGELES,9000523A,1227,9,N, ,POLLING PLACE,166,53,111, 
LOS ANGELES,9000523A,1227,9,N, ,VBM PORTION,618,298,306, 
LOS ANGELES,9000523A,1227,9,N,2630,TOTAL,784,351,417, 
LOS ANGELES,9000525C,1228,30,N, ,POLLING PLACE,210,73,132, 
LOS ANGELES,9000525C,1228,30,N, ,VBM PORTION,751,372,363, 
LOS ANGELES,9000525C,1228,30,N,3006,TOTAL,961,445,495, 
LOS ANGELES,9000530A,1229,198,N, ,POLLING PLACE,285,172,103, 
LOS ANGELES,9000530A,1229,198,N, ,VBM PORTION,1214,792,348, 
LOS ANGELES,9000530A,1229,198,N,3055,TOTAL,1499,964,451, 
LOS ANGELES,9000531A,1230,18,N, ,POLLING PLACE,169,71,92, 
LOS ANGELES,9000531A,1230,18,N, ,VBM PORTION,902,503,387, 
LOS ANGELES,9000531A,1230,18,N,2649,TOTAL,1071,574,479, 
LOS ANGELES,9000533B,1231,486,N, ,POLLING PLACE,162,115,44, 
LOS ANGELES,9000533B,1231,486,N, ,VBM PORTION,712,509,195, 
LOS ANGELES,9000533B,1231,486,N,2587,TOTAL,874,624,239, 
LOS ANGELES,9000535A,7591,298,N, ,POLLING PLACE,83,31,50, 
LOS ANGELES,9000535A,7591,298,N, ,VBM PORTION,299,164,125, 
LOS ANGELES,9000535A,7591,298,N,1309,TOTAL,382,195,175, 
LOS ANGELES,9000544A,1232,198,N, ,POLLING PLACE,335,212,115, 
LOS ANGELES,9000544A,1232,198,N, ,VBM PORTION,1250,911,317, 
LOS ANGELES,9000544A,1232,198,N,3391,TOTAL,1585,1123,432, 
LOS ANGELES,9000550B,7592,296,N, ,POLLING PLACE,21,11,9, 
LOS ANGELES,9000550B,7592,296,N, ,VBM PORTION,62,32,28, 
LOS ANGELES,9000550B,7592,296,N,331,TOTAL,83,43,37, 
LOS ANGELES,9000553A,1233,617,N, ,POLLING PLACE,142,62,78, 
LOS ANGELES,9000553A,1233,617,N, ,VBM PORTION,493,265,218, 
LOS ANGELES,9000553A,1233,617,N,2009,TOTAL,635,327,296, 
LOS ANGELES,9000562B,1234,617,N, ,POLLING PLACE,120,34,84, 
LOS ANGELES,9000562B,1234,617,N, ,VBM PORTION,671,319,341, 
LOS ANGELES,9000562B,1234,617,N,2597,TOTAL,791,353,425, 
LOS ANGELES,9000563A,1235,617,N, ,POLLING PLACE,197,78,116, 
LOS ANGELES,9000563A,1235,617,N, ,VBM PORTION,903,496,388, 
LOS ANGELES,9000563A,1235,617,N,3120,TOTAL,1100,574,504, 
LOS ANGELES,9000566A,1236,617,N, ,POLLING PLACE,257,115,133, 
LOS ANGELES,9000566A,1236,617,N, ,VBM PORTION,1171,707,432, 
LOS ANGELES,9000566A,1236,617,N,3196,TOTAL,1428,822,565, 
LOS ANGELES,9000567A,1237,230,N, ,POLLING PLACE,378,94,277, 
LOS ANGELES,9000567A,1237,230,N, ,VBM PORTION,1792,773,973, 
LOS ANGELES,9000567A,1237,230,N,3394,TOTAL,2170,867,1250, 
LOS ANGELES,9000568A,1238,617,N, ,POLLING PLACE,177,75,97, 
LOS ANGELES,9000568A,1238,617,N, ,VBM PORTION,783,463,288, 
LOS ANGELES,9000568A,1238,617,N,2357,TOTAL,960,538,385, 
LOS ANGELES,9000578A,1239,12,N, ,POLLING PLACE,204,77,114, 
LOS ANGELES,9000578A,1239,12,N, ,VBM PORTION,820,453,350, 
LOS ANGELES,9000578A,1239,12,N,2911,TOTAL,1024,530,464, 
LOS ANGELES,9000580A,1240,278,N, ,POLLING PLACE,301,180,115, 
LOS ANGELES,9000580A,1240,278,N, ,VBM PORTION,967,685,261, 
LOS ANGELES,9000580A,1240,278,N,2951,TOTAL,1268,865,376, 
LOS ANGELES,9000581A,1241,616,N, ,POLLING PLACE,204,103,97, 
LOS ANGELES,9000581A,1241,616,N, ,VBM PORTION,1053,622,409, 
LOS ANGELES,9000581A,1241,616,N,3223,TOTAL,1257,725,506, 
LOS ANGELES,9000589A,1242,290,N, ,POLLING PLACE,241,140,96, 
LOS ANGELES,9000589A,1242,290,N, ,VBM PORTION,1120,731,362, 
LOS ANGELES,9000589A,1242,290,N,2388,TOTAL,1361,871,458, 
LOS ANGELES,9000593C,1243,291,N, ,POLLING PLACE,227,132,95, 
LOS ANGELES,9000593C,1243,291,N, ,VBM PORTION,1120,820,285, 
LOS ANGELES,9000593C,1243,291,N,2499,TOTAL,1347,952,380, 
LOS ANGELES,9000599A,7593,267,N, ,POLLING PLACE,11,5,6, 
LOS ANGELES,9000599A,7593,267,N, ,VBM PORTION,56,43,12, 
LOS ANGELES,9000599A,7593,267,N,98,TOTAL,67,48,18, 
LOS ANGELES,9000600A,1244,277,N, ,POLLING PLACE,249,124,120, 
LOS ANGELES,9000600A,1244,277,N, ,VBM PORTION,1347,860,461, 
LOS ANGELES,9000600A,1244,277,N,2486,TOTAL,1596,984,581, 
LOS ANGELES,9000601C,1245,269,N, ,POLLING PLACE,196,131,61, 
LOS ANGELES,9000601C,1245,269,N, ,VBM PORTION,855,543,292, 
LOS ANGELES,9000601C,1245,269,N,2487,TOTAL,1051,674,353, 
LOS ANGELES,9000602C,1246,298,N, ,POLLING PLACE,192,123,64, 
LOS ANGELES,9000602C,1246,298,N, ,VBM PORTION,489,275,193, 
LOS ANGELES,9000602C,1246,298,N,1934,TOTAL,681,398,257, 
LOS ANGELES,9000605A,1247,296,N, ,POLLING PLACE,294,174,110, 
LOS ANGELES,9000605A,1247,296,N, ,VBM PORTION,1148,623,508, 
LOS ANGELES,9000605A,1247,296,N,3688,TOTAL,1442,797,618, 
LOS ANGELES,9000606A,7594,620,N, ,POLLING PLACE,80,27,51, 
LOS ANGELES,9000606A,7594,620,N, ,VBM PORTION,349,228,110, 
LOS ANGELES,9000606A,7594,620,N,871,TOTAL,429,255,161, 
LOS ANGELES,9000607A,1248,622,N, ,POLLING PLACE,315,168,141, 
LOS ANGELES,9000607A,1248,622,N, ,VBM PORTION,1219,778,404, 
LOS ANGELES,9000607A,1248,622,N,3078,TOTAL,1534,946,545, 
LOS ANGELES,9000609A,1249,447,N, ,POLLING PLACE,282,137,143, 
LOS ANGELES,9000609A,1249,447,N, ,VBM PORTION,1321,872,418, 
LOS ANGELES,9000609A,1249,447,N,3074,TOTAL,1603,1009,561, 
LOS ANGELES,9000612A,1250,771,N, ,POLLING PLACE,333,69,257, 
LOS ANGELES,9000612A,1250,771,N, ,VBM PORTION,1441,497,914, 
LOS ANGELES,9000612A,1250,771,N,3003,TOTAL,1774,566,1171, 
LOS ANGELES,9000619A,1251,622,N, ,POLLING PLACE,230,117,101, 
LOS ANGELES,9000619A,1251,622,N, ,VBM PORTION,1286,901,353, 
LOS ANGELES,9000619A,1251,622,N,3276,TOTAL,1516,1018,454, 
LOS ANGELES,9000624C,7595,776,N, ,POLLING PLACE,19,6,13, 
LOS ANGELES,9000624C,7595,776,N, ,VBM PORTION,138,55,77, 
LOS ANGELES,9000624C,7595,776,N,212,TOTAL,157,61,90, 
LOS ANGELES,9000627A,7597,453,N, ,POLLING PLACE,2,0,2, 
LOS ANGELES,9000627A,7597,453,N, ,VBM PORTION,2,0,2, 
LOS ANGELES,9000627A,7597,453,N,16,TOTAL,4,0,4, 
LOS ANGELES,9000628A,1252,777,N, ,POLLING PLACE,240,46,191, 
LOS ANGELES,9000628A,1252,777,N, ,VBM PORTION,949,359,561, 
LOS ANGELES,9000628A,1252,777,N,2038,TOTAL,1189,405,752, 
LOS ANGELES,9000629A,1253,12,N, ,POLLING PLACE,144,59,82, 
LOS ANGELES,9000629A,1253,12,N, ,VBM PORTION,662,351,304, 
LOS ANGELES,9000629A,1253,12,N,2171,TOTAL,806,410,386, 
LOS ANGELES,9000631A,1254,9,N, ,POLLING PLACE,91,34,53, 
LOS ANGELES,9000631A,1254,9,N, ,VBM PORTION,416,208,190, 
LOS ANGELES,9000631A,1254,9,N,1838,TOTAL,507,242,243, 
LOS ANGELES,9000636A,1255,28,N, ,POLLING PLACE,283,62,212, 
LOS ANGELES,9000636A,1255,28,N, ,VBM PORTION,950,349,554, 
LOS ANGELES,9000636A,1255,28,N,3028,TOTAL,1233,411,766, 
LOS ANGELES,9000639A,1256,28,N, ,POLLING PLACE,277,66,199, 
LOS ANGELES,9000639A,1256,28,N, ,VBM PORTION,973,413,537, 
LOS ANGELES,9000639A,1256,28,N,2830,TOTAL,1250,479,736, 
LOS ANGELES,9000640A,1257,28,N, ,POLLING PLACE,183,58,120, 
LOS ANGELES,9000640A,1257,28,N, ,VBM PORTION,733,305,393, 
LOS ANGELES,9000640A,1257,28,N,1789,TOTAL,916,363,513, 
LOS ANGELES,9000642C,1258,198,N, ,POLLING PLACE,253,154,98, 
LOS ANGELES,9000642C,1258,198,N, ,VBM PORTION,1033,707,301, 
LOS ANGELES,9000642C,1258,198,N,2821,TOTAL,1286,861,399, 
LOS ANGELES,9000648A,1259,940,N, ,POLLING PLACE,213,68,140, 
LOS ANGELES,9000648A,1259,940,N, ,VBM PORTION,846,355,468, 
LOS ANGELES,9000648A,1259,940,N,2396,TOTAL,1059,423,608, 
LOS ANGELES,9000654A,1260,28,N, ,POLLING PLACE,249,57,186, 
LOS ANGELES,9000654A,1260,28,N, ,VBM PORTION,897,394,477, 
LOS ANGELES,9000654A,1260,28,N,2240,TOTAL,1146,451,663, 
LOS ANGELES,9000655A,1261,28,N, ,POLLING PLACE,229,66,152, 
LOS ANGELES,9000655A,1261,28,N, ,VBM PORTION,766,323,405, 
LOS ANGELES,9000655A,1261,28,N,3024,TOTAL,995,389,557, 
LOS ANGELES,9000668B,1262,12,N, ,POLLING PLACE,233,108,119, 
LOS ANGELES,9000668B,1262,12,N, ,VBM PORTION,1230,676,524, 
LOS ANGELES,9000668B,1262,12,N,3367,TOTAL,1463,784,643, 
LOS ANGELES,9000682A,1263,269,N, ,POLLING PLACE,181,102,74, 
LOS ANGELES,9000682A,1263,269,N, ,VBM PORTION,823,511,287, 
LOS ANGELES,9000682A,1263,269,N,2702,TOTAL,1004,613,361, 
LOS ANGELES,9000688A,1264,622,N, ,POLLING PLACE,199,102,90, 
LOS ANGELES,9000688A,1264,622,N, ,VBM PORTION,775,480,285, 
LOS ANGELES,9000688A,1264,622,N,2397,TOTAL,974,582,375, 
LOS ANGELES,9000692A,7599,618,N, ,POLLING PLACE,130,49,77, 
LOS ANGELES,9000692A,7599,618,N, ,VBM PORTION,528,297,220, 
LOS ANGELES,9000692A,7599,618,N,1429,TOTAL,658,346,297, 
LOS ANGELES,9000694A,1265,280,N, ,POLLING PLACE,283,205,71, 
LOS ANGELES,9000694A,1265,280,N, ,VBM PORTION,1229,990,215, 
LOS ANGELES,9000694A,1265,280,N,2221,TOTAL,1512,1195,286, 
LOS ANGELES,9000695A,1266,28,N, ,POLLING PLACE,289,60,227, 
LOS ANGELES,9000695A,1266,28,N, ,VBM PORTION,838,275,523, 
LOS ANGELES,9000695A,1266,28,N,2466,TOTAL,1127,335,750, 
LOS ANGELES,9000699B,1267,280,N, ,POLLING PLACE,344,241,102, 
LOS ANGELES,9000699B,1267,280,N, ,VBM PORTION,1949,1506,414, 
LOS ANGELES,9000699B,1267,280,N,3257,TOTAL,2293,1747,516, 
LOS ANGELES,9000700B,7600,279,N, ,POLLING PLACE,33,11,22, 
LOS ANGELES,9000700B,7600,279,N, ,VBM PORTION,124,58,62, 
LOS ANGELES,9000700B,7600,279,N,231,TOTAL,157,69,84, 
LOS ANGELES,9000709A,1268,9,N, ,POLLING PLACE,223,93,123, 
LOS ANGELES,9000709A,1268,9,N, ,VBM PORTION,520,254,253, 
LOS ANGELES,9000709A,1268,9,N,3367,TOTAL,743,347,376, 
LOS ANGELES,9000724A,1269,273,N, ,POLLING PLACE,254,147,103, 
LOS ANGELES,9000724A,1269,273,N, ,VBM PORTION,1372,729,531, 
LOS ANGELES,9000724A,1269,273,N,3677,TOTAL,1626,876,634, 
LOS ANGELES,9000727A,1270,12,N, ,POLLING PLACE,198,89,106, 
LOS ANGELES,9000727A,1270,12,N, ,VBM PORTION,849,462,364, 
LOS ANGELES,9000727A,1270,12,N,3170,TOTAL,1047,551,470, 
LOS ANGELES,9000731A,1271,282,N, ,POLLING PLACE,178,101,68, 
LOS ANGELES,9000731A,1271,282,N, ,VBM PORTION,712,395,299, 
LOS ANGELES,9000731A,1271,282,N,2136,TOTAL,890,496,367, 
LOS ANGELES,9000734A,7601,275,N, ,POLLING PLACE,156,117,34, 
LOS ANGELES,9000734A,7601,275,N, ,VBM PORTION,818,633,168, 
LOS ANGELES,9000734A,7601,275,N,1921,TOTAL,974,750,202, 
LOS ANGELES,9000735A,1272,379,N, ,POLLING PLACE,292,68,218, 
LOS ANGELES,9000735A,1272,379,N, ,VBM PORTION,1467,547,873, 
LOS ANGELES,9000735A,1272,379,N,3605,TOTAL,1759,615,1091, 
LOS ANGELES,9000736A,1273,622,N, ,POLLING PLACE,233,144,85, 
LOS ANGELES,9000736A,1273,622,N, ,VBM PORTION,856,646,194, 
LOS ANGELES,9000736A,1273,622,N,2412,TOTAL,1089,790,279, 
LOS ANGELES,9000739A,7602,461,N, ,POLLING PLACE,14,8,6, 
LOS ANGELES,9000739A,7602,461,N, ,VBM PORTION,35,24,9, 
LOS ANGELES,9000739A,7602,461,N,98,TOTAL,49,32,15, 
LOS ANGELES,9000748A,1274,487,N, ,POLLING PLACE,121,67,51, 
LOS ANGELES,9000748A,1274,487,N, ,VBM PORTION,396,234,152, 
LOS ANGELES,9000748A,1274,487,N,2505,TOTAL,517,301,203, 
LOS ANGELES,9000750A,1275,273,N, ,POLLING PLACE,223,140,75, 
LOS ANGELES,9000750A,1275,273,N, ,VBM PORTION,1014,563,397, 
LOS ANGELES,9000750A,1275,273,N,2761,TOTAL,1237,703,472, 
LOS ANGELES,9000751A,1276,617,N, ,POLLING PLACE,249,87,154, 
LOS ANGELES,9000751A,1276,617,N, ,VBM PORTION,1067,607,433, 
LOS ANGELES,9000751A,1276,617,N,2880,TOTAL,1316,694,587, 
LOS ANGELES,9000753A,7603,28,N, ,POLLING PLACE,3,0,3, 
LOS ANGELES,9000753A,7603,28,N, ,VBM PORTION,0,0,0, 
LOS ANGELES,9000753A,7603,28,N,8,TOTAL,3,0,3, 
LOS ANGELES,9000760A,1277,290,N, ,POLLING PLACE,251,107,143, 
LOS ANGELES,9000760A,1277,290,N, ,VBM PORTION,1370,806,545, 
LOS ANGELES,9000760A,1277,290,N,2454,TOTAL,1621,913,688, 
LOS ANGELES,9000766A,1278,290,N, ,POLLING PLACE,262,145,107, 
LOS ANGELES,9000766A,1278,290,N, ,VBM PORTION,1245,770,455, 
LOS ANGELES,9000766A,1278,290,N,2625,TOTAL,1507,915,562, 
LOS ANGELES,9000770A,1279,288,N, ,POLLING PLACE,168,95,69, 
LOS ANGELES,9000770A,1279,288,N, ,VBM PORTION,844,549,278, 
LOS ANGELES,9000770A,1279,288,N,2585,TOTAL,1012,644,347, 
LOS ANGELES,9000774B,7604,290,N, ,POLLING PLACE,147,84,60, 
LOS ANGELES,9000774B,7604,290,N, ,VBM PORTION,609,384,209, 
LOS ANGELES,9000774B,7604,290,N,1352,TOTAL,756,468,269, 
LOS ANGELES,9000776A,1280,291,N, ,POLLING PLACE,183,124,58, 
LOS ANGELES,9000776A,1280,291,N, ,VBM PORTION,566,380,168, 
LOS ANGELES,9000776A,1280,291,N,2115,TOTAL,749,504,226, 
LOS ANGELES,9000782A,1281,198,N, ,POLLING PLACE,255,121,126, 
LOS ANGELES,9000782A,1281,198,N, ,VBM PORTION,963,505,371, 
LOS ANGELES,9000782A,1281,198,N,2901,TOTAL,1218,626,497, 
LOS ANGELES,9000784A,1282,274,N, ,POLLING PLACE,116,75,31, 
LOS ANGELES,9000784A,1282,274,N, ,VBM PORTION,671,406,180, 
LOS ANGELES,9000784A,1282,274,N,1808,TOTAL,787,481,211, 
