COUNTY OF LOS ANGELES,GENERAL ELECTION,11/08/2022,,,,,,,,
LOS ANGELES CITY GEN-MAYOR, , , , ,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN RUTH BASS,RICK J CARUSO,
LOS ANGELES,9001317C,1375,210,N,3400,TOTAL,2032,1001,977, 
LOS ANGELES,9001319A,7637,465,N, ,POLLING PLACE,3,1,2, 
LOS ANGELES,9001319A,7637,465,N, ,VBM PORTION,36,15,21, 
LOS ANGELES,9001319A,7637,465,N,57,TOTAL,39,16,23, 
LOS ANGELES,9001320A,7638,867,N, ,POLLING PLACE,26,20,4, 
LOS ANGELES,9001320A,7638,867,N, ,VBM PORTION,166,136,29, 
LOS ANGELES,9001320A,7638,867,N,299,TOTAL,192,156,33, 
LOS ANGELES,9001320B,7639,869,N, ,POLLING PLACE,15,12,3, 
LOS ANGELES,9001320B,7639,869,N, ,VBM PORTION,72,57,14, 
LOS ANGELES,9001320B,7639,869,N,145,TOTAL,87,69,17, 
LOS ANGELES,9001321A,7640,464,N, ,POLLING PLACE,30,16,12, 
LOS ANGELES,9001321A,7640,464,N, ,VBM PORTION,241,140,95, 
LOS ANGELES,9001321A,7640,464,N,416,TOTAL,271,156,107, 
LOS ANGELES,9001332B,7641,230,N, ,POLLING PLACE,52,15,37, 
LOS ANGELES,9001332B,7641,230,N, ,VBM PORTION,297,98,198, 
LOS ANGELES,9001332B,7641,230,N,475,TOTAL,349,113,235, 
LOS ANGELES,9001341A,7642,230,N, ,POLLING PLACE,231,154,65, 
LOS ANGELES,9001341A,7642,230,N, ,VBM PORTION,581,428,128, 
LOS ANGELES,9001341A,7642,230,N,1414,TOTAL,812,582,193, 
LOS ANGELES,9001342C,7643,210,N, ,POLLING PLACE,72,21,51, 
LOS ANGELES,9001342C,7643,210,N, ,VBM PORTION,390,172,212, 
LOS ANGELES,9001342C,7643,210,N,668,TOTAL,462,193,263, 
LOS ANGELES,9001345A,1376,485,N, ,POLLING PLACE,277,152,121, 
LOS ANGELES,9001345A,1376,485,N, ,VBM PORTION,1055,623,405, 
LOS ANGELES,9001345A,1376,485,N,3148,TOTAL,1332,775,526, 
LOS ANGELES,9001352A,1377,209,N, ,POLLING PLACE,350,68,276, 
LOS ANGELES,9001352A,1377,209,N, ,VBM PORTION,1764,656,1077, 
LOS ANGELES,9001352A,1377,209,N,3236,TOTAL,2114,724,1353, 
LOS ANGELES,9001359A,1378,230,N, ,POLLING PLACE,400,98,298, 
LOS ANGELES,9001359A,1378,230,N, ,VBM PORTION,1983,725,1218, 
LOS ANGELES,9001359A,1378,230,N,3815,TOTAL,2383,823,1516, 
LOS ANGELES,9001367A,1379,210,N, ,POLLING PLACE,327,67,259, 
LOS ANGELES,9001367A,1379,210,N, ,VBM PORTION,1973,652,1288, 
LOS ANGELES,9001367A,1379,210,N,3209,TOTAL,2300,719,1547, 
LOS ANGELES,9001372A,1380,452,N, ,POLLING PLACE,47,27,17, 
LOS ANGELES,9001372A,1380,452,N, ,VBM PORTION,74,36,35, 
LOS ANGELES,9001372A,1380,452,N,1638,TOTAL,121,63,52, 
LOS ANGELES,9001377A,1381,466,N, ,POLLING PLACE,326,214,105, 
LOS ANGELES,9001377A,1381,466,N, ,VBM PORTION,1259,948,276, 
LOS ANGELES,9001377A,1381,466,N,2889,TOTAL,1585,1162,381, 
LOS ANGELES,9001380A,7644,867,N, ,POLLING PLACE,8,2,5, 
LOS ANGELES,9001380A,7644,867,N, ,VBM PORTION,68,59,9, 
LOS ANGELES,9001380A,7644,867,N,108,TOTAL,76,61,14, 
LOS ANGELES,9001382A,1382,210,N, ,POLLING PLACE,391,93,297, 
LOS ANGELES,9001382A,1382,210,N, ,VBM PORTION,1904,808,1075, 
LOS ANGELES,9001382A,1382,210,N,3055,TOTAL,2295,901,1372, 
LOS ANGELES,9001384A,1383,932,N, ,POLLING PLACE,148,48,92, 
LOS ANGELES,9001384A,1383,932,N, ,VBM PORTION,449,206,225, 
LOS ANGELES,9001384A,1383,932,N,2646,TOTAL,597,254,317, 
LOS ANGELES,9001387A,1384,278,N, ,POLLING PLACE,290,189,95, 
LOS ANGELES,9001387A,1384,278,N, ,VBM PORTION,1244,901,325, 
LOS ANGELES,9001387A,1384,278,N,3074,TOTAL,1534,1090,420, 
LOS ANGELES,9001408A,1385,209,N, ,POLLING PLACE,265,42,223, 
LOS ANGELES,9001408A,1385,209,N, ,VBM PORTION,1202,408,783, 
LOS ANGELES,9001408A,1385,209,N,2270,TOTAL,1467,450,1006, 
LOS ANGELES,9001410A,1386,298,N, ,POLLING PLACE,129,63,58, 
LOS ANGELES,9001410A,1386,298,N, ,VBM PORTION,332,168,155, 
LOS ANGELES,9001410A,1386,298,N,2020,TOTAL,461,231,213, 
LOS ANGELES,9001413A,7648,222,N, ,POLLING PLACE,235,50,183, 
LOS ANGELES,9001413A,7648,222,N, ,VBM PORTION,891,310,569, 
LOS ANGELES,9001413A,7648,222,N,1690,TOTAL,1126,360,752, 
LOS ANGELES,9001418A,7649,209,N, ,POLLING PLACE,216,39,176, 
LOS ANGELES,9001418A,7649,209,N, ,VBM PORTION,965,309,642, 
LOS ANGELES,9001418A,7649,209,N,1720,TOTAL,1181,348,818, 
LOS ANGELES,9001419A,1387,296,N, ,POLLING PLACE,239,141,92, 
LOS ANGELES,9001419A,1387,296,N, ,VBM PORTION,967,567,379, 
LOS ANGELES,9001419A,1387,296,N,2990,TOTAL,1206,708,471, 
LOS ANGELES,9001421A,1388,199,N, ,POLLING PLACE,258,132,122, 
LOS ANGELES,9001421A,1388,199,N, ,VBM PORTION,1043,654,372, 
LOS ANGELES,9001421A,1388,199,N,2567,TOTAL,1301,786,494, 
LOS ANGELES,9001422A,1389,199,N, ,POLLING PLACE,230,127,100, 
LOS ANGELES,9001422A,1389,199,N, ,VBM PORTION,904,601,293, 
LOS ANGELES,9001422A,1389,199,N,2405,TOTAL,1134,728,393, 
LOS ANGELES,9001423A,7650,931,N, ,POLLING PLACE,135,35,90, 
LOS ANGELES,9001423A,7650,931,N, ,VBM PORTION,696,279,381, 
LOS ANGELES,9001423A,7650,931,N,1724,TOTAL,831,314,471, 
LOS ANGELES,9001424A,1390,486,N, ,POLLING PLACE,125,69,55, 
LOS ANGELES,9001424A,1390,486,N, ,VBM PORTION,394,265,126, 
LOS ANGELES,9001424A,1390,486,N,2194,TOTAL,519,334,181, 
LOS ANGELES,9001427B,7651,885,N, ,POLLING PLACE,20,13,6, 
LOS ANGELES,9001427B,7651,885,N, ,VBM PORTION,48,33,15, 
LOS ANGELES,9001427B,7651,885,N,480,TOTAL,68,46,21, 
LOS ANGELES,9001428A,1391,198,N, ,POLLING PLACE,291,156,128, 
LOS ANGELES,9001428A,1391,198,N, ,VBM PORTION,1490,988,474, 
LOS ANGELES,9001428A,1391,198,N,3020,TOTAL,1781,1144,602, 
LOS ANGELES,9001430A,7652,196,N, ,POLLING PLACE,166,65,100, 
LOS ANGELES,9001430A,7652,196,N, ,VBM PORTION,802,506,283, 
LOS ANGELES,9001430A,7652,196,N,1503,TOTAL,968,571,383, 
LOS ANGELES,9001433A,7653,196,N, ,POLLING PLACE,163,99,63, 
LOS ANGELES,9001433A,7653,196,N, ,VBM PORTION,625,397,214, 
LOS ANGELES,9001433A,7653,196,N,1331,TOTAL,788,496,277, 
LOS ANGELES,9001438A,7654,201,N, ,POLLING PLACE,104,29,73, 
LOS ANGELES,9001438A,7654,201,N, ,VBM PORTION,404,181,212, 
LOS ANGELES,9001438A,7654,201,N,956,TOTAL,508,210,285, 
LOS ANGELES,9001439C,1392,932,N, ,POLLING PLACE,76,25,49, 
LOS ANGELES,9001439C,1392,932,N, ,VBM PORTION,231,88,132, 
LOS ANGELES,9001439C,1392,932,N,1392,TOTAL,307,113,181, 
LOS ANGELES,9001440A,7655,201,N, ,POLLING PLACE,172,50,120, 
LOS ANGELES,9001440A,7655,201,N, ,VBM PORTION,730,351,361, 
LOS ANGELES,9001440A,7655,201,N,1576,TOTAL,902,401,481, 
LOS ANGELES,9001442A,7656,201,N, ,POLLING PLACE,105,47,57, 
LOS ANGELES,9001442A,7656,201,N, ,VBM PORTION,400,178,208, 
LOS ANGELES,9001442A,7656,201,N,924,TOTAL,505,225,265, 
LOS ANGELES,9001444A,1393,466,N, ,POLLING PLACE,277,100,170, 
LOS ANGELES,9001444A,1393,466,N, ,VBM PORTION,951,574,357, 
LOS ANGELES,9001444A,1393,466,N,2289,TOTAL,1228,674,527, 
LOS ANGELES,9001452A,1394,453,N, ,POLLING PLACE,315,120,191, 
LOS ANGELES,9001452A,1394,453,N, ,VBM PORTION,1892,1091,770, 
LOS ANGELES,9001452A,1394,453,N,3523,TOTAL,2207,1211,961, 
LOS ANGELES,9001453A,1395,484,N, ,POLLING PLACE,114,63,49, 
LOS ANGELES,9001453A,1395,484,N, ,VBM PORTION,404,227,162, 
LOS ANGELES,9001453A,1395,484,N,2290,TOTAL,518,290,211, 
LOS ANGELES,9001454A,1396,453,N, ,POLLING PLACE,285,88,188, 
LOS ANGELES,9001454A,1396,453,N, ,VBM PORTION,1609,854,726, 
LOS ANGELES,9001454A,1396,453,N,2809,TOTAL,1894,942,914, 
LOS ANGELES,9001459A,1397,940,N, ,POLLING PLACE,450,123,317, 
LOS ANGELES,9001459A,1397,940,N, ,VBM PORTION,1123,415,663, 
LOS ANGELES,9001459A,1397,940,N,2686,TOTAL,1573,538,980, 
LOS ANGELES,9001459G,7657,940,N, ,POLLING PLACE,4,2,2, 
LOS ANGELES,9001459G,7657,940,N, ,VBM PORTION,24,12,11, 
LOS ANGELES,9001459G,7657,940,N,41,TOTAL,28,14,13, 
LOS ANGELES,9001461A,1398,466,N, ,POLLING PLACE,374,59,311, 
LOS ANGELES,9001461A,1398,466,N, ,VBM PORTION,1276,508,740, 
LOS ANGELES,9001461A,1398,466,N,2979,TOTAL,1650,567,1051, 
LOS ANGELES,9001469A,1399,298,N, ,POLLING PLACE,162,89,71, 
LOS ANGELES,9001469A,1399,298,N, ,VBM PORTION,421,245,167, 
LOS ANGELES,9001469A,1399,298,N,2364,TOTAL,583,334,238, 
LOS ANGELES,9001470A,1400,297,N, ,POLLING PLACE,211,108,98, 
LOS ANGELES,9001470A,1400,297,N, ,VBM PORTION,1013,555,434, 
LOS ANGELES,9001470A,1400,297,N,3048,TOTAL,1224,663,532, 
LOS ANGELES,9001471A,1401,466,N, ,POLLING PLACE,383,81,301, 
LOS ANGELES,9001471A,1401,466,N, ,VBM PORTION,1957,909,1018, 
LOS ANGELES,9001471A,1401,466,N,3414,TOTAL,2340,990,1319, 
LOS ANGELES,9001472A,1402,466,N, ,POLLING PLACE,400,76,315, 
LOS ANGELES,9001472A,1402,466,N, ,VBM PORTION,1676,577,1081, 
LOS ANGELES,9001472A,1402,466,N,3197,TOTAL,2076,653,1396, 
LOS ANGELES,9001473A,1403,931,N, ,POLLING PLACE,169,62,95, 
LOS ANGELES,9001473A,1403,931,N, ,VBM PORTION,721,332,364, 
LOS ANGELES,9001473A,1403,931,N,3003,TOTAL,890,394,459, 
LOS ANGELES,9001474A,1404,453,N, ,POLLING PLACE,330,113,214, 
LOS ANGELES,9001474A,1404,453,N, ,VBM PORTION,1850,896,923, 
LOS ANGELES,9001474A,1404,453,N,2942,TOTAL,2180,1009,1137, 
LOS ANGELES,9001476A,1405,453,N, ,POLLING PLACE,213,63,145, 
LOS ANGELES,9001476A,1405,453,N, ,VBM PORTION,1416,774,613, 
LOS ANGELES,9001476A,1405,453,N,2184,TOTAL,1629,837,758, 
LOS ANGELES,9001480A,1406,466,N, ,POLLING PLACE,230,101,123, 
LOS ANGELES,9001480A,1406,466,N, ,VBM PORTION,674,421,236, 
LOS ANGELES,9001480A,1406,466,N,1769,TOTAL,904,522,359, 
LOS ANGELES,9001487A,1407,931,N, ,POLLING PLACE,331,85,235, 
LOS ANGELES,9001487A,1407,931,N, ,VBM PORTION,1115,470,612, 
LOS ANGELES,9001487A,1407,931,N,2399,TOTAL,1446,555,847, 
LOS ANGELES,9001488B,1408,277,N, ,POLLING PLACE,177,103,74, 
LOS ANGELES,9001488B,1408,277,N, ,VBM PORTION,672,429,224, 
LOS ANGELES,9001488B,1408,277,N,1843,TOTAL,849,532,298, 
LOS ANGELES,9001492A,1409,467,N, ,POLLING PLACE,200,112,84, 
LOS ANGELES,9001492A,1409,467,N, ,VBM PORTION,817,582,222, 
LOS ANGELES,9001492A,1409,467,N,2442,TOTAL,1017,694,306, 
LOS ANGELES,9001497A,1410,467,N, ,POLLING PLACE,183,114,68, 
LOS ANGELES,9001497A,1410,467,N, ,VBM PORTION,874,583,276, 
LOS ANGELES,9001497A,1410,467,N,2164,TOTAL,1057,697,344, 
LOS ANGELES,9001498A,1411,486,N, ,POLLING PLACE,119,61,54, 
LOS ANGELES,9001498A,1411,486,N, ,VBM PORTION,381,234,141, 
LOS ANGELES,9001498A,1411,486,N,2327,TOTAL,500,295,195, 
LOS ANGELES,9001499A,1412,298,N, ,POLLING PLACE,200,106,85, 
LOS ANGELES,9001499A,1412,298,N, ,VBM PORTION,730,272,428, 
LOS ANGELES,9001499A,1412,298,N,3291,TOTAL,930,378,513, 
LOS ANGELES,9001500A,1413,291,N, ,POLLING PLACE,266,132,129, 
LOS ANGELES,9001500A,1413,291,N, ,VBM PORTION,1200,738,445, 
LOS ANGELES,9001500A,1413,291,N,2970,TOTAL,1466,870,574, 
LOS ANGELES,9001522A,1414,457,N, ,POLLING PLACE,301,162,133, 
LOS ANGELES,9001522A,1414,457,N, ,VBM PORTION,1325,929,361, 
LOS ANGELES,9001522A,1414,457,N,2774,TOTAL,1626,1091,494, 
LOS ANGELES,9001527A,1415,458,N, ,POLLING PLACE,360,186,165, 
LOS ANGELES,9001527A,1415,458,N, ,VBM PORTION,2022,1305,678, 
LOS ANGELES,9001527A,1415,458,N,3642,TOTAL,2382,1491,843, 
LOS ANGELES,9001532A,1416,457,N, ,POLLING PLACE,322,181,134, 
LOS ANGELES,9001532A,1416,457,N, ,VBM PORTION,1335,971,339, 
LOS ANGELES,9001532A,1416,457,N,3316,TOTAL,1657,1152,473, 
LOS ANGELES,9001539A,7660,298,N, ,POLLING PLACE,109,56,45, 
LOS ANGELES,9001539A,7660,298,N, ,VBM PORTION,389,222,160, 
LOS ANGELES,9001539A,7660,298,N,1407,TOTAL,498,278,205, 
LOS ANGELES,9001543A,1417,297,N, ,POLLING PLACE,234,123,102, 
LOS ANGELES,9001543A,1417,297,N, ,VBM PORTION,1037,577,437, 
LOS ANGELES,9001543A,1417,297,N,3406,TOTAL,1271,700,539, 
LOS ANGELES,9001545A,1418,236,N, ,POLLING PLACE,393,205,182, 
LOS ANGELES,9001545A,1418,236,N, ,VBM PORTION,1234,770,438, 
LOS ANGELES,9001545A,1418,236,N,2690,TOTAL,1627,975,620, 
LOS ANGELES,9001546A,1419,236,N, ,POLLING PLACE,309,163,139, 
LOS ANGELES,9001546A,1419,236,N, ,VBM PORTION,782,491,277, 
LOS ANGELES,9001546A,1419,236,N,2128,TOTAL,1091,654,416, 
LOS ANGELES,9001548B,1420,487,N, ,POLLING PLACE,105,54,48, 
LOS ANGELES,9001548B,1420,487,N, ,VBM PORTION,320,177,131, 
LOS ANGELES,9001548B,1420,487,N,2043,TOTAL,425,231,179, 
LOS ANGELES,9001550A,7661,457,N, ,POLLING PLACE,148,92,51, 
LOS ANGELES,9001550A,7661,457,N, ,VBM PORTION,712,523,176, 
LOS ANGELES,9001550A,7661,457,N,1586,TOTAL,860,615,227, 
LOS ANGELES,9001553B,1421,236,N, ,POLLING PLACE,484,261,217, 
LOS ANGELES,9001553B,1421,236,N, ,VBM PORTION,2004,1229,730, 
LOS ANGELES,9001553B,1421,236,N,3798,TOTAL,2488,1490,947, 
LOS ANGELES,9001558A,1422,458,N, ,POLLING PLACE,347,142,198, 
LOS ANGELES,9001558A,1422,458,N, ,VBM PORTION,2042,1191,812, 
LOS ANGELES,9001558A,1422,458,N,3463,TOTAL,2389,1333,1010, 
LOS ANGELES,9001562A,1423,458,N, ,POLLING PLACE,245,90,151, 
LOS ANGELES,9001562A,1423,458,N, ,VBM PORTION,1376,771,577, 
LOS ANGELES,9001562A,1423,458,N,2238,TOTAL,1621,861,728, 
LOS ANGELES,9001563A,1424,486,N, ,POLLING PLACE,97,45,50, 
LOS ANGELES,9001563A,1424,486,N, ,VBM PORTION,354,218,130, 
LOS ANGELES,9001563A,1424,486,N,2399,TOTAL,451,263,180, 
LOS ANGELES,9001565A,1425,458,N, ,POLLING PLACE,270,142,123, 
LOS ANGELES,9001565A,1425,458,N, ,VBM PORTION,1305,841,431, 
LOS ANGELES,9001565A,1425,458,N,2609,TOTAL,1575,983,554, 
LOS ANGELES,9001569A,1426,458,N, ,POLLING PLACE,338,165,169, 
LOS ANGELES,9001569A,1426,458,N, ,VBM PORTION,1883,1180,670, 
LOS ANGELES,9001569A,1426,458,N,3355,TOTAL,2221,1345,839, 
LOS ANGELES,9001575A,1427,198,N, ,POLLING PLACE,295,161,130, 
LOS ANGELES,9001575A,1427,198,N, ,VBM PORTION,1086,761,307, 
LOS ANGELES,9001575A,1427,198,N,2583,TOTAL,1381,922,437, 
LOS ANGELES,9001576A,1428,198,N, ,POLLING PLACE,256,161,91, 
LOS ANGELES,9001576A,1428,198,N, ,VBM PORTION,730,457,245, 
LOS ANGELES,9001576A,1428,198,N,2735,TOTAL,986,618,336, 
LOS ANGELES,9001583A,1429,486,N, ,POLLING PLACE,111,67,43, 
LOS ANGELES,9001583A,1429,486,N, ,VBM PORTION,348,217,127, 
LOS ANGELES,9001583A,1429,486,N,1990,TOTAL,459,284,170, 
LOS ANGELES,9001591A,1430,486,N, ,POLLING PLACE,95,51,42, 
LOS ANGELES,9001591A,1430,486,N, ,VBM PORTION,345,208,132, 
LOS ANGELES,9001591A,1430,486,N,2174,TOTAL,440,259,174, 
LOS ANGELES,9001592A,7662,297,N, ,POLLING PLACE,47,18,28, 
LOS ANGELES,9001592A,7662,297,N, ,VBM PORTION,140,53,80, 
LOS ANGELES,9001592A,7662,297,N,646,TOTAL,187,71,108, 
LOS ANGELES,9001604A,1431,932,N, ,POLLING PLACE,144,52,88, 
LOS ANGELES,9001604A,1431,932,N, ,VBM PORTION,288,131,148, 
LOS ANGELES,9001604A,1431,932,N,2346,TOTAL,432,183,236, 
LOS ANGELES,9001605B,1432,268,N, ,POLLING PLACE,232,110,117, 
LOS ANGELES,9001605B,1432,268,N, ,VBM PORTION,1364,770,577, 
LOS ANGELES,9001605B,1432,268,N,2450,TOTAL,1596,880,694, 
LOS ANGELES,9001608A,1433,272,N, ,POLLING PLACE,457,104,351, 
LOS ANGELES,9001608A,1433,272,N, ,VBM PORTION,1703,757,919, 
LOS ANGELES,9001608A,1433,272,N,3332,TOTAL,2160,861,1270, 
LOS ANGELES,9001614A,7663,803,N, ,POLLING PLACE,51,36,15, 
LOS ANGELES,9001614A,7663,803,N, ,VBM PORTION,184,118,60, 
LOS ANGELES,9001614A,7663,803,N,1164,TOTAL,235,154,75, 
LOS ANGELES,9001620A,7664,295,N, ,POLLING PLACE,140,65,73, 
LOS ANGELES,9001620A,7664,295,N, ,VBM PORTION,602,358,237, 
LOS ANGELES,9001620A,7664,295,N,1511,TOTAL,742,423,310, 
LOS ANGELES,9001621A,1434,273,N, ,POLLING PLACE,310,151,157, 
LOS ANGELES,9001621A,1434,273,N, ,VBM PORTION,2122,1116,974, 
LOS ANGELES,9001621A,1434,273,N,3522,TOTAL,2432,1267,1131, 
LOS ANGELES,9001622A,1435,460,N, ,POLLING PLACE,265,146,111, 
LOS ANGELES,9001622A,1435,460,N, ,VBM PORTION,911,607,289, 
LOS ANGELES,9001622A,1435,460,N,2692,TOTAL,1176,753,400, 
LOS ANGELES,9001627A,7665,838,N, ,POLLING PLACE,50,26,23, 
LOS ANGELES,9001627A,7665,838,N, ,VBM PORTION,173,100,62, 
LOS ANGELES,9001627A,7665,838,N,1041,TOTAL,223,126,85, 
LOS ANGELES,9001628A,1436,295,N, ,POLLING PLACE,208,122,83, 
LOS ANGELES,9001628A,1436,295,N, ,VBM PORTION,939,545,359, 
LOS ANGELES,9001628A,1436,295,N,2860,TOTAL,1147,667,442, 
LOS ANGELES,9001629A,1437,297,N, ,POLLING PLACE,199,115,77, 
LOS ANGELES,9001629A,1437,297,N, ,VBM PORTION,954,486,445, 
LOS ANGELES,9001629A,1437,297,N,3041,TOTAL,1153,601,522, 
LOS ANGELES,9001631A,1438,297,N, ,POLLING PLACE,281,163,114, 
LOS ANGELES,9001631A,1438,297,N, ,VBM PORTION,1143,604,519, 
LOS ANGELES,9001631A,1438,297,N,3652,TOTAL,1424,767,633, 
LOS ANGELES,9001642A,1439,884,N, ,POLLING PLACE,131,52,73, 
LOS ANGELES,9001642A,1439,884,N, ,VBM PORTION,642,338,278, 
LOS ANGELES,9001642A,1439,884,N,2578,TOTAL,773,390,351, 
LOS ANGELES,9001654A,1440,932,N, ,POLLING PLACE,122,41,77, 
LOS ANGELES,9001654A,1440,932,N, ,VBM PORTION,384,159,216, 
LOS ANGELES,9001654A,1440,932,N,1979,TOTAL,506,200,293, 
LOS ANGELES,9001658A,7666,942,N, ,POLLING PLACE,96,41,53, 
LOS ANGELES,9001658A,7666,942,N, ,VBM PORTION,259,123,124, 
LOS ANGELES,9001658A,7666,942,N,970,TOTAL,355,164,177, 
LOS ANGELES,9001659B,7667,932,N, ,POLLING PLACE,3,0,2, 
LOS ANGELES,9001659B,7667,932,N, ,VBM PORTION,12,3,9, 
LOS ANGELES,9001659B,7667,932,N,63,TOTAL,15,3,11, 
LOS ANGELES,9001660G,7668,298,N, ,POLLING PLACE,9,4,5, 
LOS ANGELES,9001660G,7668,298,N, ,VBM PORTION,7,7,0, 
LOS ANGELES,9001660G,7668,298,N,47,TOTAL,16,11,5, 
LOS ANGELES,9001661A,7669,942,N, ,POLLING PLACE,69,21,47, 
LOS ANGELES,9001661A,7669,942,N, ,VBM PORTION,70,33,33, 
LOS ANGELES,9001661A,7669,942,N,426,TOTAL,139,54,80, 
LOS ANGELES,9001661B,7670,940,N, ,POLLING PLACE,24,4,18, 
LOS ANGELES,9001661B,7670,940,N, ,VBM PORTION,41,20,19, 
LOS ANGELES,9001661B,7670,940,N,157,TOTAL,65,24,37, 
LOS ANGELES,9001663B,1441,932,N, ,POLLING PLACE,146,51,90, 
LOS ANGELES,9001663B,1441,932,N, ,VBM PORTION,378,182,175, 
LOS ANGELES,9001663B,1441,932,N,1788,TOTAL,524,233,265, 
LOS ANGELES,9001665A,1442,773,N, ,POLLING PLACE,279,129,142, 
LOS ANGELES,9001665A,1442,773,N, ,VBM PORTION,1439,905,488, 
LOS ANGELES,9001665A,1442,773,N,3165,TOTAL,1718,1034,630, 
LOS ANGELES,9001666A,1443,773,N, ,POLLING PLACE,290,127,159, 
LOS ANGELES,9001666A,1443,773,N, ,VBM PORTION,1507,911,555, 
LOS ANGELES,9001666A,1443,773,N,3352,TOTAL,1797,1038,714, 
LOS ANGELES,9001681A,1444,469,N, ,POLLING PLACE,134,70,61, 
LOS ANGELES,9001681A,1444,469,N, ,VBM PORTION,614,365,236, 
LOS ANGELES,9001681A,1444,469,N,2048,TOTAL,748,435,297, 
LOS ANGELES,9001686A,1445,298,N, ,POLLING PLACE,175,107,65, 
LOS ANGELES,9001686A,1445,298,N, ,VBM PORTION,1555,728,727, 
LOS ANGELES,9001686A,1445,298,N,2755,TOTAL,1730,835,792, 
LOS ANGELES,9001696A,1446,932,N, ,POLLING PLACE,142,47,90, 
LOS ANGELES,9001696A,1446,932,N, ,VBM PORTION,485,262,205, 
LOS ANGELES,9001696A,1446,932,N,2228,TOTAL,627,309,295, 
LOS ANGELES,9001699A,7671,275,N, ,POLLING PLACE,0,0,0, 
LOS ANGELES,9001699A,7671,275,N, ,VBM PORTION,2,2,0, 
LOS ANGELES,9001699A,7671,275,N,2,TOTAL,2,2,0, 
LOS ANGELES,9001701A,1447,932,N, ,POLLING PLACE,138,55,79, 
LOS ANGELES,9001701A,1447,932,N, ,VBM PORTION,454,219,218, 
LOS ANGELES,9001701A,1447,932,N,2496,TOTAL,592,274,297, 
LOS ANGELES,9001708A,1448,484,N, ,POLLING PLACE,84,46,36, 
LOS ANGELES,9001708A,1448,484,N, ,VBM PORTION,338,185,147, 
LOS ANGELES,9001708A,1448,484,N,2047,TOTAL,422,231,183, 
LOS ANGELES,9001709C,1449,487,N, ,POLLING PLACE,113,58,52, 
LOS ANGELES,9001709C,1449,487,N, ,VBM PORTION,325,194,123, 
LOS ANGELES,9001709C,1449,487,N,2361,TOTAL,438,252,175, 
LOS ANGELES,9001716A,1450,475,N, ,POLLING PLACE,193,123,63, 
LOS ANGELES,9001716A,1450,475,N, ,VBM PORTION,693,415,268, 
LOS ANGELES,9001716A,1450,475,N,2802,TOTAL,886,538,331, 
LOS ANGELES,9001719A,1451,486,N, ,POLLING PLACE,107,66,39, 
LOS ANGELES,9001719A,1451,486,N, ,VBM PORTION,348,203,129, 
LOS ANGELES,9001719A,1451,486,N,2043,TOTAL,455,269,168, 
LOS ANGELES,9001721A,1452,475,N, ,POLLING PLACE,167,103,57, 
LOS ANGELES,9001721A,1452,475,N, ,VBM PORTION,647,415,215, 
LOS ANGELES,9001721A,1452,475,N,2573,TOTAL,814,518,272, 
LOS ANGELES,9001724A,1453,475,N, ,POLLING PLACE,208,127,76, 
LOS ANGELES,9001724A,1453,475,N, ,VBM PORTION,665,427,221, 
LOS ANGELES,9001724A,1453,475,N,2715,TOTAL,873,554,297, 
LOS ANGELES,9001727A,7672,884,N, ,POLLING PLACE,50,33,16, 
LOS ANGELES,9001727A,7672,884,N, ,VBM PORTION,197,151,43, 
LOS ANGELES,9001727A,7672,884,N,1039,TOTAL,247,184,59, 
LOS ANGELES,9001735A,1454,277,N, ,POLLING PLACE,280,201,76, 
LOS ANGELES,9001735A,1454,277,N, ,VBM PORTION,1713,1319,367, 
LOS ANGELES,9001735A,1454,277,N,2900,TOTAL,1993,1520,443, 
LOS ANGELES,9001737A,7673,269,N, ,POLLING PLACE,86,62,24, 
LOS ANGELES,9001737A,7673,269,N, ,VBM PORTION,354,254,91, 
LOS ANGELES,9001737A,7673,269,N,1145,TOTAL,440,316,115, 
LOS ANGELES,9001739A,1455,484,N, ,POLLING PLACE,157,89,60, 
LOS ANGELES,9001739A,1455,484,N, ,VBM PORTION,527,321,203, 
LOS ANGELES,9001739A,1455,484,N,2249,TOTAL,684,410,263, 
LOS ANGELES,9001742A,1456,298,N, ,POLLING PLACE,198,100,92, 
LOS ANGELES,9001742A,1456,298,N, ,VBM PORTION,721,338,369, 
LOS ANGELES,9001742A,1456,298,N,3134,TOTAL,919,438,461, 
LOS ANGELES,9001745A,1457,30,N, ,POLLING PLACE,189,78,106, 
LOS ANGELES,9001745A,1457,30,N, ,VBM PORTION,769,371,371, 
LOS ANGELES,9001745A,1457,30,N,3041,TOTAL,958,449,477, 
LOS ANGELES,9001754A,1458,379,N, ,POLLING PLACE,347,78,265, 
LOS ANGELES,9001754A,1458,379,N, ,VBM PORTION,1303,505,762, 
LOS ANGELES,9001754A,1458,379,N,3127,TOTAL,1650,583,1027, 
LOS ANGELES,9001755A,1459,475,N, ,POLLING PLACE,227,151,73, 
LOS ANGELES,9001755A,1459,475,N, ,VBM PORTION,518,364,145, 
LOS ANGELES,9001755A,1459,475,N,2608,TOTAL,745,515,218, 
LOS ANGELES,9001757A,1460,484,N, ,POLLING PLACE,195,118,71, 
LOS ANGELES,9001757A,1460,484,N, ,VBM PORTION,431,283,141, 
