,ID,District,AREA,Code,percent
122,28,34,18323.44,1770015A,0.7993366252942596
123,33,39,1053.01,1770015A,0.20066337470573692
124,28,34,18323.44,0050025A,0.9874734247221737
126,28,34,18323.44,0090004A,0.9999999999999996
127,28,34,18323.44,0090003A,0.9957063623956047
129,28,34,18323.44,5200003A,0.17826721337019164
131,36,41,914.1,5200003A,0.8205716261695005
132,28,34,18323.44,0050002G,0.9982848350299319
135,35,40,390.31,1020012A,0.9970612595340711
136,28,34,18323.44,1020007A,0.8386035566574581
137,35,40,390.31,1020007A,0.16139644334254183
138,28,34,18323.44,5000072D,0.15318186427662825
139,33,39,1053.01,5000072D,0.8468181357233724
140,28,34,18323.44,3700040A,0.13051061572138015
141,33,39,1053.01,3700040A,0.8694893842786169
143,33,39,1053.01,3750005A,0.9971200097896881
146,35,40,390.31,6850002A,0.9987649377972642
149,28,34,18323.44,0050026A,0.2791304996561371
150,35,40,390.31,0050026A,0.7208695003428741
151,28,34,18323.44,0090007B,0.39270654897036367
152,35,40,390.31,0090007B,0.6072934510296636
154,35,40,390.31,1040002A,0.9999647549519424
156,35,40,390.31,1040226A,0.9998912509350898
157,33,39,1053.01,5200013A,0.6686262370679774
158,36,41,914.1,5200013A,0.3313737629325804
159,33,39,1053.01,1770063P,1.0
160,33,39,1053.01,0300002D,0.9999999999999999
161,33,39,1053.01,5000001C,1.0
162,33,39,1053.01,3550064A,0.9999999999999996
163,33,39,1053.01,7900002A,1.0
164,33,39,1053.01,3550049A,0.9999999999999997
165,33,39,1053.01,5000041B,1.0
166,33,39,1053.01,5000059A,1.0000000000000002
167,33,39,1053.01,7900008A,1.0
168,33,39,1053.01,5000047A,1.0
169,33,39,1053.01,5000016A,1.0
170,33,39,1053.01,5000044A,1.0000000000000007
171,33,39,1053.01,5000003A,1.0000000000000007
172,33,39,1053.01,3550019A,1.0
173,33,39,1053.01,3550007B,1.0
174,33,39,1053.01,3550017A,1.0000000000000002
175,33,39,1053.01,3550041A,1.0000000000000007
176,33,39,1053.01,5000122A,1.0000000000000002
177,33,39,1053.01,5000076A,0.9999999999999994
178,33,39,1053.01,3550031A,0.9999999999999998
179,33,39,1053.01,5000040A,0.9999999999999996
180,33,39,1053.01,5000021B,0.9999999999999998
181,33,39,1053.01,5000004A,1.0000000000000007
182,33,39,1053.01,5000097A,0.9999999999999996
183,33,39,1053.01,3550030A,0.9999999999999997
184,33,39,1053.01,5000057A,0.999999999999999
185,33,39,1053.01,5000064A,1.0000000000000004
186,33,39,1053.01,5000084A,0.9999999999999996
187,33,39,1053.01,3550032A,1.0000000000000002
188,33,39,1053.01,3550093B,1.0000000000000004
189,33,39,1053.01,3550036A,1.0000000000000002
190,33,39,1053.01,5000037A,1.0000000000000002
191,33,39,1053.01,3550089A,1.0000000000000002
192,33,39,1053.01,3550042A,1.0000000000000002
193,33,39,1053.01,5000049A,1.0
194,33,39,1053.01,3550076A,0.9999999999999992
195,33,39,1053.01,3550054A,1.0000000000000002
197,36,41,914.1,3750014A,0.9997830412673191
198,33,39,1053.01,3700043A,1.0000000000000002
199,33,39,1053.01,7900005A,1.0000000000000002
200,33,39,1053.01,3700044A,1.0000000000000007
202,36,41,914.1,5200014A,0.9948212750965432
204,38,43,52.63,9000036A,0.9892742292258553
205,35,40,390.31,4700009A,1.0
206,35,40,390.31,1020244A,1.0000000000000009
207,35,40,390.31,6220225A,0.9999999999999998
209,38,43,52.63,9002754A,0.9988534327458166
212,41,46,77.82,9000197A,0.9994224311504464
213,35,40,390.31,9006241C,1.0000000000000004
214,35,40,390.31,9006239A,1.0000000000000016
215,35,40,390.31,9006232A,0.999999476368448
217,35,40,390.31,9000197D,1.0000000000000004
218,35,40,390.31,9007794A,0.9999999999999999
219,35,40,390.31,9001276B,0.9999999999999998
220,35,40,390.31,9007790B,0.9999999999999997
221,35,40,390.31,9006253A,1.0000000000000002
223,38,43,52.63,9000408A,0.9998427234650314
224,35,40,390.31,9000342B,1.0000000000000007
225,35,40,390.31,9006258A,0.9999999999999999
226,35,40,390.31,9000343C,1.0000000000000002
227,35,40,390.31,9001805A,1.0
228,35,40,390.31,9007774B,0.9999999999999999
230,38,43,52.63,9000415A,0.9994597487814004
232,35,40,390.31,9006293G,1.0
233,35,40,390.31,6220191A,1.0000000000000004
234,35,40,390.31,6220137A,1.0000000000000004
235,35,40,390.31,6220010A,0.9999999999999992
236,35,40,390.31,6220033A,1.0000000000000007
237,35,40,390.31,1040251A,1.0000000000000002
238,35,40,390.31,6220064B,1.0000000000000018
239,35,40,390.31,6220066A,0.9999999999999997
240,35,40,390.31,6220069A,0.9999999999999999
241,35,40,390.31,6220094B,0.9999999999999997
242,35,40,390.31,6220148A,1.0000000000000004
243,35,40,390.31,6220028B,1.0000000000000007
244,35,40,390.31,6220078A,1.0000000000000002
245,35,40,390.31,6220127A,1.000000000000002
246,35,40,390.31,6220063A,1.0000000000000004
247,35,40,390.31,6220018A,0.9999999999999996
248,35,40,390.31,6220075A,0.9999999999999998
249,35,40,390.31,1040003A,1.0
250,35,40,390.31,6220116A,0.9999999999999998
251,35,40,390.31,6220023A,0.999999999999999
252,35,40,390.31,6220036A,1.0
253,35,40,390.31,1040072A,1.0
254,35,40,390.31,6220098B,0.9999999999999989
255,35,40,390.31,6220049A,1.0000000000000002
256,35,40,390.31,6220007A,0.9999999999999992
257,35,40,390.31,6220067A,0.9999999999999996
258,35,40,390.31,6220008A,1.0000000000000004
259,35,40,390.31,6220055A,1.0000000000000007
260,35,40,390.31,6220114A,0.9999999999999994
261,35,40,390.31,6220087A,0.9999999999999996
262,35,40,390.31,6220184A,0.9999999999999997
263,35,40,390.31,6220031A,1.0000000000000007
264,35,40,390.31,6300023A,1.000000000000001
265,35,40,390.31,6220053A,0.9999999999999994
266,35,40,390.31,6220065A,0.9999999999999998
267,35,40,390.31,6220004B,0.999999999999999
268,35,40,390.31,6220182A,0.9999999999999986
269,35,40,390.31,1040004A,1.0000000000000002
270,35,40,390.31,9000362A,0.9990491572878081
272,35,40,390.31,9000352A,0.9999999999999984
273,35,40,390.31,9007803A,0.9999999999999994
274,35,40,390.31,9003626A,1.0000000000000002
275,35,40,390.31,9007847A,1.0000000000000007
276,35,40,390.31,9000559A,1.0
277,35,40,390.31,9007807A,0.9999999999999996
278,35,40,390.31,9006293A,1.0
279,35,40,390.31,9006277A,0.9999999999999999
280,35,40,390.31,9006276B,0.9999999999999998
281,35,40,390.31,9006260A,1.0000000000000004
282,35,40,390.31,9000837A,0.9999946985819077
285,38,43,52.63,9002541A,0.9981922962692379
287,38,43,52.63,9002902A,0.9974100800216906
288,35,40,390.31,9006246A,1.0000000000000004
289,35,40,390.31,9000350A,0.9999999999999991
290,35,40,390.31,9006247A,0.9999999999999992
291,35,40,390.31,9001744A,0.9999999999999998
292,35,40,390.31,9006251A,1.0000000000000004
293,35,40,390.31,9007785A,1.0000000000000009
294,35,40,390.31,9003613A,0.9997720900952359
296,35,40,390.31,9003614A,1.0000000000000004
297,35,40,390.31,9000334A,0.9999999999999991
298,35,40,390.31,9006274A,1.0
299,35,40,390.31,9004210A,0.9999999999999998
300,35,40,390.31,9000086A,0.9994504151832087
302,35,40,390.31,9002622A,1.0000000000000004
303,35,40,390.31,9002579A,1.0
304,35,40,390.31,6850017A,0.9240841954370611
306,35,40,390.31,9002694A,0.9998727711753589
309,41,46,77.82,9000419A,0.9987458241970287
310,35,40,390.31,6220153A,0.9999999999999996
311,35,40,390.31,9000993A,0.15096581968287334
312,38,43,52.63,9000993A,0.8490341803171157
313,35,40,390.31,9002679A,1.0000000000000002
314,35,40,390.31,9002314A,0.4576669861434951
315,38,43,52.63,9002314A,0.5423330138565321
316,35,40,390.31,9002269A,0.6552512528043436
317,38,43,52.63,9002269A,0.3447487471956446
319,41,46,77.82,9007883B,0.9988136245902962
321,41,46,77.82,9007864A,0.9993464224472288
322,35,40,390.31,9002276B,0.9999999999999999
324,41,46,77.82,9006429D,0.9990719618408387
326,41,46,77.82,9001808A,0.9991885990100847
328,41,46,77.82,9007886A,0.9994378617217246
329,35,40,390.31,6220222A,0.9999999999999983
330,35,40,390.31,6220173A,0.9999999999999998
331,35,40,390.31,6220179A,1.0000000000000009
333,41,46,77.82,9006410A,0.9991597646608241
334,35,40,390.31,6220224A,1.0000000000000004
335,35,40,390.31,9000364A,1.0000000000000007
336,35,40,390.31,9000073A,0.9994901008100047
338,35,40,390.31,9000417A,0.99999190947512
340,35,40,390.31,9000082C,0.9999999999999992
341,35,40,390.31,9000072A,0.9991102804449549
343,35,40,390.31,4700006A,0.9999476011527504
347,39,44,100.18,9002256A,0.9995994505036507
348,35,40,390.31,6220149A,1.0
349,35,40,390.31,6220024A,0.9999999999999994
350,35,40,390.31,6220041A,1.0000000000000004
351,35,40,390.31,6220103A,1.0000000000000007
352,35,40,390.31,6820008A,1.0000000000000018
353,35,40,390.31,6220038A,0.9999999999999994
354,35,40,390.31,6820005A,1.0000000000000013
355,35,40,390.31,6220002B,0.9999999999999994
356,35,40,390.31,6220044A,1.000000000000001
357,35,40,390.31,6820010A,1.0000000000000004
358,35,40,390.31,6220040A,1.0000000000000002
359,35,40,390.31,6220032A,0.9999999999999998
360,35,40,390.31,6820007A,0.9999693733387535
363,35,40,390.31,7360001A,1.0000000000000007
364,35,40,390.31,6220212A,0.9999999999999981
365,35,40,390.31,6820018A,1.0000000000000002
366,35,40,390.31,9000191A,0.9997874579805495
368,35,40,390.31,9000158A,0.9999999999999992
369,35,40,390.31,9000176A,1.0
372,41,46,77.82,9006421A,0.9842270722595214
373,35,40,390.31,9000349D,0.9991336581635357
375,35,40,390.31,9000025A,1.0000000000000016
376,35,40,390.31,9000912A,1.0000000000000002
377,35,40,390.31,9000030A,0.9999999999999998
378,35,40,390.31,9000270A,0.9999999999999999
380,41,46,77.82,9006279A,0.9999986385404346
381,35,40,390.31,9002536A,0.9982853182184448
384,38,43,52.63,9000027A,0.9975235945731975
386,38,43,52.63,9001065C,0.9971244191980437
389,38,43,52.63,9000316A,0.9996643253419081
391,38,43,52.63,9000305A,0.9978623955919578
393,38,43,52.63,9001700C,0.999900004046448
395,38,43,52.63,9000379A,0.9995615723574942
397,38,43,52.63,9004212B,0.998643587491298
399,38,43,52.63,9000325A,0.9998341401403593
401,38,43,52.63,9000163A,0.9983265815976872
403,38,43,52.63,9000374A,0.9998946463414439
405,38,43,52.63,9000532A,0.9764839948910322
407,38,43,52.63,9000308B,0.9985371688637098
409,38,43,52.63,9003606A,0.9999968121744582
410,35,40,390.31,9000223A,1.0000000000000007
411,35,40,390.31,9000340A,0.9996626637176365
414,39,44,100.18,9000634A,0.9950568293354065
417,39,44,100.18,9000640A,0.989186180161068
420,39,44,100.18,9005645A,0.9973197266311249
422,41,46,77.82,9000424A,0.998967910763877
424,41,46,77.82,9000058A,0.9989247694969525
425,35,40,390.31,9006406A,1.0
426,35,40,390.31,9006297A,0.999634260261624
428,35,40,390.31,9000071A,1.0000000000000002
430,41,46,77.82,9000131A,0.9981398360965745
431,35,40,390.31,9007857B,1.0000000000000002
432,35,40,390.31,9000064A,0.7876041810149439
433,41,46,77.82,9000064A,0.21239581898506613
434,35,40,390.31,9007843C,1.0000000000000007
435,35,40,390.31,1150001K,0.9999999999999996
436,35,40,390.31,6220077A,1.0
437,35,40,390.31,6220070D,0.9999999999999999
438,35,40,390.31,6220194A,1.0000000000000009
439,35,40,390.31,6220197A,1.0000000000000002
440,35,40,390.31,6220005A,0.9999999999999999
441,35,40,390.31,6220215A,1.0
442,35,40,390.31,6220071A,0.9999999999999998
443,35,40,390.31,6220104A,1.0000000000000004
444,35,40,390.31,6220091A,0.9999999999999992
445,35,40,390.31,6220074A,1.0
446,35,40,390.31,6220162A,0.9999999999999998
447,35,40,390.31,6220102A,0.9999999999999998
448,35,40,390.31,6220164C,0.9999999999999996
449,35,40,390.31,6220080A,0.999999999999999
450,35,40,390.31,6220208A,1.0000000000000002
451,35,40,390.31,6220106A,0.9999999999999991
452,35,40,390.31,6220086A,0.9999999999999993
453,35,40,390.31,6220107A,1.0000000000000007
454,35,40,390.31,9002612A,0.9956047116267719
456,35,40,390.31,9004123A,0.9999999999999996
457,35,40,390.31,9000315A,0.999760181118525
460,35,40,390.31,9002968A,1.0000000000000002
461,35,40,390.31,9007833A,0.9999999999999997
462,35,40,390.31,9000104A,0.9999999999999991
463,35,40,390.31,9007782A,1.0000000000000009
464,35,40,390.31,9000728A,1.0000000000000047
465,35,40,390.31,9000024A,1.0000000000000013
466,35,40,390.31,9000017A,0.9999999999999999
467,35,40,390.31,9002828B,1.0000000000000007
468,35,40,390.31,9000023A,1.0000000000000002
469,35,40,390.31,1150001A,0.999942840424248
471,35,40,390.31,6850028A,0.7248296746787887
472,38,43,52.63,6850028A,0.2751629820241492
474,35,40,390.31,1020023A,0.9999999999999981
475,36,41,914.1,1300015A,1.0000000000000002
476,36,41,914.1,1300021A,0.9999996831605931
478,36,41,914.1,1300037A,1.0
479,36,41,914.1,1300009A,1.0000000000000009
480,36,41,914.1,1300005A,0.998582137969074
482,36,41,914.1,1300004A,0.9998061016447967
484,36,41,914.1,1300062A,0.9984932811465445
486,36,41,914.1,1300003A,0.9931458458859301
488,36,41,914.1,1300019A,1.0000000000000009
489,36,41,914.1,1300042A,0.9999999999999991
490,36,41,914.1,5150065A,1.0000000000000002
491,36,41,914.1,5150119A,1.0000000000000002
492,36,41,914.1,5150049A,1.0000000000000004
493,36,41,914.1,5150025A,0.9999999999999998
496,48,52,44.24,9000589A,0.9988611545975682
499,48,52,44.24,9000788A,0.9988813812817662
502,48,52,44.24,9000438A,0.9995472274246238
504,48,52,44.24,9000779A,0.9999716679105148
506,48,52,44.24,9000437A,0.9985219933769294
508,43,48,86.39,1900008A,0.9999871834696017
509,36,41,914.1,1900013A,0.6917255977990512
510,43,48,86.39,1900013A,0.30827440220094604
512,43,48,86.39,1900023A,0.9991262671833866
514,43,48,86.39,1900020A,0.999711702076093
516,39,44,100.18,2550002B,0.9999449296681108
518,49,53,101.49,2350028A,0.9972367765621253
519,36,41,914.1,4400027A,0.9999797571150161
521,36,41,914.1,4400028A,0.997130332034107
523,36,41,914.1,3080001A,0.9999999999999961
524,36,41,914.1,0200040A,0.9999999999999994
525,36,41,914.1,0200016A,1.0000000000000002
526,36,41,914.1,0200030A,0.9999999999999998
527,36,41,914.1,0200044A,1.0
528,36,41,914.1,0200028A,1.000000000000001
529,36,41,914.1,0200051A,0.999999999999999
531,43,48,86.39,1940011A,0.992991402577494
534,43,48,86.39,1100028A,0.9943770585192075
536,43,48,86.39,1940002A,0.999924180863521
538,43,48,86.39,1940001A,0.9995424388111186
539,36,41,914.1,3200016A,0.999985262045066
542,39,44,100.18,3200003A,0.9889895586883976
544,39,44,100.18,3200008A,0.9991031762340025
546,39,44,100.18,4610001A,0.9989164800142711
548,39,44,100.18,3200001B,0.9978961239698887
549,36,41,914.1,6400004C,0.9998584094794137
551,36,41,914.1,5150024A,1.0000000000000007
553,43,48,86.39,1500074A,0.999564114952997
555,43,48,86.39,1500031A,0.9999894911210463
557,43,48,86.39,1500035A,0.9997456405624588
558,36,41,914.1,5150020A,1.0
559,36,41,914.1,5150118A,0.9999999999999998
561,44,49,58.4,2020004A,0.9969052633233324
562,36,41,914.1,0200017A,1.0
563,36,41,914.1,0200003A,0.9999999999999996
564,36,41,914.1,0200025B,1.0
565,36,41,914.1,0200008B,1.0
566,36,41,914.1,0200018A,0.9999999999999996
567,36,41,914.1,0200005A,0.9999999999999994
568,36,41,914.1,0200087A,1.0000000000000002
569,36,41,914.1,0200091B,0.9999999999999996
570,36,41,914.1,0200090A,1.0
572,44,49,58.4,6200006C,0.9977344099458973
573,36,41,914.1,1250079A,0.9715371955980917
575,36,41,914.1,5150201A,1.0
576,36,41,914.1,4400022A,0.7870862590436652
577,44,49,58.4,4400022A,0.21291374095444796
579,43,48,86.39,2600108A,0.9990902249977933
580,36,41,914.1,0940002A,0.9849346545547526
583,43,48,86.39,2600064A,0.9999972397789026
585,43,48,86.39,2600062A,0.9998475410779039
587,43,48,86.39,2600004A,0.999966436054048
588,36,41,914.1,3400005A,0.9989346668967083
590,36,41,914.1,3400023A,1.0
591,36,41,914.1,3400011A,0.9999999999999994
592,36,41,914.1,3400003A,0.9978769480360831
594,36,41,914.1,3400001A,1.0000000000000002
595,36,41,914.1,3400052A,0.9999999999999999
596,36,41,914.1,3400025A,0.9999921477725127
598,36,41,914.1,3400019A,0.9999999999999999
599,36,41,914.1,3400050A,1.0
600,36,41,914.1,3400012A,0.9998627660538082
602,36,41,914.1,3400009A,1.0
603,36,41,914.1,3750012A,1.0000000000000024
605,43,48,86.39,5500110A,0.9802503474764991
607,36,41,914.1,5150073A,1.0000000000000002
608,36,41,914.1,5150042A,1.0
609,36,41,914.1,5150002A,0.9999999999999979
610,36,41,914.1,5150021A,1.0000000000000002
611,36,41,914.1,5150006A,1.0000000000000002
612,36,41,914.1,5150183A,1.0000000000000007
613,36,41,914.1,5150007A,0.9999999999999997
614,36,41,914.1,5150008B,1.0000000000000009
615,36,41,914.1,3150040A,0.9974972436182312
617,36,41,914.1,3150009A,0.9997882962872888
619,36,41,914.1,3150018A,0.9999034931133544
621,36,41,914.1,3150008A,0.9999999999999988
622,36,41,914.1,3150013A,0.9999999999999998
623,36,41,914.1,3150001A,0.9987960149535927
625,36,41,914.1,3150016A,0.9999999999999998
626,36,41,914.1,3150003A,0.9999999999999997
627,36,41,914.1,3150026B,0.9988043362085738
629,36,41,914.1,6400003A,0.9999173821706768
632,39,44,100.18,2550178B,0.9891288907974884
634,39,44,100.18,2550003B,0.9407950019935349
635,36,41,914.1,6400012A,0.9999758667137991
637,36,41,914.1,6400002A,0.9999999999999989
638,36,41,914.1,6400010A,0.9999995597757623
640,36,41,914.1,5150103B,1.0
641,36,41,914.1,5150004A,0.9999502964443608
644,36,41,914.1,5150188A,0.9998717948442832
647,36,41,914.1,5150092A,0.9994395177946753
649,36,41,914.1,2350007A,1.0
650,36,41,914.1,2350024A,1.0000000000000002
651,36,41,914.1,5500112A,0.9999996144489588
653,36,41,914.1,5150080A,1.0
654,36,41,914.1,5150066A,1.0000000000000007
655,36,41,914.1,4400003A,0.9999999999999999
656,36,41,914.1,4400065A,0.9987616136194476
658,36,41,914.1,4400002A,1.0000000000000002
659,36,41,914.1,4400063A,0.9993309427588885
661,36,41,914.1,4400064B,0.9971765829659929
664,36,41,914.1,4400015A,1.0000000000000004
665,36,41,914.1,4400017A,1.0000000000000002
666,36,41,914.1,4400013A,0.9996525486444621
668,36,41,914.1,4400007B,1.0
669,36,41,914.1,0940004A,0.9999999999999998
671,44,49,58.4,6600008A,0.9968468949638658
674,44,49,58.4,6600010A,0.999283948344531
675,36,41,914.1,5150091A,0.9999999999999998
676,36,41,914.1,5150038A,1.000000000000001
677,36,41,914.1,5150035A,0.9999999999999997
678,36,41,914.1,5150015A,0.9995130239523768
680,36,41,914.1,5150147B,1.0
681,36,41,914.1,4400008B,0.9995671535168731
683,36,41,914.1,4400004A,0.9999430026597103
685,36,41,914.1,5150186A,0.9999999999999998
686,36,41,914.1,5150108A,0.9991365032637076
688,36,41,914.1,5150216A,1.0000000000000002
689,36,41,914.1,5150156A,0.9999636566524168
691,36,41,914.1,5150120A,0.9999999999999996
692,36,41,914.1,5150121A,0.9994357092718403
696,49,53,101.49,6750022A,0.9897846478094564
699,44,49,58.4,6200005B,0.9927043282531686
700,36,41,914.1,5150102A,0.999498555921693
702,36,41,914.1,5150114A,0.9999999999999996
703,36,41,914.1,5150036A,1.000000000000001
704,36,41,914.1,3500018A,0.9999922326379377
707,39,44,100.18,2550025A,0.9999708573867474
709,43,48,86.39,2600104A,0.9999665382430939
710,36,41,914.1,5150002B,0.9999999999999993
711,36,41,914.1,5150075A,0.9995943603900898
713,36,41,914.1,5150033A,0.9976522163830749
716,49,53,101.49,5250079A,0.9998257027320444
718,49,53,101.49,5250016A,0.9995903256973349
720,49,53,101.49,5250005A,0.9994791377494198
722,49,53,101.49,5250314A,0.9963602085679146
724,49,53,101.49,5250003A,0.9947505189561469
726,49,53,101.49,5250021A,0.9905746484955998
728,49,53,101.49,5250009A,0.9990828588094041
730,49,53,101.49,5250046A,0.9998189043565066
732,49,53,101.49,5250008A,0.9991539858388822
734,49,53,101.49,5250041A,0.999790520106688
736,49,53,101.49,5250024A,0.9793840383419241
737,36,41,914.1,5150199A,1.0000000000000004
738,36,41,914.1,5150045A,0.9999999999999998
739,36,41,914.1,5150046A,0.9999999999999994
740,36,41,914.1,5150213A,0.9999999999999997
741,36,41,914.1,5150012A,0.9999999999999998
742,36,41,914.1,5150061B,0.9999999999999994
743,36,41,914.1,5150110A,0.999806184736674
745,36,41,914.1,5150053A,0.9999999999999997
746,36,41,914.1,5150194A,0.9999999999999996
748,44,49,58.4,2020012A,0.9998126643477218
750,44,49,58.4,2020007A,0.9994447809945576
751,36,41,914.1,5150004D,0.9999451513805817
754,43,48,86.39,2600028A,0.9987783161436522
756,43,48,86.39,0550085A,0.9996528613418248
758,44,49,58.4,6200012A,0.9993602830892714
760,44,49,58.4,6200005A,0.9992204845470654
762,44,49,58.4,6200003B,0.9995259413986216
764,44,49,58.4,0350005A,0.9995199332029057
767,44,49,58.4,0350104A,0.9992896274261818
769,44,49,58.4,0350062B,0.9984606808049977
771,44,49,58.4,0350049A,0.9999827511296105
773,44,49,58.4,0350008A,0.9996984002904101
775,44,49,58.4,0350043B,0.9994124604204616
777,44,49,58.4,0350006D,0.9976352472374881
779,44,49,58.4,6400001A,0.9906326186776446
780,36,41,914.1,4400067B,0.998908813877751
783,36,41,914.1,6000011A,0.9999999999999996
784,36,41,914.1,6000018A,0.9998208380744547
786,36,41,914.1,6000054A,0.9991172899873206
788,36,41,914.1,6000057A,0.9997198499096515
791,36,41,914.1,6000004A,0.9906027098711776
793,36,41,914.1,6000001B,0.9999631241157385
795,36,41,914.1,6000053A,0.9901184215308745
797,36,41,914.1,6000010C,1.0000000000000009
798,36,41,914.1,6000009A,0.997224574293418
800,36,41,914.1,6000013A,0.9968642358038843
802,36,41,914.1,6000002A,0.9998098621239337
804,36,41,914.1,6000005A,1.0000000000000004
806,39,44,100.18,2550037A,0.9999448598982688
808,39,44,100.18,2550151A,0.999729052417766
811,39,44,100.18,2550150A,0.9997029661789947
