"060590635005",72
"060590635003",72
"060590635002",72
"060599901000",72
"060590635001",72
"060590635004",72
"060590626431",72
"060590626562",72
"060590626436",72
"060590626437",72
"060590626432",72
"060590626435",72
"060590626454",72
"060590626453",72
"060590626451",72
"060590626434",72
"060590626561",72
"060590626321",72
"060590626554",73
"060590626552",73
"060590626553",73
"060590626551",73
"060590626147",73
"060590525181",73
"060590525321",73
"060590525324",73
"060590525133",73
"060590525132",73
"060590525061",73
"060590626331",74
"060590626391",72
"060590626332",72
"060590626382",72
"060590626381",72
"060375990004",69
"060375990002",69
"060375990001",69
"060375991002",69
"060375990003",69
"060590626563",72
"060590626522",72
"060590626482",72
"060590626483",72
"060590626393",72
"060590626392",72
"060590626402",72
"060590626401",72
"060590626394",72
"060590626383",72
"060590626054",72
"060590626052",72
"060590626194",72
"060590626053",72
"060590626363",72
"060590626361",72
"060590423204",72
"060590423344",74
"060590423343",74
"060710002033",53
"060710003053",53
"060710002073",53
"060710003052",53
"060710003061",53
"060710002072",53
"060710002071",53
"060710002031",53
"060590423352",74
"060590423353",74
"060590423342",72
"060590423331",71
"060590423351",74
"060590423281",72
"060590423151",71
"060590423332",72
"060590320222",71
"060590320134",71
"060590626193",72
"060590626323",72
"060590626191",72
"060590423051",72
"060590423052",72
"060590423241",74
"060590423233",74
"060590423242",74
"060590320023",71
"060590320031",71
"060590320282",71
"060590320022",71
"060590320224",71
"060590320131",71
"060590320133",71
"060590320591",71
"060590320593",71
"060590320573",71
"060590320595",71
"060590320572",71
"060590320571",71
"060590320393",71
"060590320392",71
"060590320481",71
"060590320474",71
"060590524233",72
"060590524281",71
"060590524271",72
"060590524272",72
"060590320594",71
"060590320662",71
"060590320654",71
"060590320534",71
"060590320653",71
"060590320666",71
"060590320652",71
"060590320451",71
"060590320381",71
"060590320533",71
"060590320651",71
"060590320665",71
"060590320464",71
"060590320461",71
"060590320452",71
"060590320463",71
"060650481002",63
"060590320411",71
"060590320431",71
"060590320643",71
"060590320432",71
"060590320421",71
"060590320112",71
"060650464011",63
"060590626201",72
"060590626192",72
"060590626322",72
"060590626324",72
"060590423251",72
"060590423053",72
"060650430101",63
"060650430103",63
"060650430032",63
"060650432722",71
"060650432723",71
"060650429023",63
"060650429032",60
"060650429033",63
"060650432721",71
"060650464033",63
"060650464032",71
"060650432712",71
"060590423171",74
"060590423172",74
"060590423293",74
"060590423252",74
"060590423261",74
"060590423262",74
"060590423191",74
"060590423192",74
"060590423361",74
"060739901000",74
"060730187001",74
"060730190011",74
"060650464051",71
"060650464031",71
"060650497022",71
"060650497023",71
"060650427332",63
"060650427142",63
"060650427161",63
"060650427141",63
"060650427162",63
"060650497021",71
"060650506003",71
"060650497011",71
"060650506001",71
"060650506002",71
"060650432273",71
"060650506004",71
"060650506005",71
"060650498001",71
"060650432272",71
"060650432293",71
"060650432271",71
"060650432761",71
"060650432781",71
"060650432792",71
"060650498002",71
"060650432061",71
"060650432065",71
"060650432114",71
"060650503021",71
"060650432113",71
"060650432101",71
"060650503023",71
"060650505022",71
"060650432102",71
"060650505011",71
"060650432092",71
"060650503011",71
"060650503022",71
"060650507011",36
"060650432091",71
"060650432962",71
"060650503012",71
"060650432961",36
"060650432972",36
"060650432951",36
"060650427381",63
"060650427371",63
"060650427392",63
"060650432971",36
"060650432941",36
"060650432942",36
"060650432952",36
