,District,area_col,percent,precinct
1,13,0.02250720758125439,0.9998809795100717,913090
4,9,0.01129806560716675,0.9999999998819848,92422
5,13,0.00037904862299998547,1.0000000000000002,11101
6,13,0.00014948471299998598,0.9999999999999997,11102
7,13,0.0003163334684999945,1.0000000000000004,11103
8,13,0.0002972581244999481,1.0000000000000004,11105
9,13,0.00023592628900005104,0.9999999999999984,11107
10,13,0.00036161977899998597,1.0,11108
11,13,0.00018422506813515837,0.9999997510390217,11109
13,13,0.0001907430920000072,1.0000000000000007,111100
14,13,0.00011453354650004194,1.0000000000000002,11111
15,13,0.0003605741249999855,0.9999998197319584,11112
17,13,0.00016061178800000204,0.9999999999999998,11114
18,13,0.00019485614750004525,1.0,11115
19,13,0.0002754507215000191,0.9999999999999998,11117
20,13,0.00013624665100000206,0.9999999999999998,11118
21,13,0.00034950952900000707,1.0000000000000009,11120
22,13,1.0207235000114376e-06,1.0,11124
23,13,0.00032750671800001175,0.9999999999999993,11127
24,13,3.113932449996015e-05,1.0000000000000004,11130
25,13,0.00033674921794176117,0.9968320483802184,111310
27,13,0.00023630826950002862,1.0000000000000002,111320
28,13,0.0002096007009999697,0.9999999999999989,11137
29,13,0.0001903652147844981,0.9936474894727187,111410
31,13,0.0001315452620000557,1.0000000000000007,11142
32,13,0.0003708626412294093,0.998553954761714,111430
34,13,6.454370750000806e-05,0.9999999999999996,111440
35,13,0.000314230791500036,0.9999999999999994,111450
36,13,0.00010162845700002982,0.9999999999999992,11149
37,13,0.00034396499499999493,0.9999999999999996,11151
38,13,7.792331499996869e-06,1.0,111620
39,13,0.00012150891949996002,0.9999999999999991,11166
40,13,0.0005316304349999741,0.9999999999999992,111750
41,13,5.0469514000024185e-05,0.9999999999999989,111760
42,13,4.823039929309562e-06,0.8597402260728574,111770
43,9,7.868405706877583e-07,0.14025977392711117,111770
44,13,2.5936616500003744e-05,0.999993773320355,111780
46,13,2.634202449997657e-05,0.9999999999999999,111790
47,13,0.00013334721049999222,1.0000000000000007,11201
48,13,0.00021844386850003857,1.0000000000000002,11202
49,13,0.00010021207850001903,1.0000000000000009,11203
50,13,6.325974299998441e-05,1.0,11205
51,13,8.750644799999481e-05,0.9999999999999996,11206
52,13,0.00016430989999999894,1.0,11208
53,13,0.00018893221499999917,0.9999999999999994,11209
54,13,8.804844799999864e-05,0.9999999999999997,11211
55,13,4.123656049998708e-05,1.0,11212
56,13,0.0001505429620000138,1.0000000000000007,11214
57,13,0.00025025902749997535,0.9999999999999996,11215
58,13,0.0001846963190000159,1.0000000000000002,11217
59,13,0.0003613044484999471,0.9999999999999999,11218
60,13,8.978867149995379e-05,1.0000000000000002,11219
61,13,0.0002183200880000007,0.9999999999999998,11220
62,13,0.00020959536850003122,1.0000000000000009,11221
63,13,0.0001036175920000124,0.9999999999999994,11224
64,13,2.773490550000882e-05,0.9999999999999997,112240
65,13,0.0001190678054999952,1.0000000000000002,11226
66,13,0.00021218662700003843,1.0000000000000004,11227
67,13,1.7268245000003927e-06,0.9999999999999999,112290
68,13,4.333843299999451e-05,1.0000000000000002,11230
69,13,0.00029686966918348787,0.9983082400379215,11234
71,13,0.0002212537099999836,1.0000000000000004,11235
72,13,2.942538700001396e-05,0.9999999999999996,112460
73,13,0.00017352835700004134,1.0000000000000002,11249
74,13,1.068710450001026e-05,1.0000000000000002,112520
75,13,0.0001423418600000067,1.0,11253
76,13,0.00019133850049998015,1.0000000000000007,11258
77,13,4.804661100000391e-05,0.9999999999999997,11259
78,13,0.00018895596499996772,0.9999999999999993,112600
79,13,8.441967549996393e-05,0.9999999999999996,11265
80,13,0.0001619302625000207,0.9999791396032226,11266
82,13,0.00011481885699998789,1.0000000000000002,11270
83,13,4.3814897499985386e-05,0.9999999999999999,112710
84,13,0.00014176569449997508,0.9999999999999997,11275
85,13,6.818706100001078e-05,1.0000000000000002,11292
86,13,0.0006468354210000346,0.9999999999999997,113010
87,13,0.00014363758699999368,0.9999999999999989,11302
88,13,0.00011017473900001223,0.9999999999999998,11303
89,13,0.0002525856055000232,0.9999999999999998,11304
90,13,0.0002046963084999664,0.9999999999999999,11305
91,13,0.00017087288250000872,1.0000000000000013,11306
92,13,0.00016995175200001293,0.9999999999999997,11307
93,13,0.00018914101800001466,1.0000000000000002,11308
94,13,0.0006538828434999586,0.9999995480843848,11309
96,13,6.683556550004689e-05,0.9999999999999998,11310
97,13,0.00015702104199998801,1.0000000000000004,11312
98,13,6.744512800000136e-05,1.000000000000002,113130
99,13,0.00018589393399999726,0.9999948438605409,11315
101,13,0.0001563667339999955,1.0,11316
102,13,9.674247884569392e-05,0.9999996831348391,11320
104,13,8.764929250001516e-05,1.0,11322
105,13,0.00012792333649999394,0.9999999999999996,11323
106,13,0.0001943258730000227,0.9997791106471106,11324
108,13,1.39905780000165e-05,1.0000000000000002,113280
109,13,1.45365875000142e-05,1.0,113310
110,13,0.0010396145644999757,1.000000000000001,11333
111,13,0.0003510826885000179,1.0,113900
112,13,2.9693302499995764e-05,1.0000000000000004,113910
113,13,0.00019762705550000972,1.0000000000000002,33501
114,13,0.00011427564100000149,0.9999999999999998,33502
115,13,0.00020511680399998863,0.9999999999999999,33503
116,13,0.0001950172654999937,0.9999999999999994,33504
117,13,0.0005331857747196639,0.9865377343883884,33507
119,13,0.00047750022200002677,1.0,33509
120,13,0.0001125356015000252,1.0000000000000002,33513
121,13,0.00012934741899997657,0.9999999999999998,33514
122,13,0.00010369759250002336,0.9999999999999992,33517
123,13,0.0002482133555000143,0.9999999999999996,33520
124,13,0.00011797492150000028,1.0,33521
125,13,6.533502599999562e-05,0.9999999999999998,33524
126,13,0.00021162361700002215,1.0000000000000004,33525
127,13,0.00015275510949998687,0.9999999999999998,33527
128,13,0.00015412467749999686,1.0,335280
129,13,0.0002042932774999727,1.0000000000000002,33529
130,13,0.0001606249585000473,0.9999999999999998,335290
131,13,0.0002636621549999795,0.9999999999999998,33530
132,13,0.0013302281259999476,0.9999999999999999,335310
133,13,0.0001265179994999817,1.0,33533
134,13,0.00013903729100004785,0.9999999999999994,33540
135,13,0.0001862591039999965,0.9999999999999999,33543
136,13,0.000993708282499997,1.0000000000000013,335440
137,13,0.00016513194949997168,0.9999999999999999,33546
138,13,0.00023723356000005807,1.0,335560
139,13,3.142638649999128e-05,1.0000000000000002,335610
140,13,6.51683529999657e-05,1.0,335640
141,9,0.0005316770599999364,1.0000000000000002,84306
142,9,0.0006271165599999763,0.9999999999999998,843080
144,9,1.1771386532319447e-05,0.9864501870819617,843160
146,9,0.002261099060867473,0.9999999462064691,84501
147,13,0.00012977258549999251,1.0,91101
148,13,2.572959849999818e-05,1.0000000000000002,91102
149,13,4.120114499999061e-05,1.0000000000000004,911030
150,13,7.236350400000292e-05,1.0000000000000004,911040
151,13,4.937013799998345e-05,1.0000000000000002,91105
152,13,6.353696699996759e-05,1.0,911060
153,13,0.00037025244250001553,0.9999999999999997,91107
154,13,0.0001268066184999956,1.0000000000000002,91108
155,13,1.3381399500011364e-05,0.9999999999999999,911090
156,13,0.00012074099450002886,0.9999999999999998,91111
158,9,0.0011342774757845927,0.9313959931551103,91113
159,9,0.0009996600929999796,1.0000000000000004,911190
160,13,9.423669499998947e-06,1.0000000000000002,911200
161,13,4.877213400001173e-05,1.0000000000000002,911220
162,9,0.00041231949900008444,0.9999999999999998,911240
163,13,8.20104999999609e-07,1.0000000000000002,911260
164,9,4.893881099997931e-05,0.9999999999999999,911270
165,13,6.602292300000531e-05,1.0,911900
166,13,2.231088099997977e-05,1.0000000000000002,912010
167,13,2.29468849999527e-06,1.0,912020
168,13,2.2014612499990844e-05,1.0000000000000002,91203
169,13,2.052759749996843e-05,1.0,912040
170,13,4.725453299999109e-05,0.9999999999999996,912041
171,13,2.6344019000026383e-05,0.9999999999999997,912042
172,13,0.0002315962424999282,1.0,91205
173,13,0.0001441965234999746,1.0000000000000007,91206
174,13,0.00011449806900001188,0.9949011455632204,91207
176,13,0.00021444023421832145,0.46750417992368093,912080
177,9,0.00024425135278166696,0.5324958200763185,912080
179,9,0.000742603385000089,0.9819869601387419,912140
181,9,0.0002217595541351314,0.9929239458472157,91216
183,9,0.0001043552334999959,0.9752116982862958,912210
184,9,4.32137985000123e-05,1.0,912240
186,9,0.0004374004899018551,0.9720932301477551,91227
188,9,2.270596000001301e-05,0.9999854005221163,912290
189,13,4.38260650001177e-06,1.0,912310
190,13,1.1135201000017724e-05,1.0000000000000007,912320
191,13,5.653829999968216e-07,1.0,912330
192,13,8.232199549999984e-05,0.9999999999999999,91301
193,13,1.1499199500004867e-05,1.0000000000000002,913010
194,13,0.0003053808304999415,1.0000000000000004,91303
195,13,0.006102401774500084,0.9971283103536795,913040
197,13,2.004376250001282e-05,0.9999999999999998,913070
198,13,5.331797299998795e-05,1.0,913080
199,13,0.0010483835695000144,1.0,913100
200,13,1.0564228500002984e-05,0.17961554857912262,913110
201,9,4.825155100000686e-05,0.8203844514208772,913110
203,9,7.54033912975062e-05,0.9599749482954937,913120
204,13,2.9171772000001597e-05,1.0,913140
205,13,2.5562749999996492e-05,0.9999999999999994,913150
206,13,2.6246770000047638e-06,0.9999999999999996,913160
207,9,0.0001646639120000194,1.0,914010
209,9,0.0013540150244999278,0.9898258382164158,91408
211,9,0.0010420364079999792,0.9998546667985719,914170
213,9,0.0015709754060480921,0.9956501840834442,923010
215,9,0.004277191239999861,0.9993559939773742,92404
216,9,5.553688699998238e-05,1.0000000000000002,924390
217,13,0.006096896673444387,0.9999999781765043,933010
219,13,0.003664217183867501,0.992981283346526,933020
221,13,0.013759334423059674,0.9996201451178953,933030
223,13,7.458485499998481e-06,1.0000000000000002,933040
224,13,0.03360856681336025,0.9996048809162119,93501
227,9,0.0016894134709999832,1.0,93502
228,13,0.0016296764972737981,0.6127494817741194,93503
229,9,0.0010299365187263576,0.3872505182258806,93503
230,13,0.0027974074149999663,0.9999999999999993,93504
231,13,0.001140904318499969,0.6801840069449184,93505
233,9,0.0005364417820000754,0.3198157065907308,93505
234,13,3.170410549999549e-05,1.0000000000000002,935070
235,13,0.00035883576850000767,1.0000000000000002,935080
236,13,0.0002403154185652386,0.9841015372557724,935090
238,13,0.0003928482830000062,1.0000000000000002,935100
239,13,0.0013648564942500636,0.9999974541344347,935110
242,9,0.002247617363999968,0.9999994487499124,935130
243,13,6.576131349998728e-05,1.0,935140
245,9,0.001767647783999927,0.9911115658797323,935150
246,13,0.0024650260485001557,0.9788090531977816,935160
248,13,0.00046882042150005334,0.9999999999999997,935170
249,13,0.00028263281784083737,0.12412163324262243,935180
250,9,0.0019944304986590972,0.875878366757367,935180
251,13,2.606833099996772e-05,1.0000000000000002,935190
252,13,0.00025443151578382874,0.9999878860179929,93521
254,13,0.0003091085365730611,0.9999783012094097,93522
256,13,0.0017275472265953075,0.9999999612718202,935260
258,13,2.352486200000639e-05,0.9999999999999997,935270
259,13,0.00015927162400001412,1.0000000000000004,935280
260,13,0.000293322376000002,1.0,93532
261,13,9.023923299997091e-05,1.0,935370
262,13,6.228283799996407e-05,1.0,935380
263,13,0.00010421473500002795,1.0,935390
264,13,0.00010314738549996536,1.0,935410
265,13,4.272592499999314e-05,1.0000000000000002,935420
266,13,6.062402999989867e-06,1.0,935430
267,13,0.0007647126484669256,0.6649823018061275,94101
268,9,0.000385261789033035,0.3350176981938789,94101
269,13,0.0006609930719180112,0.9989180794058973,941020
272,9,0.00022531679429968354,0.9203762046720774,941030
274,9,0.0008807577114445102,0.9999937218592736,941040
275,13,3.843836535503565e-05,0.12915403680214305,941050
276,9,0.0002591780801450115,0.8708459631978684,941050
277,13,0.0001205764634999957,1.0,941060
279,9,0.000989690954289225,0.995236701309878,941070
281,9,0.0006948789354999949,0.9999999373991718,941090
283,9,0.0007906243414998561,0.9987608136089177,941120
284,13,7.666702299999036e-05,1.0,941130
285,9,0.0001419083439999938,0.9999999999999998,943010
287,9,0.000883848253719382,0.9971988829644696,943020
288,9,0.00013123796650000484,1.0,943140
289,9,0.0040733290800000444,0.9999999999999996,93524
290,9,0.00020094475850001463,1.0000000000000002,42401
291,9,0.00013828777650000854,1.0000000000000007,42402
292,9,0.00025062596449998897,0.9999999999999993,424030
293,9,0.00030682046150004577,1.0000000000000004,42404
294,9,9.467042249999914e-05,0.9999999999999997,42405
295,9,0.000289670513000047,1.0000000000000004,42406
296,9,0.00011269491199999332,1.0000000000000002,42407
297,9,0.0001136340334999902,0.9999999999999996,42408
298,9,0.00015156958850002145,1.0000000000000004,42411
299,9,0.00019499359950003113,1.0000000000000007,42415
300,9,0.00017582336299998952,1.0000000000000002,42418
301,9,0.00021272605999996205,0.9999999999999999,42422
302,9,0.00014275158549994547,1.0000000000000007,42426
303,9,0.00018051618850002714,1.0000000000000007,42427
304,9,9.009397149999156e-05,1.0,42429
305,9,0.00017322174350003607,0.9999999999999993,42432
306,9,0.00033979624999995136,1.0000000000000004,42434
307,9,0.0005056569900000321,1.0000000000000002,424360
308,9,0.00011793896899999996,1.0000000000000002,42439
309,9,1.0633653000003226e-05,0.9999999999999999,424420
310,9,6.85293450000111e-05,1.0000000000000002,54301
311,9,0.00017939259450002777,1.0,54302
312,9,0.0001705543314999708,1.0000000000000002,54304
313,9,0.00019200747450000575,0.9999999999999993,54305
314,9,0.0003010928745000269,0.9999999999999997,54307
315,9,0.00017488212549998124,0.9999999999999999,543080
316,9,0.00013510639800002063,0.9999999999999998,54310
317,9,8.89352724999852e-05,1.0000000000000004,54312
318,9,0.00024041746750000194,1.0000000000000007,54318
319,9,0.00014675852649997866,1.0000000000000002,54320
320,9,0.0001507867009999873,1.0000000000000004,54321
321,9,0.0002062347589999862,1.0,54324
322,9,0.0001339432285001002,1.0,543280
323,9,0.00014255104350003507,1.0,54501
324,9,0.000315107843999926,0.9999999999999998,54503
325,9,0.00031305545099997333,0.9999999999999998,54504
326,9,0.00025953726800000105,1.0,54505
327,9,8.942468949996571e-05,1.0000000000000002,545060
328,9,8.4243882500013e-05,0.9999999999999999,54507
329,9,0.0003663258864999966,0.9999999999999994,54509
330,9,0.00040525477299996153,1.0,545090
331,9,0.0002454229969999769,0.9999999999999998,54510
332,9,0.00020848472550000482,1.0000000000000004,54511
333,9,0.00026492019000001277,0.9999999999999996,54514
334,9,0.000244485155000043,1.000000000000001,545220
335,9,6.225050650002196e-05,0.9999999999999998,54526
336,9,0.000300997034499961,0.9999999999999998,545270
337,9,6.355686500018536e-06,1.0000000000000002,545310
338,9,0.00013667860900004868,1.0000000000000004,545311
339,9,0.00034853934350000365,1.0,64401
340,9,0.00023916018050003143,1.0000000000000004,64402
341,9,4.076202200000704e-05,1.0,644900
342,9,0.0002872177534999459,1.0000000000000002,74401
343,9,0.0001699182539999539,1.0,74402
344,9,0.0002257199009999977,0.9999999999999993,74403
345,9,0.0003636488859999626,1.0000000000000002,74405
346,9,0.00040841465600005,1.0000000000000004,74408
347,9,0.00011470193049999487,0.9999999999999999,835010
348,9,0.00011493402899995806,0.9999999999999997,84301
349,9,0.0004722627720000455,1.0000000000000009,84302
350,9,0.0002355188655000073,1.0000000000000004,84303
351,9,0.0006089227299999515,0.9999999999999994,84307
352,9,0.0002275655445000162,1.0000000000000009,84309
353,9,2.9891986000003327e-05,0.9999999999999998,843110
354,9,2.4931142000002508e-05,0.9999999999999994,845020
355,9,0.00027116479400002725,1.0,845030
356,9,0.0006289995164999836,1.0000000000000002,911100
357,9,0.0004993521740000239,1.0000000000000002,911230
358,9,0.00010898091399996743,0.9999999999999998,91213
359,9,0.00026205694249998126,1.0000000000000004,91217
360,9,7.229429800000311e-05,1.0000000000000002,912260
361,9,6.194405000041808e-07,1.0,912300
362,9,2.4783704999933567e-06,0.9999999999999994,912350
363,9,0.01882704278950004,0.9999999999999997,91402
364,9,0.02589998488949997,0.9999999999999994,91404
365,9,0.0019374218839998917,0.9999999999999991,914060
366,9,0.0006211574279999976,1.0000000000000013,914100
367,9,0.00022515346599994606,1.0,914130
368,9,0.0046297561510000385,0.9999999999999998,91414
369,9,0.0007013635394999613,1.000000000000001,914150
370,9,0.00037266314599998887,0.9999999999999997,914180
371,9,5.5225534000001465e-05,0.9999999999999999,914190
372,9,0.00028422964550000137,0.9999999999999998,914200
373,9,0.0002697868870000494,0.9999999999999996,914220
374,9,0.0001974944810000443,0.9999999999999999,914230
