,District,area_col,percent,precinct
1,28,0.013461213749953684,0.9999996952693099,30020
3,28,0.004679245242271219,0.9999998235337898,30043
5,28,0.001982569950701055,0.9999985323117044,50201
6,28,0.0028069917409999016,1.0000000000000004,50211
8,28,0.005053451396597472,0.9999992047218985,50221
10,30,7.939755732522332e-05,0.9998735615344847,10090
11,28,0.0002676682210000507,0.6753564009443027,10141
12,30,0.00012866802550000355,0.324643599055697,10141
13,28,0.00015765768599996605,0.9943624071504491,10143
15,28,0.0015967761655001772,1.0000000000000002,10144
16,28,8.518248649999473e-05,1.0000000000000002,10151
17,28,0.0006760307274998838,0.9999999999999997,10161
18,28,0.00011363518100003422,1.0000000000000004,10164
19,28,0.0006087998959999896,1.0,10201
20,28,0.00011012752949994186,0.9999999999999999,10204
21,28,0.0007284491815000581,1.0000000000000002,10231
22,28,0.00019362131550000388,1.0000000000000004,10232
23,28,0.0014067752320000052,0.9999999999999996,10280
24,28,0.0013974599844999585,0.9999999999999986,10281
25,28,1.5568812499986552e-05,1.0,10287
27,30,0.00036809123797883415,0.9875420442856685,10291
29,30,0.00020269495596066637,0.9112995363309271,10351
30,28,0.003272599841000117,0.9999999999999992,10381
31,28,7.452513050000728e-05,1.0000000000000004,10521
32,28,0.0004196302043398598,0.8688773351426395,10541
33,30,6.332658066014532e-05,0.13112266485736368,10541
34,28,0.0005457699899999425,0.999999999999999,10550
35,28,3.587385899999794e-05,1.0,10552
36,28,1.6566180000022703e-05,0.9999999999999998,10690
37,28,5.7921350894382686e-05,0.9935231996345892,10762
39,28,0.00028032107950002336,0.9999999999999998,10781
40,28,0.0003244267985000006,0.9999993835284914,11010
42,28,9.573373299997274e-05,1.0000000000000002,11120
43,28,5.884825000019636e-07,0.9999999999999997,14110
44,28,0.00028286580299995005,1.0,14121
45,28,1.3053283000014826e-05,1.0,14123
46,28,5.613360000007156e-07,1.0000000000000002,14133
47,28,5.7057436000014696e-05,1.0000000000000002,14141
48,28,0.002178474250499942,0.6430970916725715,20041
49,29,0.0012089990854999893,0.35690290832742727,20041
50,28,0.002024497792999982,0.6692807827295335,20044
52,30,0.0009685161579999779,0.32018274090182297,20044
53,28,6.34181910000302e-05,1.0,20093
54,28,4.8065850999974544e-05,1.0000000000000002,20096
