,District,area_col,percent,precinct
2,33,0.02314243651971171,0.9999691038065185,499801
4,32,0.005260685746458115,0.22748489425581248,499802
5,33,0.01786474185531554,0.7725150498867951,499802
8,33,0.012389337550000035,0.9999560890073446,499804
10,32,0.0033870669425000713,0.3652893115407344,499805
11,33,0.0058852189815000525,0.6347106881896448,499805
12,32,0.0002833526139999806,1.0,102002
13,32,0.0003545495005000306,1.0000000000000007,102009
14,32,0.0003716597305000461,1.000000000000001,106001
15,32,0.00016265426499996203,0.999999999999999,106002
16,32,0.0003802649549999598,1.0000000000000002,106003
17,32,0.00024002922650003658,0.9999999999999998,106005
18,32,0.0004893476347940448,0.7554997850637434,106901
19,33,0.00015836616270592014,0.24450021493625604,106901
20,32,0.00013653684017117998,0.4463929298851293,106909
21,33,0.00016933010132880096,0.5536070701148704,106909
23,33,0.0005819958780777629,0.9919536269334975,108001
24,32,0.051557815934000197,1.0000000000000027,199306
25,32,0.00025911180635058555,0.3150783948828695,199445
26,33,0.0005632606906494318,0.6849216051171203,199445
27,32,0.006976282098271,0.37612275054493927,199801
28,33,0.011571604431229088,0.6238772494550608,199801
29,32,0.007819693846314316,0.6386826938974739,199802
30,33,0.004423778414685462,0.3613173061025283,199802
31,32,0.043554570784499876,1.0000000000000013,199805
32,32,0.014272152751499958,1.0000000000000004,199806
33,32,0.086177453305,0.9999999999999997,199807
34,32,0.003694120441591895,0.35560303164725715,199808
35,33,0.00669420618340804,0.6443969683527432,199808
36,32,0.014682826711907895,0.9886060802612577,199809
39,33,0.0003351024478402627,0.9999972630542882,205105
41,33,0.0004929575629233898,0.9136729237388542,205405
43,33,0.0003621030873338316,0.9939928354338917,205501
45,33,0.0003990829335000113,0.9999969204490863,205502
46,33,0.00029495427800001536,1.000000000000001,205504
48,33,0.0007222640379801166,0.9992974449165266,205801
50,33,0.00012724402996066605,0.9845408838795424,205802
51,32,0.009521473957038647,0.250622829026955,299801
52,33,0.028469773663961518,0.7493771709730437,299801
53,32,0.00045674262300001843,0.9999999999999994,306001
54,32,0.00027699765699994817,0.9999999999999998,306003
55,32,0.00035401114249998636,1.0,306006
56,32,0.00023890134850001218,1.0000000000000002,306008
57,32,0.0002957289559999715,1.0000000000000002,306009
58,32,0.00019259966000004017,1.0000000000000018,306011
59,32,0.00022519090049998006,0.9999999999999999,306012
60,32,0.0002604962369999746,0.999999999999999,306017
61,32,0.00015632033050000076,1.0000000000000004,306019
62,32,0.0002787808680000525,1.0000000000000007,306021
63,32,0.00179887956275541,0.9024436238642161,306801
65,32,0.00024906348750002174,0.9931396151242142,306910
67,32,0.0002293576659999977,0.9999999999999996,306912
68,32,0.00035822757250003373,1.0000000000000007,306914
69,32,0.00012069918017646142,0.3037616739089856,306915
70,33,0.00027664910482352796,0.6962383260910148,306915
71,33,0.0001298247520000079,0.9999999999999998,306918
72,32,0.00022996712849999401,0.7816673236443543,306923
73,33,6.423364149998782e-05,0.21833267635564582,306923
74,32,0.00019695684349996825,0.9999999999999998,306931
75,32,0.0003779332325000393,0.9275713369439249,306933
78,33,0.0016625373325403656,0.9591924766243566,399801
79,32,0.004619343118999976,0.750365779212003,399802
80,33,0.001536778664500036,0.24963422078799613,399802
82,33,6.494584381983707e-05,0.9972189908267491,406801
84,33,7.630745900002016e-05,0.999995000513718,406905
85,32,0.00012575645650000943,0.32235296865213076,406916
86,33,0.0002643639045000481,0.6776470313478695,406916
87,32,0.00015490044349997136,0.9999999999999993,406917
89,33,0.0007708949270000741,0.9999979238458825,407001
90,32,0.0006399277201048577,0.20063507373939427,499006
91,33,0.0025495830078950833,0.799364926260605,499006
93,33,0.0031482376222907896,0.9999999867515833,499048
94,32,0.014413268009499878,0.914293757268712,499262
96,32,0.00021038857200005262,0.2643137018720845,499803
97,33,0.0005855920014999579,0.7356862981279156,499803
99,33,0.0020242702665000576,0.9999999654196352,499806
100,32,0.0013924118494999544,0.48163380428706004,499807
101,33,0.0014986058430000089,0.5183661957129405,499807
102,33,0.0007615883830000477,1.0,499808
103,32,0.11271659553358016,0.999999903541992,499809
105,32,0.01652566111543296,0.9805249466252235,499810
108,32,0.00020256752850000818,0.12037428107352843,499811
109,33,0.0014802464969999537,0.879625718926472,499811
