,District,area_col,percent,precinct
1,34,0.04821708589850153,0.9998022633435792,2610009A
4,34,0.03987569234342679,0.9999999946440269,4650001B
5,34,0.003646154506999866,1.000000000000001,0050005A
6,34,0.004548647940000054,1.0000000000000007,0050014A
7,34,0.01361715613871875,0.9992026111341826,0050022A
9,34,2.3123552497093565e-06,0.16158065115385356,0050024A
10,41,1.199848725028212e-05,0.8384193488459337,0050024A
11,34,0.004673303592000172,0.9901216051439535,0050025A
13,40,2.091930000009645e-07,1.0000000000000002,0050026A
15,40,0.0029692225767549508,0.9999999022488123,0050027A
16,34,3.064226200001068e-05,1.0000000000000013,0050028A
18,41,1.7920831987663516e-06,0.9999376177090507,0050052D
19,41,1.3612049999996555e-07,1.0000000000000004,0050056A
20,34,0.003167682321000106,0.9999999999999998,0050059A
21,34,0.005509905743499943,0.9802377325705329,0050063A
23,34,0.006608819476313345,0.999977624085807,0090003A
25,34,0.0035932485054999434,0.9999999999999997,0090005B
26,34,0.0030891991350001035,0.9996256572043223,0090005E
28,34,0.0012326726759165276,0.6343976282851902,0090006A
29,40,0.0007103873560834429,0.3656023717148094,0090006A
30,40,0.0001072840794999344,0.9999999999999992,0090007B
31,34,0.00012889849549994046,0.635650488622757,0090007C
32,40,7.388353300006217e-05,0.36434951137724336,0090007C
33,34,0.0003733945049999815,0.9999974423898976,0090009A
35,34,0.0017369620204999057,0.9999993108662357,0090012A
37,34,4.7292724999853e-06,0.3383195330064153,0090017A
38,40,9.249443000002168e-06,0.6616804669935845,0090017A
41,41,0.007463947065301245,0.9992495610423283,0200031A
43,39,0.02964826649250027,0.9999999997807627,0300002A
45,39,0.010252688271333712,0.9963627217011923,0300006B
46,39,0.014035114165499862,1.0000000000000007,0300013A
48,40,0.0001683961902300067,0.9999999449511251,1020005C
49,40,0.0005719068524999881,0.9999999999999989,1020007A
50,40,0.0014393166135000294,1.0000000000000002,1020012A
51,34,0.0021124707608469132,0.30770641666808546,1040001A
52,40,0.004752744413153122,0.6922935833319166,1040001A
53,34,0.00823269104113876,0.6445348133984184,1040012A
55,40,0.004538536987799604,0.3553206449647858,1040012A
57,40,0.001752976024000073,0.9669004814956301,1040020A
58,34,0.0006376377606529457,0.9795598108657636,1040044A
60,34,0.008273673283593803,0.9999671547968124,1040044B
62,34,0.0014873944160000115,0.6033407521072084,1040071A
63,40,0.00097786988249994,0.3966592478927908,1040071A
64,34,0.01066582815000011,1.0,1750001A
65,34,0.0059040554320837,0.8089091763773192,1750052A
66,39,0.0013947311369163786,0.19109082362267965,1750052A
67,34,2.429852699994995e-05,0.9999999999999999,1750053G
68,34,0.008636380127000022,1.0,1750055A
69,34,0.00021445075749996624,1.0,1770004A
70,34,6.926518499999176e-06,0.39196660463628313,1770008C
71,39,1.0744677000001348e-05,0.6080333953637161,1770008C
72,34,0.002272482309499929,0.7364050665641654,1770015A
73,39,0.0008134311540000143,0.263594933435835,1770015A
74,34,9.396149250003255e-05,0.9999999999999994,1770072A
75,34,0.0001480116125000231,1.0000000000000004,1770306A
76,34,0.011776613152500174,1.0000000000000002,2620001A
77,34,2.668574999977129e-07,1.0,3500014A
79,41,0.022765142225968305,0.99981967169044,3500016A
80,34,5.8177251499971994e-05,0.2582835607689592,3550001A
81,39,0.00016706840999999837,0.741716439231041,3550001A
82,34,6.587236999966432e-06,0.38909941787990565,3550024C
83,39,1.0342207499998265e-05,0.6109005821200947,3550024C
84,34,0.00011056721350001477,0.2029573516540356,3550028A
85,39,0.000434213316000042,0.7970426483459642,3550028A
86,34,0.0001309708269999978,0.7815305011327462,3550029A
87,39,3.661166249998892e-05,0.2184694988672538,3550029A
88,34,0.0003397208214998862,1.0000000000000002,3550033B
89,34,0.00032256056600000766,1.0000000000000004,3550038A
90,34,0.0018984979335000963,1.0000000000000002,3550044B
91,34,0.00037387401050000305,0.7707428757277336,3550053A
92,39,0.0001112086574999993,0.22925712427226697,3550053A
93,34,0.0005241683300000058,1.0,3550058A
94,34,0.00012860545499995983,1.0000000000000007,3550059B
95,34,0.00026011992100003433,0.8029096284534596,3550061A
96,39,6.385168399998212e-05,0.19709037154653983,3550061A
97,34,0.00022522113149996904,0.9999999999999999,3550080A
98,34,0.00013125869899997597,0.6781244013203367,3550082A
99,39,6.230268700001121e-05,0.32187559867966287,3550082A
100,34,2.7615999998731853e-08,1.0000000000000002,3550085A
102,39,0.0009552052333472102,0.9999999898945057,3550088B
103,34,0.00026038898950000273,0.9999999999999993,3550094A
104,34,0.004430617364500026,1.0,3550101A
105,34,6.136509899991323e-05,1.0000000000000004,3550101D
106,34,0.0002592868694999825,1.0,3550104A
107,34,0.004720730527999828,1.0000000000000004,3550107A
108,34,0.00022953153649995286,0.9999999999999998,3550132A
109,34,0.0063965299995002575,1.0000000000000009,3680001A
111,39,0.00871188129700009,0.9198078753608208,3700044A
112,41,0.002830437415999819,1.0000000000000004,3750006A
114,39,0.0015680877534998716,0.9113770487022557,5000005B
115,34,0.00024454155919236383,0.10105866305945865,5000005L
116,39,0.0021752565243077712,0.8989413369405419,5000005L
117,39,0.00022433819150002803,1.0,5000007A
118,34,0.000805825215999919,0.9999999999999994,5000011A
119,34,5.0289536549442785e-06,0.9168433561514144,5000011B
121,34,9.54398450005221e-06,0.43436813760706416,5000011D
122,39,1.2428125500073655e-05,0.5656318623929371,5000011D
123,34,4.5796204500029364e-05,1.0,5000011F
124,34,2.7257804499975437e-05,1.0000000000000024,5000013C
125,34,0.0010935595510001145,0.9999999999999996,5000014A
126,34,0.0002467636565000259,0.4127668619870047,5000015A
127,39,0.00035106451049995643,0.5872331380129946,5000015A
128,39,9.66418849998739e-06,1.0,5000015B
129,34,0.00014135980650000808,1.0,5000017A
130,34,0.004445320455999747,0.9999999999999998,5000020A
131,34,0.0004788681315001032,0.9999999999999991,5000029A
132,34,4.146031149998003e-05,0.13030819556628012,5000030A
133,39,0.00027671086199993725,0.8696918044337206,5000030A
134,34,0.0003961286322744262,0.9550880413948787,5000045A
137,39,0.0003682873082743161,0.9999958640461101,5000048A
138,39,0.0006205772749999978,0.9999999999999982,5000050A
139,39,0.00017247863499998234,1.0000000000000002,5000057A
140,34,0.0004710541995000329,1.0000000000000007,5000060A
141,34,4.2059549999710656e-07,1.0,5000066F
142,34,0.0003266735939999839,1.0000000000000002,5000067B
143,34,0.00015563272149994923,0.9999999999999998,5000080A
144,34,0.00046718477700007533,1.0,5000087A
145,34,0.00019592648249995635,1.0,5000092A
146,34,1.1501421500014415e-05,0.9999999999999991,5000105D
147,34,0.0001297022740000209,1.0000000000000004,5000118A
148,34,0.0011693041109998804,0.9999999999999997,5000127A
149,34,0.0002478460419999857,1.0000000000000004,5000134A
150,34,0.002771473412892808,0.17863089565525817,5200003A
152,41,0.01274349463726659,0.8213616086819568,5200003A
153,34,0.004648748868606879,0.9991164562217336,5200007B
156,39,0.010227103490159673,0.9999995290613732,5200042A
158,34,0.00012120874250005898,1.0000000000000002,5400001A
159,34,0.0003064266945000025,1.0,5400004A
160,34,0.00012995857300002802,0.9999999999999998,5400005F
161,34,0.00031098425099999714,0.9999999485504516,5400011A
163,34,0.000350877126000069,0.9999999999999997,5400019A
164,34,0.0002630885895000315,1.0,5400046A
166,40,0.0002633655350742167,0.9881866193614347,6220045A
168,40,7.766828261279564e-05,0.9999351078725793,6220167A
170,40,0.0003630025206421306,0.9999999990140366,6220179A
171,34,0.005147234548015965,0.9985275011369971,6300002C
173,40,0.00012478085600005546,0.9999999999999998,6300003A
175,40,0.0004185209356870972,0.9999998188552011,6300006A
177,40,0.0006524088120000284,0.9774695297767064,6300006E
178,34,1.7185673500010826e-05,1.0000000000000004,6300024A
179,34,0.00023444229900003682,0.4187203873630978,6300025A
180,40,0.00032545950200001225,0.5812796126369014,6300025A
181,34,0.007901409975999918,0.9999999999999998,6300457A
182,34,0.00014922962499968955,0.9999999999999962,6300460E
184,40,0.0011832342707258337,0.9999999537080735,6850013B
