Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,
2020 Santa Cruz Presidential Primary,,,,,,,,,"March 3, 2020",,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,1 Presidential Preference GRN,,,,,,,,,,,,,,
,,,,,,,1,1,,1,1,1,1,1,,
,,Registered Voters,Voters Cast,Turnout (%),,,DAVID ROLDE,HOWIE HAWKINS,,DARIO HUNTER,DENNIS LAMBERT,SEDINAM MOYOWASIFZA-CURRY,Write In,Kent Mesplay,,
31160,Total,19,9,47.37 %,,,,1,,2,1,1,1,,,
31190,Vote by Mail,10,3,30.00 %,,,,,,,2,,1,,,
31190,Polling Place,10,2,20.00 %,,,,1,,,,,,,,
31190,Total,10,5,50.00 %,,,,1,,,2,,1,,,
31210,Vote by Mail,12,1,8.33 %,,,,,,1,,,,,,
31210,Polling Place,12,3,25.00 %,,,,,,,1,1,,,,
31210,Total,12,4,33.33 %,,,,,,1,1,1,,,,
31240,Vote by Mail,23,2,8.70 %,,,,,,,1,,1,,,
31240,Polling Place,23,1,4.35 %,,,,,,,,1,,,,
31240,Total,23,3,13.04 %,,,,,,,1,1,1,,,
31250,Vote by Mail,18,5,27.78 %,,,,1,,1,,,2,,,
31250,Polling Place,18,5,27.78 %,,,,,,,1,1,,,,
31250,Total,18,10,55.56 %,,,,1,,1,1,1,2,,,
31300,Vote by Mail,13,5,38.46 %,,,,,,,1,,1,,,
31300,Polling Place,13,1,7.69 %,,,,,,,,,1,,,
31300,Total,13,6,46.15 %,,,,,,,1,,2,,,
31400,Vote by Mail,10,2,20.00 %,,,,1,,,,,1,,,
31400,Polling Place,10,2,20.00 %,,,,,,1,,1,,,,
31400,Total,10,4,40.00 %,,,,1,,1,,1,1,,,
31450,Vote by Mail,20,5,25.00 %,,,,1,,2,,,1,,,
31450,Polling Place,20,5,25.00 %,,,,,,1,2,1,,,,
31450,Total,20,10,50.00 %,,,,1,,3,2,1,1,,,
31480,Vote by Mail,6,2,33.33 %,,,,,,,,,2,,,
31480,Polling Place,6,1,16.67 %,,,,,,1,,,,,,
31480,Total,6,3,50.00 %,,,,,,1,,,2,,,
31490,Vote by Mail,6,0,0.00 %,,,,,,,,,,,,
31490,Polling Place,6,0,0.00 %,,,,,,,,,,,,
31490,Total,6,0,0.00 %,,,,,,,,,,,,
31560,Vote by Mail,12,2,16.67 %,,,,,,,,,2,,,
31560,Polling Place,12,1,8.33 %,,,,,,,,,1,,,
31560,Total,12,3,25.00 %,,,,,,,,,3,,,
31580,Vote by Mail,5,1,20.00 %,,,,,,,,1,,,,
31580,Polling Place,5,1,20.00 %,,,,,,1,,,,,,
31580,Total,5,2,40.00 %,,,,,,1,,1,,,,
31600,Vote by Mail,10,3,30.00 %,,,,,,1,,1,1,,,
31600,Polling Place,10,0,0.00 %,,,,,,,,,,,,
