COUNTY OF LOS ANGELES,STATEWIDE DIRECT PRIMARY ELECTION,6/7/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVERNOR,Voter Nominated, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,M SHELLENBERGER,FREDERIC C SCHULTZ,W W SANDERS III,REINETTE SENUM,LONNIE SORTOR,A M PEREZ-SERRATO,JAMES G HANINK,SHAWN COLLINS,HEATHER COLLINS,ANTHONY FANARA,SERGE FIANKAN,LUIS J RODRIGUEZ,LEO S ZACKY,BRADLEY ZINK,JENNY RAE LE ROUX,DAVID LOZANO,RONALD A ANDERSON,GAVIN NEWSOM,ROBERT C NEWMAN II,BRIAN DAHLE,JOEL VENTRESCA,MAJOR WILLIAMS,RON JONES,ANTHONY TRIMINO,DANIEL R MERCURI,CRISTIAN R MORALES,
EAST LOS ANGELES,2000028B,328,217,N, ,POLLING PLACE,50,3,1,0,1,0,3,0,0,0,1,0,3,0,0,1,2,0,18,0,4,1,0,0,4,1,4, 
EAST LOS ANGELES,2000028B,328,217,N, ,VBM PORTION,223,2,1,2,1,0,11,1,2,2,1,0,1,1,0,2,0,0,165,0,11,1,0,0,3,1,6, 
EAST LOS ANGELES,2000028B,328,217,N,1536,TOTAL,273,5,2,2,2,0,14,1,2,2,2,0,4,1,0,3,2,0,183,0,15,2,0,0,7,2,10, 
EAST LOS ANGELES,2000030A,329,217,N, ,POLLING PLACE,73,1,0,1,0,0,2,0,2,0,0,0,3,0,0,5,1,0,28,0,8,0,1,0,12,0,9, 
EAST LOS ANGELES,2000030A,329,217,N, ,VBM PORTION,339,8,2,0,1,0,11,0,8,1,1,0,10,3,0,2,3,0,236,0,16,0,4,0,9,3,4, 
EAST LOS ANGELES,2000030A,329,217,N,1690,TOTAL,412,9,2,1,1,0,13,0,10,1,1,0,13,3,0,7,4,0,264,0,24,0,5,0,21,3,13, 
EAST LOS ANGELES,2000034A,330,216,N, ,POLLING PLACE,67,4,3,1,0,0,4,1,0,0,0,0,1,0,0,0,2,1,32,1,7,0,1,0,6,0,1, 
EAST LOS ANGELES,2000034A,330,216,N, ,VBM PORTION,289,10,0,0,0,0,11,0,0,0,3,0,8,1,0,1,0,1,231,0,6,1,0,0,5,0,5, 
EAST LOS ANGELES,2000034A,330,216,N,2216,TOTAL,356,14,3,1,0,0,15,1,0,0,3,0,9,1,0,1,2,2,263,1,13,1,1,0,11,0,6, 
EAST LOS ANGELES,2000038B,6265,217,Y, ,POLLING PLACE,40,3,1,0,0,0,3,0,1,0,1,0,1,1,0,0,0,1,23,0,0,0,0,1,0,0,2, 
EAST LOS ANGELES,2000038B,6265,217,Y, ,VBM PORTION,113,2,0,1,0,0,6,0,2,2,0,0,1,0,0,0,0,0,90,0,0,1,0,0,1,0,0, 
EAST LOS ANGELES,2000038B,6265,217,Y,1208,TOTAL,153,5,1,1,0,0,9,0,3,2,1,0,2,1,0,0,0,1,113,0,0,1,0,1,1,0,2, 
EAST LOS ANGELES,2000040A,331,217,N, ,POLLING PLACE,28,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,1,0,20,0,1,0,0,0,0,0,0, 
EAST LOS ANGELES,2000040A,331,217,N, ,VBM PORTION,130,2,1,1,0,0,5,0,1,0,0,0,3,0,0,0,1,0,102,0,4,0,0,0,2,0,4, 
EAST LOS ANGELES,2000040A,331,217,N,1276,TOTAL,158,2,1,1,0,0,7,0,2,0,0,0,4,0,0,1,2,0,122,0,5,0,0,0,2,0,4, 
EAST LOS ANGELES,2000045A,332,216,N, ,POLLING PLACE,69,1,0,1,0,0,5,0,1,0,0,0,1,1,0,0,1,0,36,0,7,1,0,1,2,0,7, 
EAST LOS ANGELES,2000045A,332,216,N, ,VBM PORTION,296,12,1,1,1,1,15,0,4,2,3,0,5,0,0,0,12,0,203,2,2,2,1,0,11,1,1, 
EAST LOS ANGELES,2000045A,332,216,N,2504,TOTAL,365,13,1,2,1,1,20,0,5,2,3,0,6,1,0,0,13,0,239,2,9,3,1,1,13,1,8, 
EAST LOS ANGELES,2000053A,333,216,N, ,POLLING PLACE,54,2,0,1,0,0,5,0,4,0,1,1,1,2,0,0,0,0,27,1,5,0,1,1,2,0,0, 
EAST LOS ANGELES,2000053A,333,216,N, ,VBM PORTION,287,1,0,0,0,0,18,0,5,4,5,0,16,1,0,1,2,0,204,2,5,2,0,0,5,1,4, 
EAST LOS ANGELES,2000053A,333,216,N,2470,TOTAL,341,3,0,1,0,0,23,0,9,4,6,1,17,3,0,1,2,0,231,3,10,2,1,1,7,1,4, 
EAST LOS ANGELES,2000062A,334,217,N, ,POLLING PLACE,63,0,1,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,39,0,4,1,0,0,1,0,5, 
EAST LOS ANGELES,2000062A,334,217,N, ,VBM PORTION,249,6,0,0,1,0,9,1,0,0,1,0,6,3,0,5,1,0,177,4,16,0,0,0,3,0,2, 
EAST LOS ANGELES,2000062A,334,217,N,1405,TOTAL,312,6,1,1,1,0,13,1,0,0,1,0,7,3,0,6,1,0,216,4,20,1,0,0,4,0,7, 
EAST LOS ANGELES,2000062E,6266,216,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST LOS ANGELES,2000062E,6266,216,Y, ,VBM PORTION,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0, 
EAST LOS ANGELES,2000062E,6266,216,Y,30,TOTAL,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0, 
EAST LOS ANGELES,2000081A,335,216,N, ,POLLING PLACE,67,4,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,43,0,3,0,2,1,3,1,2, 
EAST LOS ANGELES,2000081A,335,216,N, ,VBM PORTION,399,8,2,0,0,1,12,1,2,0,2,1,10,3,0,6,8,0,277,3,20,2,0,1,6,1,5, 
EAST LOS ANGELES,2000081A,335,216,N,2437,TOTAL,466,12,2,0,0,2,13,1,3,0,3,1,11,4,0,7,9,0,320,3,23,2,2,2,9,2,7, 
EAST LOS ANGELES,2000082A,336,216,N, ,POLLING PLACE,72,6,2,0,0,0,3,0,0,0,1,0,3,1,0,1,1,2,35,0,6,0,0,0,4,0,4, 
EAST LOS ANGELES,2000082A,336,216,N, ,VBM PORTION,357,10,1,0,0,1,8,0,17,1,1,2,11,0,0,0,5,1,240,3,22,1,0,0,4,0,2, 
EAST LOS ANGELES,2000082A,336,216,N,2569,TOTAL,429,16,3,0,0,1,11,0,17,1,2,2,14,1,0,1,6,3,275,3,28,1,0,0,8,0,6, 
EAST LOS ANGELES,2000085A,337,217,N, ,POLLING PLACE,117,6,4,0,0,2,8,1,3,0,2,0,3,0,0,1,2,0,60,1,2,1,0,0,9,0,8, 
EAST LOS ANGELES,2000085A,337,217,N, ,VBM PORTION,331,7,6,0,0,2,14,1,2,1,1,0,13,1,0,4,1,1,231,0,17,4,0,0,5,0,7, 
EAST LOS ANGELES,2000085A,337,217,N,2541,TOTAL,448,13,10,0,0,4,22,2,5,1,3,0,16,1,0,5,3,1,291,1,19,5,0,0,14,0,15, 
EAST PASADENA,2020001A,338,153,N, ,POLLING PLACE,83,11,0,0,1,0,2,0,2,0,0,0,1,1,1,2,0,0,42,0,14,0,2,1,1,0,1, 
EAST PASADENA,2020001A,338,153,N, ,VBM PORTION,591,33,3,3,5,1,1,1,10,4,0,0,17,6,1,15,6,2,321,4,73,2,2,16,18,2,1, 
EAST PASADENA,2020001A,338,153,N,1998,TOTAL,674,44,3,3,6,1,3,1,12,4,0,0,18,7,2,17,6,2,363,4,87,2,4,17,19,2,2, 
EAST PASADENA,2020007A,339,153,N, ,POLLING PLACE,66,10,3,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,32,0,4,0,4,2,5,0,0, 
EAST PASADENA,2020007A,339,153,N, ,VBM PORTION,370,15,0,4,2,0,9,0,7,0,0,1,14,0,0,5,1,0,236,2,21,1,1,13,11,1,3, 
EAST PASADENA,2020007A,339,153,N,1874,TOTAL,436,25,3,4,2,0,9,0,8,1,1,1,16,0,0,5,1,0,268,2,25,1,5,15,16,1,3, 
EAST PASADENA,2029986A,6267,66,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST PASADENA,2029986A,6267,66,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST PASADENA,2029986A,6267,66,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST SAN GABRIEL,2040008A,340,146,N, ,POLLING PLACE,57,4,0,0,0,1,1,0,3,0,0,0,1,0,0,0,3,0,14,0,10,0,0,4,13,0,0, 
EAST SAN GABRIEL,2040008A,340,146,N, ,VBM PORTION,539,23,4,3,3,0,7,4,14,3,3,0,25,5,0,8,3,3,306,5,52,6,4,14,17,6,1, 
EAST SAN GABRIEL,2040008A,340,146,N,2716,TOTAL,596,27,4,3,3,1,8,4,17,3,3,0,26,5,0,8,6,3,320,5,62,6,4,18,30,6,1, 
EAST SAN GABRIEL,2040012A,341,153,N, ,POLLING PLACE,94,4,2,0,0,2,3,0,5,0,0,0,2,3,0,6,1,0,24,0,23,0,1,4,12,1,0, 
EAST SAN GABRIEL,2040012A,341,153,N, ,VBM PORTION,648,29,1,1,3,0,14,1,9,3,1,0,18,12,0,29,8,2,334,4,75,2,5,15,33,4,8, 
EAST SAN GABRIEL,2040012A,341,153,N,3056,TOTAL,742,33,3,1,3,2,17,1,14,3,1,0,20,15,0,35,9,2,358,4,98,2,6,19,45,5,8, 
EAST SAN GABRIEL,2040015A,342,154,N, ,POLLING PLACE,109,10,1,0,1,0,1,0,3,0,4,1,3,2,0,10,0,0,26,2,20,1,2,1,13,4,0, 
EAST SAN GABRIEL,2040015A,342,154,N, ,VBM PORTION,842,32,0,3,0,6,14,4,31,1,3,0,36,14,1,20,7,4,457,3,88,2,1,30,39,5,4, 
EAST SAN GABRIEL,2040015A,342,154,N,3509,TOTAL,951,42,1,3,1,6,15,4,34,1,7,1,39,16,1,30,7,4,483,5,108,3,3,31,52,9,4, 
EAST SAN GABRIEL,2040021A,343,153,N, ,POLLING PLACE,135,10,0,0,0,0,0,0,5,3,1,0,2,1,0,5,2,0,50,0,27,0,3,6,16,1,0, 
EAST SAN GABRIEL,2040021A,343,153,N, ,VBM PORTION,845,42,0,3,5,2,12,1,18,2,6,0,12,12,0,26,9,4,462,15,83,6,8,32,31,12,4, 
EAST SAN GABRIEL,2040021A,343,153,N,3203,TOTAL,980,52,0,3,5,2,12,1,23,5,7,0,14,13,0,31,11,4,512,15,110,6,11,38,47,13,4, 
EAST WHITTIER,2050001F,6268,288,Y, ,POLLING PLACE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
EAST WHITTIER,2050001F,6268,288,Y, ,VBM PORTION,19,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,3,0,5,0,0,1,0,2,0, 
EAST WHITTIER,2050001F,6268,288,Y,37,TOTAL,20,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,3,0,6,0,0,1,0,2,0, 
EAST WHITTIER,2050003B,6269,288,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050003B,6269,288,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050003B,6269,288,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050004A,6270,288,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050004A,6270,288,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050004A,6270,288,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050048A,6271,288,Y, ,POLLING PLACE,46,4,0,0,0,1,1,0,4,0,1,0,0,1,0,3,1,1,4,0,13,0,0,0,8,0,1, 
EAST WHITTIER,2050048A,6271,288,Y, ,VBM PORTION,168,6,0,0,4,3,0,1,11,0,0,0,1,3,0,5,1,0,65,1,43,0,0,0,11,0,0, 
EAST WHITTIER,2050048A,6271,288,Y,525,TOTAL,214,10,0,0,4,4,1,1,15,0,1,0,1,4,0,8,2,1,69,1,56,0,0,0,19,0,1, 
EAST WHITTIER,2050063A,6272,288,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050063A,6272,288,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EAST WHITTIER,2050063A,6272,288,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080001A,6273,388,Y, ,POLLING PLACE,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080001A,6273,388,Y, ,VBM PORTION,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080001A,6273,388,Y,157,TOTAL,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0, 
EL CAMINO VILLAGE,2080002A,344,388,N, ,POLLING PLACE,68,2,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1,0,38,0,13,1,0,0,5,0,1, 
EL CAMINO VILLAGE,2080002A,344,388,N, ,VBM PORTION,467,6,0,0,3,0,5,0,3,1,3,0,14,8,0,11,11,3,293,6,57,8,0,3,10,1,3, 
EL CAMINO VILLAGE,2080002A,344,388,N,2582,TOTAL,535,8,0,0,4,0,5,0,4,1,3,0,15,9,0,13,12,3,331,6,70,9,0,3,15,1,4, 
EL CAMINO VILLAGE,2080005A,345,388,N, ,POLLING PLACE,87,6,0,0,0,2,0,0,1,0,0,0,1,1,0,2,3,4,26,1,28,0,1,0,9,0,0, 
EL CAMINO VILLAGE,2080005A,345,388,N, ,VBM PORTION,427,13,0,3,3,0,2,2,13,0,0,0,13,3,1,14,7,2,253,2,68,5,4,1,7,1,2, 
EL CAMINO VILLAGE,2080005A,345,388,N,1633,TOTAL,514,19,0,3,3,2,2,2,14,0,0,0,14,4,1,16,10,6,279,3,96,5,5,1,16,1,2, 
EL CAMINO VILLAGE,2080006C,6274,388,Y, ,POLLING PLACE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, 
EL CAMINO VILLAGE,2080006C,6274,388,Y, ,VBM PORTION,34,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,19,1,4,0,1,1,3,1,0, 
EL CAMINO VILLAGE,2080006C,6274,388,Y,154,TOTAL,36,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,19,1,4,0,1,1,4,1,0, 
EL MONTE,2100002F,346,142,N, ,POLLING PLACE,43,2,0,1,0,1,3,0,1,0,0,0,0,0,0,1,0,0,14,2,10,0,0,1,1,2,1, 
EL MONTE,2100002F,346,142,N, ,VBM PORTION,230,8,3,0,0,0,6,0,11,1,2,0,4,6,0,4,0,3,126,1,8,1,1,15,10,3,3, 
EL MONTE,2100002F,346,142,N,1604,TOTAL,273,10,3,1,0,1,9,0,12,1,2,0,4,6,0,5,0,3,140,3,18,1,1,16,11,5,4, 
EL MONTE,2100008B,347,142,N, ,POLLING PLACE,48,1,1,0,0,2,5,1,1,0,0,0,1,0,0,0,2,0,17,1,4,0,0,2,4,0,2, 
EL MONTE,2100008B,347,142,N, ,VBM PORTION,241,5,0,2,0,0,7,1,8,1,7,0,5,3,0,0,2,0,131,2,15,1,2,8,17,2,4, 
EL MONTE,2100008B,347,142,N,2324,TOTAL,289,6,1,2,0,2,12,2,9,1,7,0,6,3,0,0,4,0,148,3,19,1,2,10,21,2,6, 
EL MONTE,2100010A,6275,142,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100010A,6275,142,Y, ,VBM PORTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
EL MONTE,2100010A,6275,142,Y,4,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
EL MONTE,2100015A,6276,284,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100015A,6276,284,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100015A,6276,284,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100019A,348,142,N, ,POLLING PLACE,59,7,0,0,1,2,2,0,0,0,0,0,4,2,1,2,1,1,21,0,5,0,0,2,4,1,1, 
EL MONTE,2100019A,348,142,N, ,VBM PORTION,270,0,1,3,2,0,11,0,3,1,3,0,8,2,0,5,2,1,156,1,17,5,1,8,13,3,1, 
EL MONTE,2100019A,348,142,N,1950,TOTAL,329,7,1,3,3,2,13,0,3,1,3,0,12,4,1,7,3,2,177,1,22,5,1,10,17,4,2, 
EL MONTE,2100021A,349,142,N, ,POLLING PLACE,39,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,8,0,3,3,3,0,2, 
EL MONTE,2100021A,349,142,N, ,VBM PORTION,271,4,2,4,1,0,9,0,6,0,3,2,6,0,0,4,1,1,187,0,8,2,4,4,3,1,1, 
EL MONTE,2100021A,349,142,N,2027,TOTAL,310,7,3,4,1,0,9,0,6,1,3,2,6,0,0,4,1,1,200,1,16,2,7,7,6,1,3, 
EL MONTE,2100023A,350,142,N, ,POLLING PLACE,76,5,0,0,0,0,5,0,1,1,1,0,1,1,0,1,1,1,24,0,11,1,2,5,9,1,1, 
EL MONTE,2100023A,350,142,N, ,VBM PORTION,438,16,3,1,0,2,9,3,9,1,1,0,17,3,0,7,8,3,269,0,26,3,1,9,10,7,4, 
EL MONTE,2100023A,350,142,N,3026,TOTAL,514,21,3,1,0,2,14,3,10,2,2,0,18,4,0,8,9,4,293,0,37,4,3,14,19,8,5, 
EL MONTE,2100028A,6277,284,Y, ,POLLING PLACE,18,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0, 
EL MONTE,2100028A,6277,284,Y, ,VBM PORTION,46,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,28,0,8,0,0,0,1,0,1, 
EL MONTE,2100028A,6277,284,Y,527,TOTAL,64,2,0,1,0,0,3,3,1,0,0,0,0,1,0,0,0,0,38,0,9,0,0,0,2,0,1, 
EL MONTE,2100034A,351,284,N, ,POLLING PLACE,50,2,0,0,0,1,2,0,2,0,0,1,1,0,0,1,0,1,27,0,3,1,1,1,2,1,0, 
EL MONTE,2100034A,351,284,N, ,VBM PORTION,310,2,0,1,1,3,7,1,8,0,0,0,3,2,0,4,3,5,211,2,19,4,2,1,6,0,0, 
EL MONTE,2100034A,351,284,N,2636,TOTAL,360,4,0,1,1,4,9,1,10,0,0,1,4,2,0,5,3,6,238,2,22,5,3,2,8,1,0, 
EL MONTE,2100038A,6278,150,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100038A,6278,150,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100038A,6278,150,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100039A,352,142,N, ,POLLING PLACE,76,8,0,0,2,0,3,1,0,0,1,0,1,0,0,0,1,0,34,0,10,0,0,5,2,1,2, 
EL MONTE,2100039A,352,142,N, ,VBM PORTION,299,5,0,0,0,0,12,0,7,0,6,0,6,4,0,3,2,0,170,6,20,5,3,6,12,4,3, 
EL MONTE,2100039A,352,142,N,2702,TOTAL,375,13,0,0,2,0,15,1,7,0,7,0,7,4,0,3,3,0,204,6,30,5,3,11,14,5,5, 
EL MONTE,2100040A,353,142,N, ,POLLING PLACE,81,3,0,1,0,0,6,0,0,0,0,0,1,0,0,1,0,0,42,0,11,0,0,4,4,1,2, 
EL MONTE,2100040A,353,142,N, ,VBM PORTION,386,8,3,4,2,0,12,2,8,4,2,0,7,2,1,3,0,1,263,2,15,2,6,7,6,2,2, 
EL MONTE,2100040A,353,142,N,2979,TOTAL,467,11,3,5,2,0,18,2,8,4,2,0,8,2,1,4,0,1,305,2,26,2,6,11,10,3,4, 
EL MONTE,2100041C,354,142,N, ,POLLING PLACE,75,5,0,0,0,0,1,0,5,0,3,0,0,1,0,1,0,0,29,1,10,0,2,2,5,1,2, 
EL MONTE,2100041C,354,142,N, ,VBM PORTION,376,11,2,1,0,1,9,0,7,4,3,0,12,5,0,7,2,0,229,1,30,8,0,13,6,4,2, 
EL MONTE,2100041C,354,142,N,2285,TOTAL,451,16,2,1,0,1,10,0,12,4,6,0,12,6,0,8,2,0,258,2,40,8,2,15,11,5,4, 
EL MONTE,2100047A,355,142,N, ,POLLING PLACE,69,2,0,1,1,1,2,0,4,0,0,0,0,1,0,1,0,0,18,0,13,0,3,1,15,1,1, 
EL MONTE,2100047A,355,142,N, ,VBM PORTION,434,15,2,1,1,2,9,0,20,1,5,0,8,3,0,10,2,0,255,4,29,10,6,10,15,0,6, 
EL MONTE,2100047A,355,142,N,2955,TOTAL,503,17,2,2,2,3,11,0,24,1,5,0,8,4,0,11,2,0,273,4,42,10,9,11,30,1,7, 
EL MONTE,2100101A,356,142,N, ,POLLING PLACE,84,5,3,0,0,1,1,0,5,1,0,0,0,1,0,4,1,0,30,2,9,0,1,4,10,1,1, 
EL MONTE,2100101A,356,142,N, ,VBM PORTION,512,7,3,2,2,0,14,3,12,1,1,0,7,1,4,12,6,1,310,1,34,5,6,20,19,6,7, 
EL MONTE,2100101A,356,142,N,3061,TOTAL,596,12,6,2,2,1,15,3,17,2,1,0,7,2,4,16,7,1,340,3,43,5,7,24,29,7,8, 
EL MONTE,2100105A,357,142,N, ,POLLING PLACE,94,6,0,0,0,0,4,0,4,1,2,0,0,0,1,1,1,0,20,0,30,0,0,5,9,5,2, 
EL MONTE,2100105A,357,142,N, ,VBM PORTION,535,9,0,1,0,1,12,2,10,4,4,0,9,9,1,6,13,2,316,1,46,4,4,23,20,2,2, 
EL MONTE,2100105A,357,142,N,3000,TOTAL,629,15,0,1,0,1,16,2,14,5,6,0,9,9,2,7,14,2,336,1,76,4,4,28,29,7,4, 
EL MONTE,2100105F,6279,142,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100105F,6279,142,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100105F,6279,142,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100105G,6280,142,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100105G,6280,142,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100105G,6280,142,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100112A,358,284,N, ,POLLING PLACE,49,0,1,0,1,2,1,0,2,0,1,0,2,4,0,0,0,0,18,0,9,0,0,1,6,0,0, 
EL MONTE,2100112A,358,284,N, ,VBM PORTION,316,4,1,0,3,4,7,3,20,0,2,0,6,6,0,10,5,2,192,2,18,1,1,0,3,0,1, 
EL MONTE,2100112A,358,284,N,2632,TOTAL,365,4,2,0,4,6,8,3,22,0,3,0,8,10,0,10,5,2,210,2,27,1,1,1,9,0,1, 
EL MONTE,2100113A,359,284,N, ,POLLING PLACE,38,2,0,0,0,0,2,0,2,0,0,0,1,4,0,0,2,0,15,1,5,0,0,0,3,0,0, 
EL MONTE,2100113A,359,284,N, ,VBM PORTION,258,7,1,0,1,1,4,0,9,2,1,0,5,5,0,1,2,3,156,1,28,1,0,5,1,0,0, 
EL MONTE,2100113A,359,284,N,1987,TOTAL,296,9,1,0,1,1,6,0,11,2,1,0,6,9,0,1,4,3,171,2,33,1,0,5,4,0,0, 
EL MONTE,2100114A,6281,284,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
EL MONTE,2100114A,6281,284,Y, ,VBM PORTION,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
EL MONTE,2100114A,6281,284,Y,48,TOTAL,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
EL MONTE,2100119A,360,284,N, ,POLLING PLACE,97,2,1,0,0,1,9,1,4,1,2,0,5,2,0,3,3,1,43,3,3,1,0,0,4,0,2, 
EL MONTE,2100119A,360,284,N, ,VBM PORTION,264,3,0,0,3,2,6,0,10,0,3,0,4,3,0,3,5,2,184,0,9,1,1,0,5,0,1, 
EL MONTE,2100119A,360,284,N,2858,TOTAL,361,5,1,0,3,3,15,1,14,1,5,0,9,5,0,6,8,3,227,3,12,2,1,0,9,0,3, 
EL MONTE,2100121A,361,284,N, ,POLLING PLACE,52,1,0,0,1,0,5,1,3,0,1,0,1,2,0,0,3,1,22,2,4,0,0,0,4,0,0, 
EL MONTE,2100121A,361,284,N, ,VBM PORTION,166,6,1,0,1,1,5,0,7,1,0,1,4,4,0,1,6,0,109,1,8,0,0,0,5,0,0, 
EL MONTE,2100121A,361,284,N,1713,TOTAL,218,7,1,0,2,1,10,1,10,1,1,1,5,6,0,1,9,1,131,3,12,0,0,0,9,0,0, 
EL MONTE,2100122A,362,284,N, ,POLLING PLACE,34,3,0,0,0,1,4,0,2,0,0,0,1,1,0,0,0,0,10,1,7,0,0,0,0,0,1, 
