COUNTY OF LOS ANGELES,STATEWIDE DIRECT PRIMARY ELECTION,6/7/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOVERNOR,Voter Nominated, , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,M SHELLENBERGER,FREDERIC C SCHULTZ,W W SANDERS III,REINETTE SENUM,LONNIE SORTOR,A M PEREZ-SERRATO,JAMES G HANINK,SHAWN COLLINS,HEATHER COLLINS,ANTHONY FANARA,SERGE FIANKAN,LUIS J RODRIGUEZ,LEO S ZACKY,BRADLEY ZINK,JENNY RAE LE ROUX,DAVID LOZANO,RONALD A ANDERSON,GAVIN NEWSOM,ROBERT C NEWMAN II,BRIAN DAHLE,JOEL VENTRESCA,MAJOR WILLIAMS,RON JONES,ANTHONY TRIMINO,DANIEL R MERCURI,CRISTIAN R MORALES,
TORRANCE,7150037B,1155,382,N,3080,TOTAL,1396,78,3,3,8,2,2,0,15,3,1,1,17,10,2,116,40,16,690,13,239,5,13,4,37,6,4, 
TORRANCE,7150044A,1156,382,N, ,POLLING PLACE,245,29,0,0,2,1,0,0,7,1,0,1,0,3,0,27,3,3,62,1,73,1,5,4,18,1,1, 
TORRANCE,7150044A,1156,382,N, ,VBM PORTION,1282,69,3,0,4,0,3,2,17,3,1,1,13,5,2,105,17,8,692,7,205,8,14,5,31,1,1, 
TORRANCE,7150044A,1156,382,N,3342,TOTAL,1527,98,3,0,6,1,3,2,24,4,1,2,13,8,2,132,20,11,754,8,278,9,19,9,49,2,2, 
TORRANCE,7150046A,1157,382,N, ,POLLING PLACE,166,14,1,0,0,0,0,0,2,0,0,0,0,3,0,15,4,0,43,2,67,2,2,1,6,1,0, 
TORRANCE,7150046A,1157,382,N, ,VBM PORTION,1030,46,0,1,4,2,2,0,22,6,4,0,8,9,2,94,8,12,553,13,144,9,12,4,17,6,1, 
TORRANCE,7150046A,1157,382,N,2896,TOTAL,1196,60,1,1,4,2,2,0,24,6,4,0,8,12,2,109,12,12,596,15,211,11,14,5,23,7,1, 
TORRANCE,7150047A,6806,381,Y, ,POLLING PLACE,40,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,5,2,2,18,0,1,0,2,0,0, 
TORRANCE,7150047A,6806,381,Y, ,VBM PORTION,181,7,0,0,1,0,0,0,2,0,0,0,2,3,2,9,0,2,113,0,17,3,3,0,4,0,0, 
TORRANCE,7150047A,6806,381,Y,677,TOTAL,221,10,0,0,1,2,0,0,2,0,0,0,2,3,2,13,1,7,115,2,35,3,4,0,6,0,0, 
TORRANCE,7150048A,1158,387,N, ,POLLING PLACE,226,23,1,0,1,0,2,0,2,1,0,0,0,2,1,25,6,5,60,3,66,0,3,0,14,4,0, 
TORRANCE,7150048A,1158,387,N, ,VBM PORTION,1042,44,4,1,5,0,3,0,12,4,5,2,21,6,3,55,14,9,607,10,122,12,2,5,22,7,1, 
TORRANCE,7150048A,1158,387,N,3749,TOTAL,1268,67,5,1,6,0,5,0,14,5,5,2,21,8,4,80,20,14,667,13,188,12,5,5,36,11,1, 
TORRANCE,7150054A,1159,385,N, ,POLLING PLACE,182,16,1,0,0,1,0,1,2,0,2,0,2,3,3,16,9,3,59,4,38,2,3,0,12,0,0, 
TORRANCE,7150054A,1159,385,N, ,VBM PORTION,908,28,4,1,6,0,2,4,19,2,2,0,9,7,0,77,18,14,519,5,103,8,6,7,16,3,4, 
TORRANCE,7150054A,1159,385,N,3390,TOTAL,1090,44,5,1,6,1,2,5,21,2,4,0,11,10,3,93,27,17,578,9,141,10,9,7,28,3,4, 
TORRANCE,7150056B,1160,386,N, ,POLLING PLACE,153,15,0,0,0,0,0,0,6,0,1,0,0,0,0,18,3,4,44,1,35,1,3,3,13,0,1, 
TORRANCE,7150056B,1160,386,N, ,VBM PORTION,722,29,4,6,4,1,8,3,6,2,1,0,13,9,2,45,8,14,404,9,73,5,11,1,28,2,1, 
TORRANCE,7150056B,1160,386,N,2270,TOTAL,875,44,4,6,4,1,8,3,12,2,2,0,13,9,2,63,11,18,448,10,108,6,14,4,41,2,2, 
TORRANCE,7150060A,1161,387,N, ,POLLING PLACE,91,6,0,0,0,0,1,0,0,0,0,0,0,3,2,4,0,5,30,2,22,0,3,0,10,0,1, 
TORRANCE,7150060A,1161,387,N, ,VBM PORTION,457,13,1,3,0,2,1,1,5,1,3,0,15,3,0,28,5,1,251,4,61,6,2,4,14,6,0, 
TORRANCE,7150060A,1161,387,N,2148,TOTAL,548,19,1,3,0,2,2,1,5,1,3,0,15,6,2,32,5,6,281,6,83,6,5,4,24,6,1, 
TORRANCE,7150061A,1162,382,N, ,POLLING PLACE,170,18,0,0,0,0,0,1,5,0,0,1,2,2,0,17,4,2,39,1,49,0,3,1,17,2,0, 
TORRANCE,7150061A,1162,382,N, ,VBM PORTION,744,38,0,0,1,0,1,0,19,3,0,0,13,5,0,48,18,10,367,12,118,9,12,2,28,1,7, 
TORRANCE,7150061A,1162,382,N,2452,TOTAL,914,56,0,0,1,0,1,1,24,3,0,1,15,7,0,65,22,12,406,13,167,9,15,3,45,3,7, 
TORRANCE,7150064A,1163,382,N, ,POLLING PLACE,129,10,0,0,3,0,0,1,2,0,0,0,0,3,0,11,6,0,26,5,40,0,2,2,14,1,0, 
TORRANCE,7150064A,1163,382,N, ,VBM PORTION,866,55,0,2,3,0,0,1,10,0,0,1,12,6,1,62,17,5,492,9,108,7,12,2,17,0,2, 
TORRANCE,7150064A,1163,382,N,2300,TOTAL,995,65,0,2,6,0,0,2,12,0,0,1,12,9,1,73,23,5,518,14,148,7,14,4,31,1,2, 
TORRANCE,7150067A,1164,382,N, ,POLLING PLACE,167,19,1,0,0,0,1,0,8,0,0,1,0,2,1,21,5,5,37,4,45,0,1,1,15,0,0, 
TORRANCE,7150067A,1164,382,N, ,VBM PORTION,863,27,3,2,6,1,4,1,11,3,1,0,10,7,2,62,13,9,497,6,102,5,5,4,37,1,3, 
TORRANCE,7150067A,1164,382,N,2708,TOTAL,1030,46,4,2,6,1,5,1,19,3,1,1,10,9,3,83,18,14,534,10,147,5,6,5,52,1,3, 
TORRANCE,7150077A,6807,386,Y, ,POLLING PLACE,68,4,1,0,0,0,0,0,0,0,0,0,1,2,1,8,2,1,25,1,14,0,1,0,5,0,0, 
TORRANCE,7150077A,6807,386,Y, ,VBM PORTION,370,14,0,2,3,3,0,2,7,2,1,0,8,1,0,33,1,5,206,7,46,5,4,2,7,1,1, 
TORRANCE,7150077A,6807,386,Y,1193,TOTAL,438,18,1,2,3,3,0,2,7,2,1,0,9,3,1,41,3,6,231,8,60,5,5,2,12,1,1, 
TORRANCE,7150080A,1165,386,N, ,POLLING PLACE,150,12,1,0,1,0,1,0,3,0,0,0,1,3,1,22,5,3,32,1,45,2,2,2,5,0,1, 
TORRANCE,7150080A,1165,386,N, ,VBM PORTION,650,33,1,2,2,0,0,0,13,1,0,0,5,4,5,42,13,9,346,8,104,3,7,2,12,0,0, 
TORRANCE,7150080A,1165,386,N,2028,TOTAL,800,45,2,2,3,0,1,0,16,1,0,0,6,7,6,64,18,12,378,9,149,5,9,4,17,0,1, 
TORRANCE,7150081B,1166,382,N, ,POLLING PLACE,127,14,0,0,0,0,1,0,1,0,1,0,1,4,2,10,1,0,31,2,46,1,5,0,4,2,0, 
TORRANCE,7150081B,1166,382,N, ,VBM PORTION,743,38,1,1,3,0,2,0,10,1,2,0,21,9,2,51,9,8,413,13,93,9,6,3,13,2,0, 
TORRANCE,7150081B,1166,382,N,2245,TOTAL,870,52,1,1,3,0,3,0,11,1,3,0,22,13,4,61,10,8,444,15,139,10,11,3,17,4,0, 
TORRANCE,7150084A,1167,381,N, ,POLLING PLACE,272,25,0,0,1,1,0,1,3,0,0,0,3,3,1,16,3,9,68,6,95,2,2,4,14,3,0, 
TORRANCE,7150084A,1167,381,N, ,VBM PORTION,1188,59,2,4,7,0,2,1,11,1,2,0,10,7,3,100,25,12,642,13,189,20,11,5,22,3,1, 
TORRANCE,7150084A,1167,381,N,3243,TOTAL,1460,84,2,4,8,1,2,2,14,1,2,0,13,10,4,116,28,21,710,19,284,22,13,9,36,6,1, 
TORRANCE,7150090B,1168,381,N, ,POLLING PLACE,162,23,0,2,0,0,0,1,3,0,0,0,2,1,1,11,4,3,36,2,45,1,4,0,12,3,0, 
TORRANCE,7150090B,1168,381,N, ,VBM PORTION,786,28,0,1,6,0,2,2,16,1,0,1,11,3,1,55,10,6,448,8,111,7,6,1,20,1,1, 
TORRANCE,7150090B,1168,381,N,2505,TOTAL,948,51,0,3,6,0,2,3,19,1,0,1,13,4,2,66,14,9,484,10,156,8,10,1,32,4,1, 
TORRANCE,7150091A,1169,387,N, ,POLLING PLACE,123,12,1,0,2,1,0,0,1,0,0,0,0,3,0,11,2,2,48,1,23,1,2,1,4,0,0, 
TORRANCE,7150091A,1169,387,N, ,VBM PORTION,818,36,2,1,4,0,0,0,8,1,1,1,7,10,2,51,16,7,505,5,87,7,5,2,12,1,3, 
TORRANCE,7150091A,1169,387,N,2461,TOTAL,941,48,3,1,6,1,0,0,9,1,1,1,7,13,2,62,18,9,553,6,110,8,7,3,16,1,3, 
TORRANCE,7150093B,1170,381,N, ,POLLING PLACE,249,39,0,1,3,0,1,0,3,0,0,0,1,1,1,18,8,8,49,1,88,2,1,0,14,3,2, 
TORRANCE,7150093B,1170,381,N, ,VBM PORTION,1027,67,2,2,3,0,1,0,19,0,2,0,12,7,2,50,13,11,535,10,197,11,14,6,25,0,0, 
TORRANCE,7150093B,1170,381,N,3058,TOTAL,1276,106,2,3,6,0,2,0,22,0,2,0,13,8,3,68,21,19,584,11,285,13,15,6,39,3,2, 
TORRANCE,7150094B,1171,382,N, ,POLLING PLACE,200,16,0,0,2,0,0,0,7,0,0,0,0,3,0,16,2,3,53,1,78,0,2,2,10,0,1, 
TORRANCE,7150094B,1171,382,N, ,VBM PORTION,791,53,4,3,6,1,2,0,10,2,3,0,13,5,1,55,9,17,401,10,117,2,11,5,11,0,2, 
TORRANCE,7150094B,1171,382,N,2655,TOTAL,991,69,4,3,8,1,2,0,17,2,3,0,13,8,1,71,11,20,454,11,195,2,13,7,21,0,3, 
TORRANCE,7150098A,6808,382,Y, ,POLLING PLACE,134,14,0,0,0,0,0,0,1,0,0,0,1,4,0,18,2,1,23,4,59,0,1,0,2,1,0, 
TORRANCE,7150098A,6808,382,Y, ,VBM PORTION,621,27,0,5,3,0,1,0,4,3,0,0,4,6,1,42,11,7,339,6,107,5,5,1,10,2,3, 
TORRANCE,7150098A,6808,382,Y,1774,TOTAL,755,41,0,5,3,0,1,0,5,3,0,0,5,10,1,60,13,8,362,10,166,5,6,1,12,3,3, 
TORRANCE,7150100A,6809,386,Y, ,POLLING PLACE,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,8,2,2,0,0,0,0,0,0, 
TORRANCE,7150100A,6809,386,Y, ,VBM PORTION,67,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1,3,38,2,10,1,0,0,1,0,2, 
TORRANCE,7150100A,6809,386,Y,210,TOTAL,83,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,1,4,46,4,12,1,0,0,1,0,2, 
TORRANCE,7150104A,1172,381,N, ,POLLING PLACE,376,45,1,1,2,3,0,0,5,0,0,0,2,1,2,37,14,6,99,4,90,3,5,7,37,2,0, 
TORRANCE,7150104A,1172,381,N, ,VBM PORTION,1580,84,2,6,5,0,4,2,19,3,0,0,29,16,1,119,22,14,836,9,266,12,15,3,40,8,2, 
TORRANCE,7150104A,1172,381,N,3688,TOTAL,1956,129,3,7,7,3,4,2,24,3,0,0,31,17,3,156,36,20,935,13,356,15,20,10,77,10,2, 
TORRANCE,7150109A,1173,381,N, ,POLLING PLACE,314,37,1,0,4,0,1,0,5,2,0,0,1,4,1,31,9,6,78,1,86,2,6,5,23,1,2, 
TORRANCE,7150109A,1173,381,N, ,VBM PORTION,1526,96,3,4,5,1,4,0,14,4,4,0,22,15,2,92,15,14,843,6,247,8,6,5,33,5,6, 
TORRANCE,7150109A,1173,381,N,3891,TOTAL,1840,133,4,4,9,1,5,0,19,6,4,0,23,19,3,123,24,20,921,7,333,10,12,10,56,6,8, 
TORRANCE,7150116B,1174,382,N, ,POLLING PLACE,109,19,1,0,0,0,0,0,0,0,0,0,1,1,0,9,6,6,38,0,20,0,1,0,3,2,0, 
TORRANCE,7150116B,1174,382,N, ,VBM PORTION,517,18,2,3,3,0,2,1,7,4,1,0,5,9,1,29,10,6,276,5,66,4,4,2,28,1,0, 
TORRANCE,7150116B,1174,382,N,1765,TOTAL,626,37,3,3,3,0,2,1,7,4,1,0,6,10,1,38,16,12,314,5,86,4,5,2,31,3,0, 
TORRANCE,7150121A,1175,382,N, ,POLLING PLACE,220,20,0,0,1,0,1,0,1,1,0,0,1,2,0,16,7,8,64,5,65,0,2,2,12,4,1, 
TORRANCE,7150121A,1175,382,N, ,VBM PORTION,1148,65,5,3,3,0,7,0,9,3,3,1,14,5,2,72,24,7,670,14,145,13,10,6,20,5,1, 
TORRANCE,7150121A,1175,382,N,3280,TOTAL,1368,85,5,3,4,0,8,0,10,4,3,1,15,7,2,88,31,15,734,19,210,13,12,8,32,9,2, 
TORRANCE,7150125A,1176,386,N, ,POLLING PLACE,127,8,0,0,0,0,0,0,1,1,0,0,2,1,1,12,5,1,56,2,16,6,0,2,8,1,0, 
TORRANCE,7150125A,1176,386,N, ,VBM PORTION,756,28,3,2,3,0,3,1,7,0,0,0,15,3,2,23,10,9,487,8,77,10,3,3,9,4,2, 
TORRANCE,7150125A,1176,386,N,3240,TOTAL,883,36,3,2,3,0,3,1,8,1,0,0,17,4,3,35,15,10,543,10,93,16,3,5,17,5,2, 
TORRANCE,7150137B,1177,385,N, ,POLLING PLACE,173,13,0,0,2,0,0,1,2,0,0,0,0,3,1,15,7,2,50,8,39,2,8,2,12,0,2, 
TORRANCE,7150137B,1177,385,N, ,VBM PORTION,758,30,2,1,1,0,2,0,15,4,0,0,12,3,2,71,16,11,443,6,81,5,5,1,12,3,4, 
TORRANCE,7150137B,1177,385,N,2650,TOTAL,931,43,2,1,3,0,2,1,17,4,0,0,12,6,3,86,23,13,493,14,120,7,13,3,24,3,6, 
TORRANCE,7150161A,1178,382,N, ,POLLING PLACE,107,5,1,0,0,0,1,0,2,0,0,0,1,0,0,22,2,3,31,0,24,1,6,2,5,0,0, 
TORRANCE,7150161A,1178,382,N, ,VBM PORTION,674,21,3,0,6,0,1,0,8,0,0,0,18,7,1,33,15,9,398,2,87,8,6,3,17,4,1, 
TORRANCE,7150161A,1178,382,N,2512,TOTAL,781,26,4,0,6,0,2,0,10,0,0,0,19,7,1,55,17,12,429,2,111,9,12,5,22,4,1, 
TORRANCE,7150300A,1179,382,N, ,POLLING PLACE,157,12,0,1,1,0,0,2,4,0,0,0,1,1,0,21,1,3,26,0,61,0,3,1,15,2,1, 
TORRANCE,7150300A,1179,382,N, ,VBM PORTION,780,57,2,1,2,0,3,2,11,3,0,0,8,3,2,64,7,8,364,11,145,12,10,3,11,6,1, 
TORRANCE,7150300A,1179,382,N,2268,TOTAL,937,69,2,2,3,0,3,4,15,3,0,0,9,4,2,85,8,11,390,11,206,12,13,4,26,8,2, 
TORRANCE,7150308A,1180,382,N, ,POLLING PLACE,114,9,0,0,0,1,0,0,1,0,0,0,1,0,0,8,3,1,48,0,26,2,0,5,5,3,0, 
TORRANCE,7150308A,1180,382,N, ,VBM PORTION,589,27,1,4,0,0,1,0,13,3,0,0,16,6,1,30,8,6,344,0,92,5,7,1,7,1,0, 
TORRANCE,7150308A,1180,382,N,2142,TOTAL,703,36,1,4,0,1,1,0,14,3,0,0,17,6,1,38,11,7,392,0,118,7,7,6,12,4,0, 
UNIVERSAL,7300001A,6810,202,Y, ,POLLING PLACE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001A,6810,202,Y, ,VBM PORTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, 
UNIVERSAL,7300001A,6810,202,Y,4,TOTAL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0, 
UNIVERSAL,7300001B,6811,201,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001B,6811,201,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001B,6811,201,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001D,6812,169,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001D,6812,169,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
UNIVERSAL,7300001D,6812,169,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VALENCIA,7360001A,1181,29,N, ,POLLING PLACE,113,27,0,0,0,0,0,0,3,0,0,0,2,2,0,6,3,1,25,1,32,0,5,1,3,0,0, 
VALENCIA,7360001A,1181,29,N, ,VBM PORTION,670,50,0,1,1,1,0,0,11,0,2,0,13,11,0,28,19,5,319,4,139,1,9,0,30,4,1, 
VALENCIA,7360001A,1181,29,N,2706,TOTAL,783,77,0,1,1,1,0,0,14,0,2,0,15,13,0,34,22,6,344,5,171,1,14,1,33,4,1, 
VALENCIA,7360006A,6813,29,Y, ,POLLING PLACE,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,7,1,0,0,1,0,0, 
VALENCIA,7360006A,6813,29,Y, ,VBM PORTION,72,5,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,47,0,5,2,0,2,2,0,0, 
VALENCIA,7360006A,6813,29,Y,249,TOTAL,89,6,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,53,0,12,3,0,2,3,0,0, 
VALINDA,7410001A,6814,133,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VALINDA,7410001A,6814,133,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VALINDA,7410001A,6814,133,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VALINDA,7410005A,1182,135,N, ,POLLING PLACE,32,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,13,2,5,0,1,2,1,0,0, 
VALINDA,7410005A,1182,135,N, ,VBM PORTION,198,3,1,1,0,0,5,0,2,0,0,0,4,4,0,1,1,0,123,3,15,0,6,2,6,3,1, 
VALINDA,7410005A,1182,135,N,1752,TOTAL,230,4,1,1,0,0,7,0,2,0,0,0,5,5,0,2,1,0,136,5,20,0,7,4,7,3,1, 
VALINDA,7410008A,1183,135,N, ,POLLING PLACE,41,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,1,0,14,0,8,0,1,1,6,0,2, 
VALINDA,7410008A,1183,135,N, ,VBM PORTION,305,5,0,1,0,0,6,0,10,2,4,0,6,2,0,4,6,1,207,2,23,0,3,3,6,1,2, 
VALINDA,7410008A,1183,135,N,1654,TOTAL,346,5,0,1,0,0,6,0,11,4,4,0,7,2,0,6,7,1,221,2,31,0,4,4,12,1,4, 
VALINDA,7410017A,1184,135,N, ,POLLING PLACE,66,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,33,0,9,0,2,1,7,1,4, 
VALINDA,7410017A,1184,135,N, ,VBM PORTION,341,4,1,0,0,0,16,0,6,0,2,0,1,1,0,8,0,1,246,3,7,4,1,5,14,1,3, 
VALINDA,7410017A,1184,135,N,2376,TOTAL,407,7,1,1,0,0,19,0,6,0,2,0,1,1,0,9,0,1,279,3,16,4,3,6,21,2,7, 
VALINDA,7410021A,1185,135,N, ,POLLING PLACE,41,2,1,0,0,0,4,0,2,0,1,0,0,0,0,2,0,0,18,1,2,0,0,0,3,1,3, 
VALINDA,7410021A,1185,135,N, ,VBM PORTION,253,4,3,2,4,0,6,0,2,0,6,1,10,1,0,7,1,0,164,2,14,0,0,1,9,3,1, 
VALINDA,7410021A,1185,135,N,1878,TOTAL,294,6,4,2,4,0,10,0,4,0,7,1,10,1,0,9,1,0,182,3,16,0,0,1,12,4,4, 
VALINDA,7410022A,1186,135,N, ,POLLING PLACE,29,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11,1,2,1,3,0,3,1,0, 
VALINDA,7410022A,1186,135,N, ,VBM PORTION,189,4,0,2,0,0,15,0,0,1,0,0,3,0,0,0,4,0,122,0,5,1,6,1,2,0,6, 
VALINDA,7410022A,1186,135,N,1615,TOTAL,218,6,2,2,0,0,16,0,0,1,0,0,3,1,0,1,4,0,133,1,7,2,9,1,5,1,6, 
VALINDA,7410023A,1187,135,N, ,POLLING PLACE,58,1,2,0,0,1,1,0,0,0,0,0,2,0,0,0,2,1,27,0,9,2,1,0,5,0,3, 
VALINDA,7410023A,1187,135,N, ,VBM PORTION,203,9,2,0,0,0,10,0,3,1,2,0,5,1,0,0,1,0,122,1,12,2,6,1,8,4,0, 
VALINDA,7410023A,1187,135,N,1865,TOTAL,261,10,4,0,0,1,11,0,3,1,2,0,7,1,0,0,3,1,149,1,21,4,7,1,13,4,3, 
VALINDA,7410025A,1188,135,N, ,POLLING PLACE,61,1,1,0,0,0,1,0,2,0,0,0,1,1,0,3,0,0,23,0,9,0,2,1,8,2,1, 
VALINDA,7410025A,1188,135,N, ,VBM PORTION,265,4,2,1,2,0,7,2,2,0,3,0,5,0,0,4,1,3,188,1,19,1,4,0,4,2,1, 
VALINDA,7410025A,1188,135,N,1886,TOTAL,326,5,3,1,2,0,8,2,4,0,3,0,6,1,0,7,1,3,211,1,28,1,6,1,12,4,2, 
VALINDA,7410029A,1189,135,N, ,POLLING PLACE,48,8,1,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,18,1,5,0,1,3,2,1,0, 
VALINDA,7410029A,1189,135,N, ,VBM PORTION,332,11,3,0,1,0,5,0,9,1,1,0,6,3,0,2,7,1,225,4,17,0,6,1,5,4,0, 
VALINDA,7410029A,1189,135,N,2625,TOTAL,380,19,4,0,1,0,7,0,9,1,1,0,6,4,0,4,7,1,243,5,22,0,7,4,7,5,0, 
VALINDA,7410110A,1190,135,N, ,POLLING PLACE,67,3,1,1,0,0,3,0,0,0,1,0,4,1,0,0,1,0,27,0,7,1,6,0,9,0,2, 
VALINDA,7410110A,1190,135,N, ,VBM PORTION,334,20,0,0,3,0,15,2,6,2,1,0,4,3,0,10,4,2,177,1,19,2,6,6,27,0,8, 
VALINDA,7410110A,1190,135,N,2619,TOTAL,401,23,1,1,3,0,18,2,6,2,2,0,8,4,0,10,5,2,204,1,26,3,12,6,36,0,10, 
VALINDA,7410130B,1191,135,N, ,POLLING PLACE,78,2,1,0,0,0,3,0,1,1,0,0,2,0,0,3,0,0,28,1,7,0,8,1,12,6,1, 
VALINDA,7410130B,1191,135,N, ,VBM PORTION,405,9,3,1,3,0,8,3,2,1,0,0,11,1,1,4,2,1,257,0,25,4,6,9,20,7,4, 
VALINDA,7410130B,1191,135,N,2698,TOTAL,483,11,4,1,3,0,11,3,3,2,0,0,13,1,1,7,2,1,285,1,32,4,14,10,32,13,5, 
VALINDA,7410150A,1192,135,N, ,POLLING PLACE,107,5,2,0,0,0,2,0,6,0,3,0,0,2,0,1,0,1,40,4,20,0,3,2,9,2,2, 
VALINDA,7410150A,1192,135,N, ,VBM PORTION,375,10,3,0,2,5,16,0,8,2,1,0,6,4,0,7,5,1,194,3,59,3,7,7,14,1,2, 
VALINDA,7410150A,1192,135,N,2633,TOTAL,482,15,5,0,2,5,18,0,14,2,4,0,6,6,0,8,5,2,234,7,79,3,10,9,23,3,4, 
VALINDA,7410154A,1193,135,N, ,POLLING PLACE,77,1,0,0,0,0,5,0,5,0,0,0,2,0,0,0,1,1,28,0,10,0,5,2,11,1,2, 
VALINDA,7410154A,1193,135,N, ,VBM PORTION,288,8,1,0,1,0,10,0,7,0,3,0,3,3,0,6,7,0,180,3,17,2,4,0,16,1,2, 
VALINDA,7410154A,1193,135,N,2141,TOTAL,365,9,1,0,1,0,15,0,12,0,3,0,5,3,0,6,8,1,208,3,27,2,9,2,27,2,4, 
VERNON,7450011A,6815,253,Y, ,POLLING PLACE,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, 
VERNON,7450011A,6815,253,Y, ,VBM PORTION,17,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0, 
VERNON,7450011A,6815,253,Y,67,TOTAL,21,3,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,12,0,1,0,0,0,1,0,0, 
VERNON,7450011H,6816,331,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450011H,6816,331,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450011H,6816,331,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012D,6817,253,Y, ,POLLING PLACE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0, 
VERNON,7450012D,6817,253,Y, ,VBM PORTION,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0, 
VERNON,7450012D,6817,253,Y,57,TOTAL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0, 
VERNON,7450012E,6818,253,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012E,6818,253,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012E,6818,253,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012F,6819,253,Y, ,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012F,6819,253,Y, ,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VERNON,7450012F,6819,253,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
VETERANS ADMIN CENTER,7470001A,6820,83,Y, ,POLLING PLACE,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0, 
