Page: 2 of 35,,,,,,,,,,,3/27/2020 3:38:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE (Vote for  1) 
DEM  **** - Insufficient Turnout to Protect Voter Privacy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELCR108 0,,,,ELCR108 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,465,695,,Vote By Mail,0,0.00%,0,0.00%,116,25.16%,,0,0.00%,4,0.87%,,0,0.00%,0,0.00%,13,2.82%,119,25.81%,0,0.00%,8,1.74%,0,0.00%,0,0.00%,58,12.58%,0,0.00%,1,0.22%,20,4.34%,120,26.03%,2,0.43%,0,0.00%,461,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,138,695,,Election Day,0,0.00%,0,0.00%,40,28.99%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,46,33.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,14,10.14%,0,0.00%,0,0.00%,0,0.00%,38,27.54%,0,0.00%,0,0.00%,138,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,603,695,,Total,0,0.00%,0,0.00%,156,26.04%,,0,0.00%,4,0.67%,,0,0.00%,0,0.00%,13,2.17%,165,27.55%,0,0.00%,8,1.34%,0,0.00%,0,0.00%,72,12.02%,0,0.00%,1,0.17%,20,3.34%,158,26.38%,2,0.33%,0,0.00%,599,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR109 0,,,,ELCR109 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,555,857,,Vote By Mail,0,0.00%,0,0.00%,171,30.87%,,0,0.00%,3,0.54%,,0,0.00%,0,0.00%,18,3.25%,147,26.53%,0,0.00%,4,0.72%,0,0.00%,0,0.00%,65,11.73%,0,0.00%,0,0.00%,26,4.69%,116,20.94%,4,0.72%,0,0.00%,554,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,246,857,,Election Day,0,0.00%,0,0.00%,74,30.33%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,2,0.82%,85,34.84%,0,0.00%,1,0.41%,0,0.00%,0,0.00%,12,4.92%,0,0.00%,0,0.00%,0,0.00%,70,28.69%,0,0.00%,0,0.00%,244,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,801,857,,Total,0,0.00%,0,0.00%,245,30.70%,,0,0.00%,3,0.38%,,0,0.00%,0,0.00%,20,2.51%,232,29.07%,0,0.00%,5,0.63%,0,0.00%,0,0.00%,77,9.65%,0,0.00%,0,0.00%,26,3.26%,186,23.31%,4,0.50%,0,0.00%,798,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR110 0,,,,ELCR110 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,590,884,,Vote By Mail,0,0.00%,0,0.00%,195,33.51%,,0,0.00%,3,0.52%,,0,0.00%,0,0.00%,13,2.23%,173,29.73%,0,0.00%,6,1.03%,1,0.17%,0,0.00%,48,8.25%,0,0.00%,0,0.00%,26,4.47%,114,19.59%,3,0.52%,0,0.00%,582,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,238,884,,Election Day,0,0.00%,0,0.00%,80,34.04%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,71,30.21%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,24,10.21%,0,0.00%,0,0.00%,1,0.43%,59,25.11%,0,0.00%,0,0.00%,235,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,828,884,,Total,0,0.00%,0,0.00%,275,33.66%,,0,0.00%,3,0.37%,,0,0.00%,0,0.00%,13,1.59%,244,29.87%,0,0.00%,6,0.73%,1,0.12%,0,0.00%,72,8.81%,0,0.00%,0,0.00%,27,3.30%,173,21.18%,3,0.37%,0,0.00%,817,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR111 0,,,,ELCR111 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,441,708,,Vote By Mail,0,0.00%,0,0.00%,134,30.59%,,0,0.00%,2,0.46%,,0,0.00%,0,0.00%,13,2.97%,140,31.96%,0,0.00%,10,2.28%,0,0.00%,0,0.00%,34,7.76%,0,0.00%,1,0.23%,17,3.88%,83,18.95%,4,0.91%,0,0.00%,438,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,229,708,,Election Day,0,0.00%,0,0.00%,62,27.43%,,1,0.44%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,111,49.12%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,4.42%,0,0.00%,0,0.00%,1,0.44%,41,18.14%,0,0.00%,0,0.00%,226,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,670,708,,Total,0,0.00%,0,0.00%,196,29.52%,,1,0.15%,2,0.30%,,0,0.00%,0,0.00%,13,1.96%,251,37.80%,0,0.00%,10,1.51%,0,0.00%,0,0.00%,44,6.63%,0,0.00%,1,0.15%,18,2.71%,124,18.67%,4,0.60%,0,0.00%,664,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR112 0,,,,ELCR112 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,381,708,,Vote By Mail,0,0.00%,0,0.00%,106,27.82%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,6,1.57%,180,47.24%,0,0.00%,3,0.79%,0,0.00%,0,0.00%,12,3.15%,0,0.00%,0,0.00%,20,5.25%,54,14.17%,0,0.00%,0,0.00%,381,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,188,708,,Election Day,0,0.00%,1,0.53%,40,21.39%,,0,0.00%,2,1.07%,,0,0.00%,0,0.00%,0,0.00%,98,52.41%,0,0.00%,0,0.00%,1,0.53%,0,0.00%,1,0.53%,0,0.00%,0,0.00%,0,0.00%,44,23.53%,0,0.00%,0,0.00%,187,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,569,708,,Total,0,0.00%,1,0.18%,146,25.70%,,0,0.00%,2,0.35%,,0,0.00%,0,0.00%,6,1.06%,278,48.94%,0,0.00%,3,0.53%,1,0.18%,0,0.00%,13,2.29%,0,0.00%,0,0.00%,20,3.52%,98,17.25%,0,0.00%,0,0.00%,568,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR113 0,,,,ELCR113 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,655,"1,000",,Vote By Mail,0,0.00%,0,0.00%,216,33.08%,,0,0.00%,4,0.61%,,0,0.00%,0,0.00%,21,3.22%,185,28.33%,0,0.00%,4,0.61%,0,0.00%,0,0.00%,66,10.11%,0,0.00%,0,0.00%,26,3.98%,126,19.30%,5,0.77%,0,0.00%,653,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,325,"1,000",,Election Day,0,0.00%,0,0.00%,115,35.38%,,1,0.31%,0,0.00%,,0,0.00%,0,0.00%,1,0.31%,102,31.38%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,3.08%,0,0.00%,0,0.00%,0,0.00%,93,28.62%,3,0.92%,0,0.00%,325,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,980,"1,000",,Total,0,0.00%,0,0.00%,331,33.84%,,1,0.10%,4,0.41%,,0,0.00%,0,0.00%,22,2.25%,287,29.35%,0,0.00%,4,0.41%,0,0.00%,0,0.00%,76,7.77%,0,0.00%,0,0.00%,26,2.66%,219,22.39%,8,0.82%,0,0.00%,978,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR114 0,,,,ELCR114 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,372,572,,Vote By Mail,0,0.00%,0,0.00%,107,28.76%,,0,0.00%,1,0.27%,,0,0.00%,0,0.00%,13,3.49%,119,31.99%,0,0.00%,9,2.42%,0,0.00%,0,0.00%,47,12.63%,0,0.00%,0,0.00%,11,2.96%,64,17.20%,1,0.27%,0,0.00%,372,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,147,572,,Election Day,0,0.00%,0,0.00%,46,31.29%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,56,38.10%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,9,6.12%,0,0.00%,0,0.00%,0,0.00%,35,23.81%,1,0.68%,0,0.00%,147,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,519,572,,Total,0,0.00%,0,0.00%,153,29.48%,,0,0.00%,1,0.19%,,0,0.00%,0,0.00%,13,2.50%,175,33.72%,0,0.00%,9,1.73%,0,0.00%,0,0.00%,56,10.79%,0,0.00%,0,0.00%,11,2.12%,99,19.08%,2,0.39%,0,0.00%,519,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELCR115 0,,,,ELCR115 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,278,529,,Vote By Mail,0,0.00%,0,0.00%,64,23.10%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,5,1.81%,152,54.87%,0,0.00%,2,0.72%,0,0.00%,0,0.00%,17,6.14%,0,0.00%,0,0.00%,5,1.81%,30,10.83%,2,0.72%,0,0.00%,277,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,113,529,,Election Day,0,0.00%,0,0.00%,27,24.11%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,59,52.68%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,2,1.79%,0,0.00%,0,0.00%,0,0.00%,24,21.43%,0,0.00%,0,0.00%,112,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,391,529,,Total,0,0.00%,0,0.00%,91,23.39%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,5,1.29%,211,54.24%,0,0.00%,2,0.51%,0,0.00%,0,0.00%,19,4.88%,0,0.00%,0,0.00%,5,1.29%,54,13.88%,2,0.51%,0,0.00%,389,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO101 0,,,,ELSO101 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,293,705,,Vote By Mail,0,0.00%,0,0.00%,38,13.10%,,0,0.00%,3,1.03%,,0,0.00%,0,0.00%,5,1.72%,131,45.17%,0,0.00%,8,2.76%,0,0.00%,0,0.00%,28,9.66%,0,0.00%,0,0.00%,9,3.10%,65,22.41%,3,1.03%,0,0.00%,290,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,192,705,,Election Day,0,0.00%,0,0.00%,27,14.29%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,1,0.53%,85,44.97%,0,0.00%,1,0.53%,0,0.00%,0,0.00%,12,6.35%,1,0.53%,0,0.00%,0,0.00%,61,32.28%,1,0.53%,0,0.00%,189,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,485,705,,Total,0,0.00%,0,0.00%,65,13.57%,,0,0.00%,3,0.63%,,0,0.00%,0,0.00%,6,1.25%,216,45.09%,0,0.00%,9,1.88%,0,0.00%,0,0.00%,40,8.35%,1,0.21%,0,0.00%,9,1.88%,126,26.30%,4,0.84%,0,0.00%,479,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO102 0,,,,ELSO102 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,344,802,,Vote By Mail,0,0.00%,0,0.00%,47,13.99%,,0,0.00%,5,1.49%,,0,0.00%,0,0.00%,10,2.98%,146,43.45%,0,0.00%,4,1.19%,0,0.00%,0,0.00%,37,11.01%,0,0.00%,0,0.00%,13,3.87%,74,22.02%,0,0.00%,0,0.00%,336,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,130,802,,Election Day,0,0.00%,0,0.00%,10,7.69%,,0,0.00%,0,0.00%,,1,0.77%,0,0.00%,0,0.00%,67,51.54%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,6,4.62%,1,0.77%,0,0.00%,1,0.77%,44,33.85%,0,0.00%,0,0.00%,130,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,474,802,,Total,0,0.00%,0,0.00%,57,12.23%,,0,0.00%,5,1.07%,,1,0.21%,0,0.00%,10,2.15%,213,45.71%,0,0.00%,4,0.86%,0,0.00%,0,0.00%,43,9.23%,1,0.21%,0,0.00%,14,3.00%,118,25.32%,0,0.00%,0,0.00%,466,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO103 0,,,,ELSO103 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,208,497,,Vote By Mail,0,0.00%,0,0.00%,30,14.78%,,0,0.00%,1,0.49%,,0,0.00%,0,0.00%,2,0.99%,67,33.00%,0,0.00%,4,1.97%,0,0.00%,0,0.00%,40,19.70%,1,0.49%,0,0.00%,12,5.91%,46,22.66%,0,0.00%,0,0.00%,203,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,111,497,,Election Day,0,0.00%,0,0.00%,14,12.73%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,41,37.27%,0,0.00%,1,0.91%,0,0.00%,0,0.00%,10,9.09%,0,0.00%,1,0.91%,1,0.91%,42,38.18%,0,0.00%,0,0.00%,110,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,319,497,,Total,0,0.00%,0,0.00%,44,14.06%,,0,0.00%,1,0.32%,,0,0.00%,0,0.00%,2,0.64%,108,34.50%,0,0.00%,5,1.60%,0,0.00%,0,0.00%,50,15.97%,1,0.32%,1,0.32%,13,4.15%,88,28.12%,0,0.00%,0,0.00%,313,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO104 0,,,,ELSO104 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,312,618,,Vote By Mail,0,0.00%,0,0.00%,42,13.64%,,1,0.32%,2,0.65%,,0,0.00%,0,0.00%,6,1.95%,131,42.53%,0,0.00%,5,1.62%,0,0.00%,0,0.00%,48,15.58%,1,0.32%,0,0.00%,8,2.60%,63,20.45%,1,0.32%,0,0.00%,308,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,158,618,,Election Day,2,1.28%,0,0.00%,21,13.46%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,70,44.87%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11,7.05%,0,0.00%,0,0.00%,0,0.00%,51,32.69%,1,0.64%,0,0.00%,156,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,470,618,,Total,2,0.43%,0,0.00%,63,13.58%,,1,0.22%,2,0.43%,,0,0.00%,0,0.00%,6,1.29%,201,43.32%,0,0.00%,5,1.08%,0,0.00%,0,0.00%,59,12.72%,1,0.22%,0,0.00%,8,1.72%,114,24.57%,2,0.43%,0,0.00%,464,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO105 0,,,,ELSO105 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,362,802,,Vote By Mail,0,0.00%,0,0.00%,45,12.78%,,0,0.00%,1,0.28%,,1,0.28%,0,0.00%,10,2.84%,134,38.07%,0,0.00%,9,2.56%,0,0.00%,0,0.00%,49,13.92%,0,0.00%,1,0.28%,16,4.55%,81,23.01%,5,1.42%,0,0.00%,352,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,182,802,,Election Day,0,0.00%,0,0.00%,24,13.41%,,0,0.00%,0,0.00%,,1,0.56%,0,0.00%,0,0.00%,78,43.58%,0,0.00%,3,1.68%,0,0.00%,0,0.00%,13,7.26%,0,0.00%,0,0.00%,0,0.00%,59,32.96%,1,0.56%,0,0.00%,179,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,544,802,,Total,0,0.00%,0,0.00%,69,12.99%,,0,0.00%,1,0.19%,,2,0.38%,0,0.00%,10,1.88%,212,39.92%,0,0.00%,12,2.26%,0,0.00%,0,0.00%,62,11.68%,0,0.00%,1,0.19%,16,3.01%,140,26.37%,6,1.13%,0,0.00%,531,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO106 0,,,,ELSO106 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,256,711,,Vote By Mail,0,0.00%,0,0.00%,36,14.29%,,2,0.79%,2,0.79%,,0,0.00%,0,0.00%,5,1.98%,108,42.86%,0,0.00%,3,1.19%,0,0.00%,0,0.00%,33,13.10%,0,0.00%,0,0.00%,12,4.76%,50,19.84%,0,0.00%,1,0.40%,252,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,190,711,,Election Day,0,0.00%,0,0.00%,21,11.11%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,96,50.79%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,13,6.88%,0,0.00%,0,0.00%,0,0.00%,58,30.69%,1,0.53%,0,0.00%,189,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,446,711,,Total,0,0.00%,0,0.00%,57,12.93%,,2,0.45%,2,0.45%,,0,0.00%,0,0.00%,5,1.13%,204,46.26%,0,0.00%,3,0.68%,0,0.00%,0,0.00%,46,10.43%,0,0.00%,0,0.00%,12,2.72%,108,24.49%,1,0.23%,1,0.23%,441,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO107 0,,,,ELSO107 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,171,381,,Vote By Mail,0,0.00%,0,0.00%,20,11.70%,,0,0.00%,2,1.17%,,0,0.00%,0,0.00%,2,1.17%,64,37.43%,0,0.00%,4,2.34%,0,0.00%,0,0.00%,16,9.36%,0,0.00%,1,0.58%,7,4.09%,54,31.58%,1,0.58%,0,0.00%,171,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,48,381,,Election Day,0,0.00%,0,0.00%,7,14.58%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,15,31.25%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,6.25%,0,0.00%,0,0.00%,0,0.00%,23,47.92%,0,0.00%,0,0.00%,48,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,219,381,,Total,0,0.00%,0,0.00%,27,12.33%,,0,0.00%,2,0.91%,,0,0.00%,0,0.00%,2,0.91%,79,36.07%,0,0.00%,4,1.83%,0,0.00%,0,0.00%,19,8.68%,0,0.00%,1,0.46%,7,3.20%,77,35.16%,1,0.46%,0,0.00%,219,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO801 0,,,,ELSO801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,1,2,,Vote By Mail,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Election Day,0,2,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,1,2,,Total,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
ELSO802 0,,,,ELSO802 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,77,106,,Vote By Mail,0,0.00%,0,0.00%,19,24.68%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,3,3.90%,26,33.77%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11,14.29%,0,0.00%,0,0.00%,2,2.60%,15,19.48%,1,1.30%,0,0.00%,77,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,2,106,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,79,106,,Total,0,0.00%,0,0.00%,19,24.05%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,3,3.80%,28,35.44%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,11,13.92%,0,0.00%,0,0.00%,2,2.53%,15,18.99%,1,1.27%,0,0.00%,79,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ELSO803 0,,,,ELSO803 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,7,18,,Vote By Mail,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Election Day,0,18,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,7,18,,Total,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
ERIC101 0,,,,ERIC101 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,482,879,,Vote By Mail,0,0.00%,0,0.00%,110,22.92%,,0,0.00%,3,0.63%,,0,0.00%,0,0.00%,12,2.50%,185,38.54%,0,0.00%,9,1.88%,0,0.00%,0,0.00%,58,12.08%,0,0.00%,1,0.21%,24,5.00%,76,15.83%,2,0.42%,0,0.00%,480,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,245,879,,Election Day,0,0.00%,0,0.00%,68,27.87%,,0,0.00%,1,0.41%,,0,0.00%,0,0.00%,0,0.00%,100,40.98%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,4.10%,0,0.00%,0,0.00%,0,0.00%,65,26.64%,0,0.00%,0,0.00%,244,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,727,879,,Total,0,0.00%,0,0.00%,178,24.59%,,0,0.00%,4,0.55%,,0,0.00%,0,0.00%,12,1.66%,285,39.36%,0,0.00%,9,1.24%,0,0.00%,0,0.00%,68,9.39%,0,0.00%,1,0.14%,24,3.31%,141,19.48%,2,0.28%,0,0.00%,724,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ERIC102 0,,,,ERIC102 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,567,928,,Vote By Mail,0,0.00%,0,0.00%,171,30.43%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,19,3.38%,197,35.05%,0,0.00%,3,0.53%,0,0.00%,0,0.00%,48,8.54%,0,0.00%,0,0.00%,19,3.38%,105,18.68%,0,0.00%,0,0.00%,562,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,266,928,,Election Day,1,0.38%,0,0.00%,73,27.44%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,1,0.38%,112,42.11%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,20,7.52%,0,0.00%,0,0.00%,0,0.00%,59,22.18%,0,0.00%,0,0.00%,266,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,833,928,,Total,1,0.12%,0,0.00%,244,29.47%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,20,2.42%,309,37.32%,0,0.00%,3,0.36%,0,0.00%,0,0.00%,68,8.21%,0,0.00%,0,0.00%,19,2.29%,164,19.81%,0,0.00%,0,0.00%,828,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
ERIC103 0,,,,ERIC103 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,174,348,,Vote By Mail,0,0.00%,0,0.00%,34,19.65%,,0,0.00%,1,0.58%,,0,0.00%,0,0.00%,1,0.58%,71,41.04%,0,0.00%,3,1.73%,0,0.00%,0,0.00%,13,7.51%,0,0.00%,0,0.00%,12,6.94%,38,21.97%,0,0.00%,0,0.00%,173,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
