Page: 2 of 35,,,,,,,,,,,3/27/2020 3:38:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DEMOCRATIC PARTY PRESIDENTIAL PREFERENCE (Vote for  1) 
DEM  **** - Insufficient Turnout to Protect Voter Privacy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Election Day,5,83,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,68,83,,Total,0,0.00%,0,0.00%,6,9.38%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,4,6.25%,17,26.56%,0,0.00%,4,6.25%,0,0.00%,0,0.00%,10,15.63%,0,0.00%,0,0.00%,3,4.69%,20,31.25%,0,0.00%,0,0.00%,64,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
BRVL805 0,,,,BRVL805 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,35,39,,Vote By Mail,0,0.00%,0,0.00%,2,5.71%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,2,5.71%,12,34.29%,0,0.00%,1,2.86%,0,0.00%,0,0.00%,7,20.00%,0,0.00%,0,0.00%,3,8.57%,8,22.86%,0,0.00%,0,0.00%,35,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,0,39,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,35,39,,Total,0,0.00%,0,0.00%,2,5.71%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,2,5.71%,12,34.29%,0,0.00%,1,2.86%,0,0.00%,0,0.00%,7,20.00%,0,0.00%,0,0.00%,3,8.57%,8,22.86%,0,0.00%,0,0.00%,35,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
BYRN101 0,,,,BYRN101 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,66,180,,Vote By Mail,0,0.00%,0,0.00%,5,7.58%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,25,37.88%,0,0.00%,4,6.06%,0,0.00%,0,0.00%,10,15.15%,0,0.00%,0,0.00%,2,3.03%,20,30.30%,0,0.00%,0,0.00%,66,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,25,180,,Election Day,0,0.00%,0,0.00%,3,12.50%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,14,58.33%,0,0.00%,3,12.50%,0,0.00%,0,0.00%,1,4.17%,0,0.00%,0,0.00%,0,0.00%,3,12.50%,0,0.00%,0,0.00%,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,91,180,,Total,0,0.00%,0,0.00%,8,8.89%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,39,43.33%,0,0.00%,7,7.78%,0,0.00%,0,0.00%,11,12.22%,0,0.00%,0,0.00%,2,2.22%,23,25.56%,0,0.00%,0,0.00%,90,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
BYRN801 0,,,,BYRN801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,27,53,,Vote By Mail,0,0.00%,0,0.00%,3,11.11%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,10,37.04%,0,0.00%,2,7.41%,0,0.00%,0,0.00%,9,33.33%,0,0.00%,0,0.00%,0,0.00%,2,7.41%,1,3.70%,0,0.00%,27,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,0,53,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,27,53,,Total,0,0.00%,0,0.00%,3,11.11%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,10,37.04%,0,0.00%,2,7.41%,0,0.00%,0,0.00%,9,33.33%,0,0.00%,0,0.00%,0,0.00%,2,7.41%,1,3.70%,0,0.00%,27,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
BYRN802 0,,,,BYRN802 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,6,16,,Vote By Mail,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Election Day,0,16,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,6,16,,Total,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
BYRN803 0,,,,BYRN803 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,0,0,,Vote By Mail,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Election Day,0,0,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,0,0,,Total,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
CALD801 0,,,,CALD801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,5,6,,Vote By Mail,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Election Day,0,6,,Election Day,0,,0,,0,,,0,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,
Total,5,6,,Total,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
CANY801 0,,,,CANY801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,104,124,,Vote By Mail,0,0.00%,0,0.00%,27,26.21%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,51,49.51%,0,0.00%,1,0.97%,0,0.00%,0,0.00%,7,6.80%,0,0.00%,0,0.00%,9,8.74%,6,5.83%,2,1.94%,0,0.00%,103,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,4,124,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,108,124,,Total,0,0.00%,0,0.00%,30,28.04%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,52,48.60%,0,0.00%,1,0.93%,0,0.00%,0,0.00%,7,6.54%,0,0.00%,0,0.00%,9,8.41%,6,5.61%,2,1.87%,0,0.00%,107,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CASR801 0,,,,CASR801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,153,205,,Vote By Mail,0,0.00%,0,0.00%,19,12.50%,,0,0.00%,3,1.97%,,0,0.00%,0,0.00%,9,5.92%,24,15.79%,0,0.00%,2,1.32%,0,0.00%,0,0.00%,40,26.32%,0,0.00%,0,0.00%,12,7.89%,41,26.97%,2,1.32%,0,0.00%,152,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,7,205,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,160,205,,Total,0,0.00%,0,0.00%,20,12.58%,,0,0.00%,3,1.89%,,0,0.00%,0,0.00%,9,5.66%,27,16.98%,0,0.00%,2,1.26%,0,0.00%,0,0.00%,43,27.04%,0,0.00%,0,0.00%,12,7.55%,41,25.79%,2,1.26%,0,0.00%,159,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY101 0,,,,CLAY101 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,308,511,,Vote By Mail,0,0.00%,0,0.00%,38,12.62%,,0,0.00%,1,0.33%,,0,0.00%,0,0.00%,19,6.31%,65,21.59%,0,0.00%,6,1.99%,0,0.00%,0,0.00%,56,18.60%,0,0.00%,0,0.00%,21,6.98%,94,31.23%,1,0.33%,0,0.00%,301,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,161,511,,Election Day,0,0.00%,0,0.00%,16,10.06%,,1,0.63%,0,0.00%,,0,0.00%,0,0.00%,1,0.63%,43,27.04%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,19,11.95%,0,0.00%,0,0.00%,0,0.00%,79,49.69%,0,0.00%,0,0.00%,159,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,469,511,,Total,0,0.00%,0,0.00%,54,11.74%,,1,0.22%,1,0.22%,,0,0.00%,0,0.00%,20,4.35%,108,23.48%,0,0.00%,6,1.30%,0,0.00%,0,0.00%,75,16.30%,0,0.00%,0,0.00%,21,4.57%,173,37.61%,1,0.22%,0,0.00%,460,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY102 0,,,,CLAY102 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,278,542,,Vote By Mail,0,0.00%,0,0.00%,29,10.51%,,0,0.00%,1,0.36%,,0,0.00%,0,0.00%,19,6.88%,54,19.57%,0,0.00%,5,1.81%,0,0.00%,0,0.00%,60,21.74%,1,0.36%,0,0.00%,20,7.25%,82,29.71%,5,1.81%,0,0.00%,276,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,134,542,,Election Day,0,0.00%,0,0.00%,12,9.09%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,23,17.42%,0,0.00%,0,0.00%,0,0.00%,1,0.76%,17,12.88%,1,0.76%,0,0.00%,2,1.52%,76,57.58%,0,0.00%,0,0.00%,132,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,412,542,,Total,0,0.00%,0,0.00%,41,10.05%,,0,0.00%,1,0.25%,,0,0.00%,0,0.00%,19,4.66%,77,18.87%,0,0.00%,5,1.23%,0,0.00%,1,0.25%,77,18.87%,2,0.49%,0,0.00%,22,5.39%,158,38.73%,5,1.23%,0,0.00%,408,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY103 0,,,,CLAY103 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,195,354,,Vote By Mail,0,0.00%,0,0.00%,21,10.94%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,11,5.73%,40,20.83%,0,0.00%,3,1.56%,0,0.00%,0,0.00%,39,20.31%,0,0.00%,0,0.00%,20,10.42%,57,29.69%,1,0.52%,0,0.00%,192,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,79,354,,Election Day,0,0.00%,0,0.00%,7,8.86%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,1,1.27%,16,20.25%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,15,18.99%,0,0.00%,0,0.00%,1,1.27%,39,49.37%,0,0.00%,0,0.00%,79,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,274,354,,Total,0,0.00%,0,0.00%,28,10.33%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,12,4.43%,56,20.66%,0,0.00%,3,1.11%,0,0.00%,0,0.00%,54,19.93%,0,0.00%,0,0.00%,21,7.75%,96,35.42%,1,0.37%,0,0.00%,271,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY104 0,,,,CLAY104 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,273,421,,Vote By Mail,0,0.00%,0,0.00%,36,13.38%,,0,0.00%,2,0.74%,,0,0.00%,0,0.00%,15,5.58%,65,24.16%,0,0.00%,8,2.97%,1,0.37%,0,0.00%,50,18.59%,0,0.00%,1,0.37%,18,6.69%,72,26.77%,1,0.37%,0,0.00%,269,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,90,421,,Election Day,0,0.00%,0,0.00%,7,7.78%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,23,25.56%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,14,15.56%,0,0.00%,0,0.00%,0,0.00%,43,47.78%,3,3.33%,0,0.00%,90,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,363,421,,Total,0,0.00%,0,0.00%,43,11.98%,,0,0.00%,2,0.56%,,0,0.00%,0,0.00%,15,4.18%,88,24.51%,0,0.00%,8,2.23%,1,0.28%,0,0.00%,64,17.83%,0,0.00%,1,0.28%,18,5.01%,115,32.03%,4,1.11%,0,0.00%,359,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY105 0,,,,CLAY105 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,368,626,,Vote By Mail,0,0.00%,0,0.00%,24,6.58%,,0,0.00%,2,0.55%,,0,0.00%,0,0.00%,19,5.21%,72,19.73%,0,0.00%,4,1.10%,0,0.00%,1,0.27%,66,18.08%,0,0.00%,0,0.00%,26,7.12%,151,41.37%,0,0.00%,0,0.00%,365,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,124,626,,Election Day,0,0.00%,0,0.00%,13,10.48%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,25,20.16%,0,0.00%,1,0.81%,0,0.00%,0,0.00%,22,17.74%,0,0.00%,0,0.00%,1,0.81%,62,50.00%,0,0.00%,0,0.00%,124,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,492,626,,Total,0,0.00%,0,0.00%,37,7.57%,,0,0.00%,2,0.41%,,0,0.00%,0,0.00%,19,3.89%,97,19.84%,0,0.00%,5,1.02%,0,0.00%,1,0.20%,88,18.00%,0,0.00%,0,0.00%,27,5.52%,213,43.56%,0,0.00%,0,0.00%,489,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY106 0,,,,CLAY106 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,179,357,,Vote By Mail,0,0.00%,0,0.00%,29,16.38%,,0,0.00%,2,1.13%,,0,0.00%,0,0.00%,6,3.39%,42,23.73%,0,0.00%,4,2.26%,0,0.00%,0,0.00%,30,16.95%,0,0.00%,0,0.00%,12,6.78%,47,26.55%,5,2.82%,0,0.00%,177,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,100,357,,Election Day,0,0.00%,0,0.00%,9,9.00%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,1,1.00%,24,24.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,10.00%,0,0.00%,0,0.00%,2,2.00%,51,51.00%,2,2.00%,1,1.00%,100,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,279,357,,Total,0,0.00%,0,0.00%,38,13.72%,,0,0.00%,2,0.72%,,0,0.00%,0,0.00%,7,2.53%,66,23.83%,0,0.00%,4,1.44%,0,0.00%,0,0.00%,40,14.44%,0,0.00%,0,0.00%,14,5.05%,98,35.38%,7,2.53%,1,0.36%,277,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLAY107 0,,,,CLAY107 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,349,637,,Vote By Mail,0,0.00%,0,0.00%,53,15.32%,,0,0.00%,0,0.00%,,1,0.29%,0,0.00%,20,5.78%,72,20.81%,0,0.00%,6,1.73%,0,0.00%,0,0.00%,51,14.74%,0,0.00%,0,0.00%,29,8.38%,110,31.79%,4,1.16%,0,0.00%,346,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,129,637,,Election Day,0,0.00%,0,0.00%,23,17.83%,,0,0.00%,0,0.00%,,1,0.78%,0,0.00%,1,0.78%,31,24.03%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,14,10.85%,0,0.00%,0,0.00%,1,0.78%,58,44.96%,0,0.00%,0,0.00%,129,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,478,637,,Total,0,0.00%,0,0.00%,76,16.00%,,0,0.00%,0,0.00%,,2,0.42%,0,0.00%,21,4.42%,103,21.68%,0,0.00%,6,1.26%,0,0.00%,0,0.00%,65,13.68%,0,0.00%,0,0.00%,30,6.32%,168,35.37%,4,0.84%,0,0.00%,475,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLYD801 0,,,,CLYD801 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,73,147,,Vote By Mail,0,0.00%,0,0.00%,15,20.83%,,0,0.00%,1,1.39%,,0,0.00%,0,0.00%,3,4.17%,16,22.22%,0,0.00%,6,8.33%,0,0.00%,0,0.00%,15,20.83%,0,0.00%,0,0.00%,4,5.56%,12,16.67%,0,0.00%,0,0.00%,72,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,3,147,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,76,147,,Total,0,0.00%,0,0.00%,15,20.00%,,0,0.00%,1,1.33%,,0,0.00%,0,0.00%,3,4.00%,17,22.67%,0,0.00%,6,8.00%,0,0.00%,0,0.00%,15,20.00%,0,0.00%,0,0.00%,4,5.33%,14,18.67%,0,0.00%,0,0.00%,75,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CLYD802 0,,,,CLYD802 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,46,79,,Vote By Mail,0,0.00%,0,0.00%,3,6.52%,,1,2.17%,0,0.00%,,0,0.00%,0,0.00%,2,4.35%,20,43.48%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,6.52%,0,0.00%,0,0.00%,2,4.35%,15,32.61%,0,0.00%,0,0.00%,46,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,2,79,,Election Day,****,****,****,****,****,****,,****,****,****,****,,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****,****
Total,48,79,,Total,0,0.00%,0,0.00%,3,6.25%,,1,2.08%,0,0.00%,,0,0.00%,0,0.00%,2,4.17%,20,41.67%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,3,6.25%,0,0.00%,0,0.00%,2,4.17%,17,35.42%,0,0.00%,0,0.00%,48,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CONC101 0,,,,CONC101 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,165,411,,Vote By Mail,0,0.00%,0,0.00%,15,9.20%,,0,0.00%,3,1.84%,,0,0.00%,0,0.00%,9,5.52%,74,45.40%,0,0.00%,10,6.13%,0,0.00%,0,0.00%,17,10.43%,0,0.00%,0,0.00%,1,0.61%,33,20.25%,0,0.00%,1,0.61%,163,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,86,411,,Election Day,0,0.00%,0,0.00%,3,3.57%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,44,52.38%,0,0.00%,2,2.38%,0,0.00%,0,0.00%,4,4.76%,1,1.19%,0,0.00%,1,1.19%,27,32.14%,1,1.19%,1,1.19%,84,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,251,411,,Total,0,0.00%,0,0.00%,18,7.29%,,0,0.00%,3,1.21%,,0,0.00%,0,0.00%,9,3.64%,118,47.77%,0,0.00%,12,4.86%,0,0.00%,0,0.00%,21,8.50%,1,0.40%,0,0.00%,2,0.81%,60,24.29%,1,0.40%,2,0.81%,247,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CONC102 0,,,,CONC102 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,217,588,,Vote By Mail,0,0.00%,0,0.00%,26,12.38%,,1,0.48%,1,0.48%,,0,0.00%,0,0.00%,6,2.86%,103,49.05%,0,0.00%,5,2.38%,0,0.00%,0,0.00%,21,10.00%,0,0.00%,0,0.00%,10,4.76%,36,17.14%,1,0.48%,0,0.00%,210,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,164,588,,Election Day,0,0.00%,0,0.00%,15,9.43%,,1,0.63%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,85,53.46%,0,0.00%,1,0.63%,0,0.00%,0,0.00%,15,9.43%,0,0.00%,0,0.00%,1,0.63%,40,25.16%,1,0.63%,0,0.00%,159,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,381,588,,Total,0,0.00%,0,0.00%,41,11.11%,,2,0.54%,1,0.27%,,0,0.00%,0,0.00%,6,1.63%,188,50.95%,0,0.00%,6,1.63%,0,0.00%,0,0.00%,36,9.76%,0,0.00%,0,0.00%,11,2.98%,76,20.60%,2,0.54%,0,0.00%,369,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CONC103 0,,,,CONC103 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,267,584,,Vote By Mail,0,0.00%,0,0.00%,21,8.08%,,1,0.38%,1,0.38%,,0,0.00%,0,0.00%,14,5.38%,85,32.69%,0,0.00%,19,7.31%,0,0.00%,0,0.00%,47,18.08%,0,0.00%,1,0.38%,14,5.38%,57,21.92%,0,0.00%,0,0.00%,260,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,108,584,,Election Day,0,0.00%,0,0.00%,13,12.15%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,53,49.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,7.48%,0,0.00%,0,0.00%,0,0.00%,32,29.91%,1,0.93%,0,0.00%,107,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,375,584,,Total,0,0.00%,0,0.00%,34,9.26%,,1,0.27%,1,0.27%,,0,0.00%,0,0.00%,14,3.81%,138,37.60%,0,0.00%,19,5.18%,0,0.00%,0,0.00%,55,14.99%,0,0.00%,1,0.27%,14,3.81%,89,24.25%,1,0.27%,0,0.00%,367,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CONC104 0,,,,CONC104 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vote By Mail,222,476,,Vote By Mail,0,0.00%,0,0.00%,28,12.79%,,0,0.00%,1,0.46%,,0,0.00%,0,0.00%,16,7.31%,72,32.88%,0,0.00%,5,2.28%,0,0.00%,1,0.46%,31,14.16%,0,0.00%,0,0.00%,14,6.39%,47,21.46%,4,1.83%,0,0.00%,219,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Election Day,106,476,,Election Day,0,0.00%,0,0.00%,15,14.56%,,0,0.00%,0,0.00%,,0,0.00%,0,0.00%,0,0.00%,29,28.16%,0,0.00%,2,1.94%,0,0.00%,0,0.00%,9,8.74%,0,0.00%,0,0.00%,2,1.94%,45,43.69%,1,0.97%,0,0.00%,103,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Total,328,476,,Total,0,0.00%,0,0.00%,43,13.35%,,0,0.00%,1,0.31%,,0,0.00%,0,0.00%,16,4.97%,101,31.37%,0,0.00%,7,2.17%,0,0.00%,1,0.31%,40,12.42%,0,0.00%,0,0.00%,16,4.97%,92,28.57%,5,1.55%,0,0.00%,322,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
CONC105 0,,,,CONC105 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
