COUNTY OF LOS ANGELES,GENERAL ELECTION,11/3/20,,,,,,,,,,,,
PRES AND VICE PRES, , , , ,,,,,,,,,,
LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOSEPH R BIDEN,DONALD J TRUMP,GLORIA LA RIVA,ROQUE D GUERRA,HOWIE HAWKINS,JO JORGENSEN,
ARCADIA,0350032A,6043,350,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
ARCADIA,0350032A,6043,350,Y, ,VBM PORTION,1,1,0,0,0,0,0, 
ARCADIA,0350032A,6043,350,Y,0,TOTAL,1,1,0,0,0,0,0, 
ARCADIA,0350038A,54,405,N, ,POLLING PLACE,309,86,209,0,0,1,1, 
ARCADIA,0350038A,54,405,N, ,VBM PORTION,1603,949,594,5,2,7,8, 
ARCADIA,0350038A,54,405,N,2454,TOTAL,1912,1035,803,5,2,8,9, 
ARCADIA,0350043A,55,405,N, ,POLLING PLACE,375,162,200,1,1,1,3, 
ARCADIA,0350043A,55,405,N, ,VBM PORTION,1688,1111,496,7,9,5,15, 
ARCADIA,0350043A,55,405,N,2662,TOTAL,2063,1273,696,8,10,6,18, 
ARCADIA,0350049A,56,405,N, ,POLLING PLACE,337,126,198,1,1,1,2, 
ARCADIA,0350049A,56,405,N, ,VBM PORTION,1874,1148,629,9,6,13,12, 
ARCADIA,0350049A,56,405,N,2862,TOTAL,2211,1274,827,10,7,14,14, 
ARCADIA,0350050A,57,405,N, ,POLLING PLACE,313,114,183,2,1,3,3, 
ARCADIA,0350050A,57,405,N, ,VBM PORTION,1698,1006,610,3,5,13,10, 
ARCADIA,0350050A,57,405,N,2558,TOTAL,2011,1120,793,5,6,16,13, 
ARCADIA,0350050D,6044,398,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
ARCADIA,0350050D,6044,398,Y, ,VBM PORTION,2,1,1,0,0,0,0, 
ARCADIA,0350050D,6044,398,Y,3,TOTAL,2,1,1,0,0,0,0, 
ARCADIA,0350054A,58,405,N, ,POLLING PLACE,326,119,197,0,1,2,1, 
ARCADIA,0350054A,58,405,N, ,VBM PORTION,1881,1198,585,3,5,15,14, 
ARCADIA,0350054A,58,405,N,2755,TOTAL,2207,1317,782,3,6,17,15, 
ARCADIA,0350058B,6045,406,Y, ,POLLING PLACE,7,5,2,0,0,0,0, 
ARCADIA,0350058B,6045,406,Y, ,VBM PORTION,35,20,10,0,0,2,0, 
ARCADIA,0350058B,6045,406,Y,50,TOTAL,42,25,12,0,0,2,0, 
ARCADIA,0350102A,6046,418,Y, ,POLLING PLACE,158,58,92,0,1,0,5, 
ARCADIA,0350102A,6046,418,Y, ,VBM PORTION,718,468,224,1,0,5,1, 
ARCADIA,0350102A,6046,418,Y,1149,TOTAL,876,526,316,1,1,5,6, 
ARCADIA,0350104B,6047,398,Y, ,POLLING PLACE,24,7,17,0,0,0,0, 
ARCADIA,0350104B,6047,398,Y, ,VBM PORTION,111,69,38,0,0,0,0, 
ARCADIA,0350104B,6047,398,Y,163,TOTAL,135,76,55,0,0,0,0, 
ARCADIA,0350104J,6048,398,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
ARCADIA,0350104J,6048,398,Y, ,VBM PORTION,8,3,2,1,0,0,0, 
ARCADIA,0350104J,6048,398,Y,9,TOTAL,8,3,2,1,0,0,0, 
ARCADIA,0350104K,6049,398,Y, ,POLLING PLACE,1,1,0,0,0,0,0, 
ARCADIA,0350104K,6049,398,Y, ,VBM PORTION,18,7,11,0,0,0,0, 
ARCADIA,0350104K,6049,398,Y,26,TOTAL,19,8,11,0,0,0,0, 
ARTESIA,0400001A,59,663,N, ,POLLING PLACE,449,219,207,1,5,5,3, 
ARTESIA,0400001A,59,663,N, ,VBM PORTION,1390,950,381,6,10,7,12, 
ARTESIA,0400001A,59,663,N,2463,TOTAL,1839,1169,588,7,15,12,15, 
ARTESIA,0400006A,60,663,N, ,POLLING PLACE,481,236,224,3,4,6,0, 
ARTESIA,0400006A,60,663,N, ,VBM PORTION,1426,932,442,3,4,11,7, 
ARTESIA,0400006A,60,663,N,2391,TOTAL,1907,1168,666,6,8,17,7, 
ARTESIA,0400008A,61,663,N, ,POLLING PLACE,499,227,257,0,6,2,1, 
ARTESIA,0400008A,61,663,N, ,VBM PORTION,1567,947,567,12,2,3,6, 
ARTESIA,0400008A,61,663,N,2661,TOTAL,2066,1174,824,12,8,5,7, 
ARTESIA,0400010C,6050,681,Y, ,POLLING PLACE,146,60,79,0,0,1,1, 
ARTESIA,0400010C,6050,681,Y, ,VBM PORTION,528,359,150,1,2,1,6, 
ARTESIA,0400010C,6050,681,Y,843,TOTAL,674,419,229,1,2,2,7, 
ATHENS,0450002A,62,844,N, ,POLLING PLACE,224,175,41,3,1,0,0, 
ATHENS,0450002A,62,844,N, ,VBM PORTION,790,701,62,4,2,6,4, 
ATHENS,0450002A,62,844,N,1607,TOTAL,1014,876,103,7,3,6,4, 
ATHENS,0450002B,63,844,N, ,POLLING PLACE,213,164,41,0,3,0,1, 
ATHENS,0450002B,63,844,N, ,VBM PORTION,656,572,55,7,2,6,2, 
ATHENS,0450002B,63,844,N,1423,TOTAL,869,736,96,7,5,6,3, 
ATHENS,0450004A,64,841,N, ,POLLING PLACE,242,193,35,0,3,1,2, 
ATHENS,0450004A,64,841,N, ,VBM PORTION,770,683,60,7,2,3,3, 
ATHENS,0450004A,64,841,N,1472,TOTAL,1012,876,95,7,5,4,5, 
ATHENS,0450008A,65,844,N, ,POLLING PLACE,229,198,19,1,2,2,3, 
ATHENS,0450008A,65,844,N, ,VBM PORTION,935,852,56,4,2,5,1, 
ATHENS,0450008A,65,844,N,1661,TOTAL,1164,1050,75,5,4,7,4, 
AVALON,0500001A,66,925,N, ,POLLING PLACE,506,245,234,2,8,3,8, 
AVALON,0500001A,66,925,N, ,VBM PORTION,955,611,312,1,4,3,10, 
AVALON,0500001A,66,925,N,2004,TOTAL,1461,856,546,3,12,6,18, 
AVOCADO HEIGHTS,0520001A,67,584,N, ,POLLING PLACE,360,187,153,2,3,6,1, 
AVOCADO HEIGHTS,0520001A,67,584,N, ,VBM PORTION,1248,927,276,4,2,6,10, 
AVOCADO HEIGHTS,0520001A,67,584,N,2039,TOTAL,1608,1114,429,6,5,12,11, 
AVOCADO HEIGHTS,0520002A,68,558,N, ,POLLING PLACE,292,168,109,5,2,1,3, 
AVOCADO HEIGHTS,0520002A,68,558,N, ,VBM PORTION,969,742,195,8,5,3,4, 
AVOCADO HEIGHTS,0520002A,68,558,N,1720,TOTAL,1261,910,304,13,7,4,7, 
AVOCADO HEIGHTS,0520004A,69,641,N, ,POLLING PLACE,248,126,118,0,0,1,1, 
AVOCADO HEIGHTS,0520004A,69,641,N, ,VBM PORTION,902,679,192,2,3,4,3, 
AVOCADO HEIGHTS,0520004A,69,641,N,1542,TOTAL,1150,805,310,2,3,5,4, 
AVOCADO HEIGHTS,0520005B,70,558,N, ,POLLING PLACE,308,181,113,3,1,2,3, 
AVOCADO HEIGHTS,0520005B,70,558,N, ,VBM PORTION,974,720,220,4,6,5,6, 
AVOCADO HEIGHTS,0520005B,70,558,N,1835,TOTAL,1282,901,333,7,7,7,9, 
AVOCADO HEIGHTS,0520009B,6051,572,Y, ,POLLING PLACE,147,69,72,0,1,1,1, 
AVOCADO HEIGHTS,0520009B,6051,572,Y, ,VBM PORTION,370,276,85,2,1,1,2, 
AVOCADO HEIGHTS,0520009B,6051,572,Y,731,TOTAL,517,345,157,2,2,2,3, 
AVOCADO HEIGHTS,0520010B,6052,566,Y, ,POLLING PLACE,3,0,3,0,0,0,0, 
AVOCADO HEIGHTS,0520010B,6052,566,Y, ,VBM PORTION,2,0,2,0,0,0,0, 
AVOCADO HEIGHTS,0520010B,6052,566,Y,6,TOTAL,5,0,5,0,0,0,0, 
AVOCADO HEIGHTS,0520015A,6053,584,Y, ,POLLING PLACE,100,58,39,0,0,0,1, 
AVOCADO HEIGHTS,0520015A,6053,584,Y, ,VBM PORTION,374,299,65,0,0,3,3, 
AVOCADO HEIGHTS,0520015A,6053,584,Y,571,TOTAL,474,357,104,0,0,3,4, 
AZUSA,0550001A,6054,383,Y, ,POLLING PLACE,52,26,23,0,0,1,1, 
AZUSA,0550001A,6054,383,Y, ,VBM PORTION,102,82,15,0,0,1,2, 
AZUSA,0550001A,6054,383,Y,184,TOTAL,154,108,38,0,0,2,3, 
AZUSA,0550002A,71,318,N, ,POLLING PLACE,453,220,221,0,1,2,2, 
AZUSA,0550002A,71,318,N, ,VBM PORTION,1273,930,303,6,2,7,14, 
AZUSA,0550002A,71,318,N,2234,TOTAL,1726,1150,524,6,3,9,16, 
AZUSA,0550006B,6055,319,Y, ,POLLING PLACE,58,20,37,0,0,0,1, 
AZUSA,0550006B,6055,319,Y, ,VBM PORTION,390,249,126,0,2,2,3, 
AZUSA,0550006B,6055,319,Y,517,TOTAL,448,269,163,0,2,2,4, 
AZUSA,0550008A,72,318,N, ,POLLING PLACE,423,248,154,6,5,2,3, 
AZUSA,0550008A,72,318,N, ,VBM PORTION,1130,828,267,4,4,3,9, 
AZUSA,0550008A,72,318,N,2206,TOTAL,1553,1076,421,10,9,5,12, 
AZUSA,0550010A,73,318,N, ,POLLING PLACE,426,219,192,7,2,2,1, 
AZUSA,0550010A,73,318,N, ,VBM PORTION,1279,951,293,4,4,6,9, 
AZUSA,0550010A,73,318,N,2385,TOTAL,1705,1170,485,11,6,8,10, 
AZUSA,0550010E,6056,321,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
AZUSA,0550010E,6056,321,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
AZUSA,0550010E,6056,321,Y,2,TOTAL,0,0,0,0,0,0,0, 
AZUSA,0550012A,74,318,N, ,POLLING PLACE,379,199,160,4,3,4,3, 
AZUSA,0550012A,74,318,N, ,VBM PORTION,1253,928,282,7,6,5,9, 
AZUSA,0550012A,74,318,N,2226,TOTAL,1632,1127,442,11,9,9,12, 
AZUSA,0550015C,6057,322,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
AZUSA,0550015C,6057,322,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
AZUSA,0550015C,6057,322,Y,0,TOTAL,0,0,0,0,0,0,0, 
AZUSA,0550024A,75,320,N, ,POLLING PLACE,290,185,96,2,3,1,1, 
AZUSA,0550024A,75,320,N, ,VBM PORTION,936,678,218,3,3,7,9, 
AZUSA,0550024A,75,320,N,1709,TOTAL,1226,863,314,5,6,8,10, 
AZUSA,0550025B,76,318,N, ,POLLING PLACE,467,234,210,2,3,0,8, 
AZUSA,0550025B,76,318,N, ,VBM PORTION,1369,1004,302,2,7,9,17, 
AZUSA,0550025B,76,318,N,2422,TOTAL,1836,1238,512,4,10,9,25, 
AZUSA,0550078A,77,318,N, ,POLLING PLACE,442,272,165,2,2,0,0, 
AZUSA,0550078A,77,318,N, ,VBM PORTION,1278,973,260,5,4,4,17, 
AZUSA,0550078A,77,318,N,2399,TOTAL,1720,1245,425,7,6,4,17, 
AZUSA,0550079A,78,320,N, ,POLLING PLACE,365,147,202,1,0,0,5, 
AZUSA,0550079A,78,320,N, ,VBM PORTION,1459,987,397,9,6,10,13, 
AZUSA,0550079A,78,320,N,2654,TOTAL,1824,1134,599,10,6,10,18, 
AZUSA,0550081A,79,318,N, ,POLLING PLACE,577,209,345,0,4,2,11, 
AZUSA,0550081A,79,318,N, ,VBM PORTION,1628,1055,510,5,3,13,16, 
AZUSA,0550081A,79,318,N,2636,TOTAL,2205,1264,855,5,7,15,27, 
AZUSA,0550085C,6058,349,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
AZUSA,0550085C,6058,349,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
AZUSA,0550085C,6058,349,Y,0,TOTAL,0,0,0,0,0,0,0, 
AZUSA,0550086A,80,318,N, ,POLLING PLACE,463,224,220,2,1,4,7, 
AZUSA,0550086A,80,318,N, ,VBM PORTION,1702,1097,555,7,4,7,15, 
AZUSA,0550086A,80,318,N,2583,TOTAL,2165,1321,775,9,5,11,22, 
BALDWIN PARK,0600001A,81,328,N, ,POLLING PLACE,364,226,124,5,1,2,3, 
BALDWIN PARK,0600001A,81,328,N, ,VBM PORTION,1151,862,248,5,6,7,5, 
BALDWIN PARK,0600001A,81,328,N,2164,TOTAL,1515,1088,372,10,7,9,8, 
BALDWIN PARK,0600006B,82,324,N, ,POLLING PLACE,239,139,93,1,0,1,2, 
BALDWIN PARK,0600006B,82,324,N, ,VBM PORTION,805,618,152,7,4,2,6, 
BALDWIN PARK,0600006B,82,324,N,1439,TOTAL,1044,757,245,8,4,3,8, 
BALDWIN PARK,0600009A,83,328,N, ,POLLING PLACE,385,243,129,3,2,2,4, 
BALDWIN PARK,0600009A,83,328,N, ,VBM PORTION,1126,903,186,7,5,8,5, 
BALDWIN PARK,0600009A,83,328,N,2117,TOTAL,1511,1146,315,10,7,10,9, 
BALDWIN PARK,0600012A,84,328,N, ,POLLING PLACE,401,279,110,2,1,0,3, 
BALDWIN PARK,0600012A,84,328,N, ,VBM PORTION,1254,988,216,5,1,6,10, 
BALDWIN PARK,0600012A,84,328,N,2216,TOTAL,1655,1267,326,7,2,6,13, 
BALDWIN PARK,0600014A,85,324,N, ,POLLING PLACE,253,133,107,3,5,0,0, 
BALDWIN PARK,0600014A,85,324,N, ,VBM PORTION,1019,754,227,7,3,7,6, 
BALDWIN PARK,0600014A,85,324,N,1665,TOTAL,1272,887,334,10,8,7,6, 
BALDWIN PARK,0600016A,86,328,N, ,POLLING PLACE,384,237,131,3,3,0,4, 
BALDWIN PARK,0600016A,86,328,N, ,VBM PORTION,1201,921,243,6,4,4,7, 
BALDWIN PARK,0600016A,86,328,N,2263,TOTAL,1585,1158,374,9,7,4,11, 
BALDWIN PARK,0600017A,6059,327,Y, ,POLLING PLACE,99,56,40,1,0,0,1, 
BALDWIN PARK,0600017A,6059,327,Y, ,VBM PORTION,296,207,78,1,3,1,1, 
BALDWIN PARK,0600017A,6059,327,Y,555,TOTAL,395,263,118,2,3,1,2, 
BALDWIN PARK,0600017B,6060,326,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600017B,6060,326,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BALDWIN PARK,0600017B,6060,326,Y,0,TOTAL,0,0,0,0,0,0,0, 
BALDWIN PARK,0600019A,87,328,N, ,POLLING PLACE,350,176,167,1,1,1,0, 
BALDWIN PARK,0600019A,87,328,N, ,VBM PORTION,1270,930,295,9,1,5,11, 
BALDWIN PARK,0600019A,87,328,N,2202,TOTAL,1620,1106,462,10,2,6,11, 
BALDWIN PARK,0600024B,88,328,N, ,POLLING PLACE,294,159,126,0,2,1,3, 
BALDWIN PARK,0600024B,88,328,N, ,VBM PORTION,1037,756,249,3,1,4,6, 
BALDWIN PARK,0600024B,88,328,N,1852,TOTAL,1331,915,375,3,3,5,9, 
BALDWIN PARK,0600025A,89,328,N, ,POLLING PLACE,397,243,145,2,4,0,2, 
BALDWIN PARK,0600025A,89,328,N, ,VBM PORTION,1291,1007,251,3,2,5,7, 
BALDWIN PARK,0600025A,89,328,N,2409,TOTAL,1688,1250,396,5,6,5,9, 
BALDWIN PARK,0600026A,90,328,N, ,POLLING PLACE,322,210,103,0,1,3,1, 
BALDWIN PARK,0600026A,90,328,N, ,VBM PORTION,1101,863,200,7,6,4,4, 
BALDWIN PARK,0600026A,90,328,N,2010,TOTAL,1423,1073,303,7,7,7,5, 
BALDWIN PARK,0600027A,91,324,N, ,POLLING PLACE,344,197,144,0,1,1,1, 
BALDWIN PARK,0600027A,91,324,N, ,VBM PORTION,1223,941,228,6,2,11,10, 
BALDWIN PARK,0600027A,91,324,N,2231,TOTAL,1567,1138,372,6,3,12,11, 
BALDWIN PARK,0600029A,92,324,N, ,POLLING PLACE,333,193,125,4,1,1,5, 
BALDWIN PARK,0600029A,92,324,N, ,VBM PORTION,1077,836,211,3,2,1,5, 
BALDWIN PARK,0600029A,92,324,N,2052,TOTAL,1410,1029,336,7,3,2,10, 
BALDWIN PARK,0600030D,6061,325,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030D,6061,325,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030D,6061,325,Y,0,TOTAL,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030F,6062,337,Y, ,POLLING PLACE,49,35,13,0,0,0,0, 
BALDWIN PARK,0600030F,6062,337,Y, ,VBM PORTION,135,111,19,1,0,1,0, 
BALDWIN PARK,0600030F,6062,337,Y,244,TOTAL,184,146,32,1,0,1,0, 
BALDWIN PARK,0600030G,6063,355,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030G,6063,355,Y, ,VBM PORTION,4,1,2,0,0,0,0, 
BALDWIN PARK,0600030G,6063,355,Y,4,TOTAL,4,1,2,0,0,0,0, 
BALDWIN PARK,0600030H,6064,354,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030H,6064,354,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BALDWIN PARK,0600030H,6064,354,Y,0,TOTAL,0,0,0,0,0,0,0, 
BALDWIN PARK,0600035A,93,324,N, ,POLLING PLACE,332,194,132,2,0,2,0, 
BALDWIN PARK,0600035A,93,324,N, ,VBM PORTION,1265,971,245,3,4,12,10, 
BALDWIN PARK,0600035A,93,324,N,2293,TOTAL,1597,1165,377,5,4,14,10, 
BALDWIN PARK,0600036A,94,328,N, ,POLLING PLACE,330,197,125,4,2,1,0, 
BALDWIN PARK,0600036A,94,328,N, ,VBM PORTION,1072,829,201,5,2,12,9, 
BALDWIN PARK,0600036A,94,328,N,1923,TOTAL,1402,1026,326,9,4,13,9, 
BALDWIN PARK,0600037A,95,328,N, ,POLLING PLACE,380,228,132,2,2,2,8, 
BALDWIN PARK,0600037A,95,328,N, ,VBM PORTION,1240,946,247,4,10,9,11, 
BALDWIN PARK,0600037A,95,328,N,2326,TOTAL,1620,1174,379,6,12,11,19, 
BALDWIN PARK,0600041B,96,328,N, ,POLLING PLACE,388,219,164,0,0,1,3, 
BALDWIN PARK,0600041B,96,328,N, ,VBM PORTION,1118,848,227,4,4,8,11, 
BALDWIN PARK,0600041B,96,328,N,2106,TOTAL,1506,1067,391,4,4,9,14, 
BALDWIN PARK,0600052B,6065,352,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600052B,6065,352,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BALDWIN PARK,0600052B,6065,352,Y,0,TOTAL,0,0,0,0,0,0,0, 
BALDWIN PARK,0600052C,6066,353,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BALDWIN PARK,0600052C,6066,353,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BALDWIN PARK,0600052C,6066,353,Y,0,TOTAL,0,0,0,0,0,0,0, 
BASSETT,0670001A,6067,336,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BASSETT,0670001A,6067,336,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BASSETT,0670001A,6067,336,Y,0,TOTAL,0,0,0,0,0,0,0, 
BASSETT,0670004A,6068,335,Y, ,POLLING PLACE,1,1,0,0,0,0,0, 
BASSETT,0670004A,6068,335,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BASSETT,0670004A,6068,335,Y,0,TOTAL,1,1,0,0,0,0,0, 
BASSETT,0670006A,97,341,N, ,POLLING PLACE,336,200,126,2,1,1,3, 
BASSETT,0670006A,97,341,N, ,VBM PORTION,1161,926,200,2,6,8,5, 
BASSETT,0670006A,97,341,N,2138,TOTAL,1497,1126,326,4,7,9,8, 
BASSETT,0670010A,98,340,N, ,POLLING PLACE,328,214,101,1,0,3,4, 
BASSETT,0670010A,98,340,N, ,VBM PORTION,995,763,204,2,2,4,7, 
BASSETT,0670010A,98,340,N,1810,TOTAL,1323,977,305,3,2,7,11, 
BASSETT,0670142A,99,341,N, ,POLLING PLACE,404,278,117,1,0,2,1, 
BASSETT,0670142A,99,341,N, ,VBM PORTION,1003,799,167,7,4,2,6, 
BASSETT,0670142A,99,341,N,1923,TOTAL,1407,1077,284,8,4,4,7, 
BASSETT,0670143B,6069,339,Y, ,POLLING PLACE,0,0,0,0,0,0,0, 
BASSETT,0670143B,6069,339,Y, ,VBM PORTION,0,0,0,0,0,0,0, 
BASSETT,0670143B,6069,339,Y,0,TOTAL,0,0,0,0,0,0,0, 
BASSETT,0670143C,100,341,N, ,POLLING PLACE,292,170,108,3,1,1,5, 
BASSETT,0670143C,100,341,N, ,VBM PORTION,926,677,216,3,5,4,7, 
BASSETT,0670143C,100,341,N,1629,TOTAL,1218,847,324,6,6,5,12, 
BELL,0700001C,101,814,N, ,POLLING PLACE,418,286,102,12,4,2,6, 
BELL,0700001C,101,814,N, ,VBM PORTION,1051,853,160,2,3,8,5, 
BELL,0700001C,101,814,N,2087,TOTAL,1469,1139,262,14,7,10,11, 
BELL,0700003A,6070,815,Y, ,POLLING PLACE,1,1,0,0,0,0,0, 
BELL,0700003A,6070,815,Y, ,VBM PORTION,1,1,0,0,0,0,0, 
BELL,0700003A,6070,815,Y,2,TOTAL,2,2,0,0,0,0,0, 
BELL,0700005A,102,814,N, ,POLLING PLACE,325,209,97,7,4,2,1, 
BELL,0700005A,102,814,N, ,VBM PORTION,1110,924,143,7,14,2,8, 
BELL,0700005A,102,814,N,2084,TOTAL,1435,1133,240,14,18,4,9, 
BELL,0700005E,6071,815,Y, ,POLLING PLACE,12,7,4,0,0,1,0, 
BELL,0700005E,6071,815,Y, ,VBM PORTION,25,20,4,0,0,0,0, 
BELL,0700005E,6071,815,Y,86,TOTAL,37,27,8,0,0,1,0, 
BELL,0700007B,103,814,N, ,POLLING PLACE,302,209,75,8,2,5,1, 
BELL,0700007B,103,814,N, ,VBM PORTION,988,793,155,8,3,3,4, 
BELL,0700007B,103,814,N,2016,TOTAL,1290,1002,230,16,5,8,5, 
BELL,0700008A,104,814,N, ,POLLING PLACE,341,229,95,3,4,0,4, 
BELL,0700008A,104,814,N, ,VBM PORTION,1000,792,169,9,8,3,6, 
BELL,0700008A,104,814,N,2024,TOTAL,1341,1021,264,12,12,3,10, 
BELL,0700010A,105,814,N, ,POLLING PLACE,323,220,87,9,0,0,1, 
BELL,0700010A,105,814,N, ,VBM PORTION,996,807,156,3,1,8,1, 
BELL,0700010A,105,814,N,1965,TOTAL,1319,1027,243,12,1,8,2, 
BELL,0700017A,106,814,N, ,POLLING PLACE,367,252,99,5,0,3,2, 
BELL,0700017A,106,814,N, ,VBM PORTION,974,775,150,4,9,4,4, 
BELL,0700017A,106,814,N,2054,TOTAL,1341,1027,249,9,9,7,6, 
BELL,0700018B,107,814,N, ,POLLING PLACE,315,200,95,7,4,3,2, 
BELL,0700018B,107,814,N, ,VBM PORTION,973,804,133,5,6,3,2, 
BELL,0700018B,107,814,N,2030,TOTAL,1288,1004,228,12,10,6,4, 
BELLFLOWER,0750006A,108,722,N, ,POLLING PLACE,340,159,171,0,2,1,1, 
BELLFLOWER,0750006A,108,722,N, ,VBM PORTION,1164,813,303,13,4,1,4, 
BELLFLOWER,0750006A,108,722,N,1912,TOTAL,1504,972,474,13,6,2,5, 
BELLFLOWER,0750009A,109,701,N, ,POLLING PLACE,313,143,159,1,3,0,2, 
BELLFLOWER,0750009A,109,701,N, ,VBM PORTION,1243,877,317,11,4,5,10, 
BELLFLOWER,0750009A,109,701,N,1986,TOTAL,1556,1020,476,12,7,5,12, 
BELLFLOWER,0750011A,110,701,N, ,POLLING PLACE,401,179,210,1,4,3,1, 
BELLFLOWER,0750011A,110,701,N, ,VBM PORTION,1206,812,355,4,2,9,7, 
BELLFLOWER,0750011A,110,701,N,2018,TOTAL,1607,991,565,5,6,12,8, 
BELLFLOWER,0750013A,6072,721,Y, ,POLLING PLACE,22,14,8,0,0,0,0, 
BELLFLOWER,0750013A,6072,721,Y, ,VBM PORTION,105,82,20,1,2,0,0, 
BELLFLOWER,0750013A,6072,721,Y,183,TOTAL,127,96,28,1,2,0,0, 
BELLFLOWER,0750016A,111,701,N, ,POLLING PLACE,393,202,173,2,6,1,3, 
BELLFLOWER,0750016A,111,701,N, ,VBM PORTION,1296,918,330,6,9,7,5, 
BELLFLOWER,0750016A,111,701,N,2344,TOTAL,1689,1120,503,8,15,8,8, 
BELLFLOWER,0750019A,112,701,N, ,POLLING PLACE,386,209,162,2,4,3,1, 
BELLFLOWER,0750019A,112,701,N, ,VBM PORTION,1517,1101,359,5,3,15,16, 
BELLFLOWER,0750019A,112,701,N,2572,TOTAL,1903,1310,521,7,7,18,17, 
BELLFLOWER,0750021A,113,701,N, ,POLLING PLACE,453,241,200,2,2,1,2, 
BELLFLOWER,0750021A,113,701,N, ,VBM PORTION,1579,1139,389,8,7,10,7, 
BELLFLOWER,0750021A,113,701,N,2665,TOTAL,2032,1380,589,10,9,11,9, 
BELLFLOWER,0750022A,114,667,N, ,POLLING PLACE,386,182,185,3,5,4,3, 
BELLFLOWER,0750022A,114,667,N, ,VBM PORTION,1368,925,387,7,8,7,11, 
BELLFLOWER,0750022A,114,667,N,2362,TOTAL,1754,1107,572,10,13,11,14, 
BELLFLOWER,0750024A,115,722,N, ,POLLING PLACE,292,112,166,0,6,1,2, 
BELLFLOWER,0750024A,115,722,N, ,VBM PORTION,1052,728,280,4,4,11,17, 
BELLFLOWER,0750024A,115,722,N,1794,TOTAL,1344,840,446,4,10,12,19, 
BELLFLOWER,0750028A,116,701,N, ,POLLING PLACE,410,233,159,3,5,2,4, 
BELLFLOWER,0750028A,116,701,N, ,VBM PORTION,1259,876,322,9,5,14,16, 
BELLFLOWER,0750028A,116,701,N,2330,TOTAL,1669,1109,481,12,10,16,20, 
BELLFLOWER,0750029C,6073,683,Y, ,POLLING PLACE,187,111,64,3,1,2,2, 
BELLFLOWER,0750029C,6073,683,Y, ,VBM PORTION,473,360,100,0,6,3,0, 
BELLFLOWER,0750029C,6073,683,Y,956,TOTAL,660,471,164,3,7,5,2, 
BELLFLOWER,0750033A,117,667,N, ,POLLING PLACE,349,158,176,3,4,1,2, 
BELLFLOWER,0750033A,117,667,N, ,VBM PORTION,1553,969,506,7,6,15,14, 
BELLFLOWER,0750033A,117,667,N,2523,TOTAL,1902,1127,682,10,10,16,16, 
BELLFLOWER,0750034A,118,667,N, ,POLLING PLACE,477,188,267,1,4,2,6, 
BELLFLOWER,0750034A,118,667,N, ,VBM PORTION,1709,1094,537,7,7,8,15, 
BELLFLOWER,0750034A,118,667,N,2691,TOTAL,2186,1282,804,8,11,10,21, 
BELLFLOWER,0750035B,119,667,N, ,POLLING PLACE,387,216,156,2,6,2,0, 
BELLFLOWER,0750035B,119,667,N, ,VBM PORTION,1359,1026,282,8,9,6,8, 
BELLFLOWER,0750035B,119,667,N,2413,TOTAL,1746,1242,438,10,15,8,8, 
BELLFLOWER,0750037A,120,701,N, ,POLLING PLACE,242,120,111,1,2,2,2, 
BELLFLOWER,0750037A,120,701,N, ,VBM PORTION,881,577,275,2,2,6,6, 
BELLFLOWER,0750037A,120,701,N,1497,TOTAL,1123,697,386,3,4,8,8, 
BELLFLOWER,0750051B,121,666,N, ,POLLING PLACE,310,193,102,2,7,2,1, 
BELLFLOWER,0750051B,121,666,N, ,VBM PORTION,950,724,179,7,9,8,5, 
BELLFLOWER,0750051B,121,666,N,1809,TOTAL,1260,917,281,9,16,10,6, 
BELLFLOWER,0750057A,122,667,N, ,POLLING PLACE,448,242,186,3,5,2,2, 
